timestamp,ax,ay,az,wx,wy,wz
23,-1.87167,4.94582,5.00268,1.84631,-126.89199,-53.00899
45,-1.37846,5.33249,5.81552,-13.90075,-121.52091,-52.88692
69,0.04609,5.95139,6.9372,-17.62389,-101.07414,-75.95819
94,2.44149,6.4841,8.33302,-12.98522,-80.26117,-115.08171
118,1.02651,5.77781,6.88812,-31.35679,-83.00775,-133.88052
141,0.18615,5.12419,6.33147,-55.7098,-100.21965,-135.58949
165,1.15101,4.90392,6.81869,-71.82307,-132.81239,-162.38391
189,2.8892,5.23552,6.60081,-82.32111,-197.99789,-185.94345
213,0.45909,3.39199,14.05157,-46.55453,-98.93791,-169.58606
238,-2.08715,2.62704,12.84968,-16.89147,-53.03951,-107.2692
263,-0.64344,2.00335,5.91607,-106.55204,-75.74457,-63.446
288,4.48494,3.04961,8.18218,-122.4822,-125.79337,-68.63398
311,4.75309,2.0237,11.35211,-104.9041,-194.57993,-70.83125
334,6.54275,1.37008,14.50527,-44.60141,-195.67857,-97.8698
357,5.19003,0.44472,12.49294,-15.7318,-184.81432,-108.18473
384,3.50571,0.55725,9.93115,9.71984,-176.26939,-97.25945
408,2.61387,1.68013,6.74686,-13.96178,-235.35138,-80.23065
433,4.23235,2.67492,2.7665,-80.06281,-345.2146,-53.92452
456,4.37241,3.17411,8.8777,-79.39142,-137.75624,-19.01244
480,4.49451,4.22277,7.19697,-65.59749,-18.98192,-4.42505
505,9.38108,1.85251,7.18021,-64.49886,-36.86521,-57.46455
530,11.05463,1.95187,7.15268,-79.02521,-45.16598,-114.04411
554,8.86274,2.48817,2.28886,-159.28638,10.98632,-181.36584
578,1.21685,-1.12707,4.69144,-197.31125,70.55659,-183.5631
601,-5.03441,-2.81857,7.51779,-182.84593,108.03214,-135.58949
625,-7.18679,-3.49613,7.50702,-163.55884,103.82072,-85.41864
647,-3.23277,-3.74752,1.75734,-194.68674,80.20013,-69.42744
673,-2.54204,-5.90231,1.59933,-231.9792,61.27925,-69.91573
696,-4.7483,-9.12131,3.01789,-270.85855,0.61035,-9.91821
724,-2.72759,-9.30087,7.26161,-240.27997,-104.79729,78.09442
751,4.56275,-8.07864,10.63624,-227.03535,-86.73089,89.01971
777,5.09426,-6.85879,10.66138,-244.3083,-44.31149,109.03922
803,7.83921,-5.58029,15.66287,-181.86937,-4.45556,106.53679
828,12.50551,-5.26066,16.9294,-176.74243,32.83689,46.05099
853,16.37454,-4.85365,12.79461,-193.46603,-10.74218,5.40161
879,15.94598,-3.81097,14.68244,-167.64819,-66.89449,-30.2429
905,16.16385,-2.66415,17.71709,-97.15264,-90.5761,-82.97723
931,15.59284,-2.83533,15.43302,-38.43686,-102.84416,-148.58997
957,14.47594,-4.98772,11.74236,-25.61949,-134.76552,-199.79843
982,11.48558,-7.45854,8.43836,-63.40022,-139.46523,-207.61093
1008,8.60416,-8.21032,6.59124,-95.8709,-111.32804,-182.34239
1033,5.41509,-8.4246,5.87537,-101.36406,-67.68794,-164.45911
1058,-1.04926,-8.65803,4.956,-108.07792,-47.66842,-82.79413
1081,0.67457,-7.34601,4.61243,-112.41142,4.76074,-77.48407
1107,4.56874,-6.58346,3.25252,-116.25662,19.65331,-96.466
1133,5.56113,-6.8145,2.10091,-120.22391,13.36669,-90.17937
1158,4.22876,-5.97174,2.85269,-116.86698,13.24462,-67.71846
1182,8.19954,-4.20601,3.37463,-110.39725,8.17871,-76.93476
1208,7.66923,-3.89956,1.9812,-113.44901,2.07519,-79.19306
1233,6.30932,-3.5919,2.44209,-106.85722,5.31005,-65.58223
1259,6.34523,-2.63422,3.35188,-92.3919,24.96336,-56.6711
1285,6.01603,-2.53366,3.22619,-83.3587,22.33885,-59.60078
1309,7.92541,-2.43191,2.68869,-70.41926,1.64795,-61.06563
1335,6.44818,-3.07116,2.38223,-64.98713,-6.40869,-44.28098
1360,8.5467,-2.52169,2.75812,-57.35774,4.33349,-58.9294
1386,8.03913,-2.56,3.12802,-50.1556,5.85937,-25.78733
1412,9.10216,-1.87286,2.50912,-43.01449,8.97216,-22.97972
1438,11.98717,-2.00335,1.8974,-46.4935,1.89209,-73.76093
1463,14.99788,-2.30502,0.48842,-50.1556,-13.00048,-95.48943
1487,10.5315,-2.44987,-0.57581,-48.81283,-27.09959,-40.6799
1510,11.49995,-3.59789,-1.17675,-62.97298,-34.97312,-3.57055
1560,9.13448,-3.51768,1.39103,-84.57941,-18.79881,-9.36889
1604,6.63733,-2.27868,1.68073,-83.60284,-6.34765,-3.08227
1647,6.91745,0.67935,2.16436,-53.87875,44.43356,-28.65598
1675,4.76865,1.3222,3.28365,-12.37487,99.18206,10.10131
1709,1.31741,-0.48183,3.9636,54.27547,144.16493,137.54262
1732,6.84921,-1.80702,0.02873,58.67,49.80465,150.78725
