# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-02-10 19:31:43.144
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.531837,-0.0287,0.0713,-0.2698,0.28
0.543192,0.0270,0.0913,-0.0051,0.10
0.555064,-0.0394,0.0197,0.0286,0.05
0.565588,-0.2692,-0.0472,0.0046,0.27
0.569557,-0.3922,-0.0129,0.0251,0.39
0.579133,-0.4967,-0.0455,0.0970,0.51
0.589380,-0.6001,-0.1111,0.2175,0.65
0.599742,-0.7427,-0.2123,0.4995,0.92
0.610197,-0.6711,-0.2979,0.6578,0.99
0.621569,-0.4395,-0.3788,0.7324,0.93
0.632217,0.1558,-0.3913,0.6093,0.74
0.643887,0.5078,-0.4477,0.3976,0.79
0.654475,0.3084,-0.7498,0.2395,0.85
0.658830,0.0201,-0.9490,0.0046,0.95
0.668646,-0.3228,-1.1417,-0.3050,1.23
0.678837,-0.0190,-0.6353,-0.2605,0.69
0.689014,0.3034,-0.1733,-0.2158,0.41
0.699484,0.2463,-0.2704,-0.2144,0.42
0.709993,0.6906,-0.2709,-0.3291,0.81
0.720829,1.0293,-0.3965,-1.2295,1.65
0.732250,0.9836,-0.5886,-1.4086,1.82
0.743215,0.8709,-0.9496,-1.8576,2.26
0.748444,0.4603,-1.5256,-2.6349,3.08
0.758172,-0.2800,-2.1882,-3.1301,3.83
0.768144,-1.2283,-2.5495,-3.1740,4.25
0.778173,-2.1727,-2.8299,-3.2680,4.84
0.789283,-2.4246,-2.8049,-3.4314,5.05
0.800220,-1.7481,-2.5714,-3.3246,4.55
0.818232,0.1016,-2.7294,-3.1383,4.16
0.833569,0.6141,-2.8912,-3.7472,4.77
0.844389,1.0582,-2.6702,-4.1841,5.08
0.855492,1.4382,-2.2618,-4.3852,5.14
0.866300,2.9713,-0.7905,-3.9329,4.99
0.878381,3.4701,-0.3197,-3.3694,4.85
0.889240,3.5978,-0.2728,-3.2678,4.87
0.902447,1.5864,-0.0946,-1.5033,2.19
0.914644,0.9143,0.2370,-0.9337,1.33
0.922723,0.7528,0.5454,-0.6052,1.11
0.933699,1.1006,0.9054,0.1912,1.44
0.942224,1.3662,1.0545,1.3527,2.19
0.954681,1.4588,1.0575,2.7026,3.25
0.967135,1.5018,1.1238,3.8673,4.30
0.978220,1.2512,1.1696,4.5474,4.86
0.988443,0.8399,1.2116,4.7597,4.98
0.992082,0.3107,1.2482,4.6914,4.86
1.002191,-0.0853,1.2165,4.1361,4.31
1.012385,-0.3121,1.1750,3.4501,3.66
1.023337,-0.2709,1.2295,2.9555,3.21
1.033807,-0.2335,1.1888,2.7115,2.97
1.043847,-0.5122,0.9796,2.2288,2.49
1.055086,-0.8960,0.8385,1.3517,1.83
1.066595,-1.3122,0.7327,0.2927,1.53
1.078617,-1.5695,0.5105,-0.6388,1.77
1.081650,-1.6918,0.2370,-1.2805,2.13
1.091669,-1.9448,-0.0131,-1.8723,2.70
1.101577,-1.9332,0.1211,-1.8748,2.70
1.112063,-1.4377,0.4344,-0.9239,1.76
1.122931,-0.8640,0.5592,0.0157,1.03
1.133672,-0.7653,0.4167,0.2518,0.91
1.144571,-1.1621,0.2278,-0.2500,1.21
1.155700,-1.8476,-0.0154,-1.2766,2.25
1.166961,-2.5366,-0.3689,-1.9971,3.25
1.178300,-2.5054,-0.4099,-1.6082,3.01
1.180900,-1.4782,-0.0164,-0.0221,1.48
1.196281,-0.4176,0.1330,1.2731,1.35
1.211515,-0.3650,0.0079,1.4652,1.51
1.211663,-0.8182,-0.0610,0.4912,0.96
1.222458,-1.1760,-0.1870,-0.8382,1.46
1.236308,-1.0600,-0.2177,-1.6500,1.97
1.242023,0.4703,0.2577,-1.0782,1.20
1.260712,2.2417,1.0220,-0.5232,2.52
1.260814,2.9444,1.3354,-0.6514,3.30
1.271162,2.8109,1.4217,-1.2166,3.38
1.283191,2.4863,1.3803,-1.5283,3.23
1.291172,2.4628,1.3895,-1.2782,3.10
1.301744,1.9116,1.5211,-0.5553,2.51
1.315367,2.0787,1.3242,-0.9952,2.66
1.325562,2.2790,0.8420,-1.5168,2.86
1.335601,1.9202,0.4064,-1.6039,2.53
1.344856,2.3575,0.6607,-2.6451,3.60
1.356523,2.6751,0.8770,-2.9109,4.05
1.360338,2.4491,0.6624,-3.1026,4.01
1.370190,2.3287,0.9451,-3.7684,4.53
1.380409,1.2625,0.8071,-3.8076,4.09
1.390600,-0.1807,-0.0712,-4.2386,4.24
1.400876,-0.9908,-0.9660,-4.8783,5.07
1.411849,-1.2071,-1.4809,-4.6403,5.02
1.422862,0.4366,-1.1967,-5.3084,5.46
1.434972,1.8948,-0.2863,-5.5892,5.91
1.445755,3.0674,0.5788,-4.8612,5.78
1.456291,7.4348,0.9319,-3.9360,8.46
1.467375,7.0884,1.0605,-4.1601,8.29
1.469601,5.3021,1.1861,-3.2928,6.35
1.480023,3.4529,0.3192,-2.6441,4.36
1.491365,2.5043,-0.9478,-1.4308,3.04
1.501947,2.8637,-1.0015,-0.7739,3.13
1.515336,2.7626,-0.2927,-0.4751,2.82
1.519143,1.8521,0.0329,-2.1667,2.85
1.529340,0.7411,0.1769,-4.5677,4.63
1.539847,0.3346,0.0655,-5.2114,5.22
1.549279,0.6410,-0.2733,-4.7969,4.85
1.560141,-0.1901,-0.1925,-4.5252,4.53
1.569242,-1.7437,0.2771,-4.1893,4.55
1.580369,-1.2084,0.1176,-2.3952,2.69
1.590458,0.5803,0.0686,-0.9258,1.09
1.602276,3.2453,-0.0355,1.1835,3.45
1.609491,4.9363,0.9123,3.9840,6.41
1.624276,5.5411,0.4393,6.3210,8.42
1.628876,4.4626,-0.9781,8.3613,9.53
1.648627,2.8650,-2.2549,11.5489,12.11
1.648815,3.2459,-2.8920,7.4544,8.63
1.658756,2.9785,-3.3804,3.9092,5.96
1.670399,2.5104,-3.9104,3.4726,5.80
1.678455,1.3639,-4.6637,1.5374,5.10
1.694212,-2.7338,-3.5588,-1.2044,4.65
1.699132,-5.7257,-0.3449,-2.1572,6.13
1.718401,-3.9757,-0.3478,-1.1846,4.16
1.718863,-3.1430,-0.9719,-0.1477,3.29
1.737555,-2.4182,-1.0195,0.3121,2.64
1.739080,-1.9903,-0.9610,0.5370,2.27
1.749447,-1.4057,-0.5483,0.8308,1.72
1.760883,-0.6901,0.4701,1.4573,1.68
1.768282,-0.6515,1.3170,0.6163,1.59
1.780030,-0.1606,2.0679,-1.3665,2.48
1.793689,-0.2950,1.8971,-3.1331,3.67
1.804195,-0.8512,0.7891,-3.2236,3.43
1.807839,-1.0093,-0.7460,-2.3174,2.64
1.827626,-1.9305,-2.0549,-0.5947,2.88
1.833346,-2.2870,-2.6600,0.9359,3.63
1.838469,-0.9417,-2.2203,1.6024,2.90
1.849170,0.2176,-1.2953,1.3381,1.87
1.871718,1.0446,0.0201,1.0069,1.45
1.871896,2.2373,1.8094,4.0157,4.94
1.877646,3.2634,3.1053,7.9974,9.18
1.893895,1.3439,1.1308,2.2981,2.89
1.897546,-0.4029,-0.6864,-2.7254,2.84
1.916587,-1.1974,-0.7161,-3.2470,3.53
1.917505,-0.7487,1.1629,-2.1567,2.56
1.927315,-0.4391,3.8024,-1.2665,4.03
1.943528,-0.7982,4.6649,-1.9218,5.11
1.947582,-1.0267,4.4159,-1.2151,4.69
1.962783,-0.4776,4.0616,0.7156,4.15
1.967071,-1.0124,2.3749,0.8974,2.73
1.982030,-2.3395,2.2060,0.3312,3.23
1.992909,-2.9802,2.1553,-1.7359,4.07
2.006127,-3.3658,2.2736,0.2875,4.07
2.007707,-3.2636,2.8841,1.2669,4.54
2.017346,-2.8612,2.3570,0.9261,3.82
2.030482,-1.8182,1.6836,1.1362,2.73
2.037020,-0.7531,1.1894,-0.2378,1.43
2.050012,-1.5147,1.0725,0.4587,1.91
2.057609,-2.7146,-0.3804,0.4531,2.78
2.071965,-1.6362,-1.5579,1.3612,2.64
2.083191,-0.3839,-2.4334,3.0981,3.96
2.092372,-0.9033,-1.8147,2.2297,3.01
2.096665,-0.6260,-0.1729,1.3099,1.46
2.106356,1.1734,5.6744,-0.3422,5.80
2.116468,1.3933,7.1377,-5.2396,8.96
2.127367,1.0443,4.2055,-1.2430,4.51
2.138394,0.0682,1.5730,0.0628,1.58
2.146961,-0.6493,-1.0410,1.5281,1.96
2.162064,-0.0110,-3.9817,0.5951,4.03
2.166029,1.8888,-7.7887,-0.1450,8.02
2.185114,3.4855,-7.4206,1.4734,8.33
2.186332,6.3858,-7.3952,2.9170,10.20
2.206233,7.9858,-7.8365,-0.0481,11.19
2.206428,8.0309,-7.3240,-4.9161,11.93
2.217045,7.9697,-5.9167,-6.2868,11.75
2.227609,7.6464,-4.3333,-4.9251,10.07
2.236830,6.0661,-2.9577,-3.4600,7.58
2.247983,3.5136,-2.1865,-2.5244,4.85
2.255645,0.6784,-3.0210,-1.2867,3.35
2.272694,-0.7379,-4.1086,-0.9750,4.29
2.281383,-1.3057,-3.8798,-1.5985,4.39
2.291966,-1.0985,-3.4054,-2.6833,4.47
2.305204,0.7285,-3.2618,-5.2224,6.20
2.317026,2.2023,-3.1812,-3.1926,5.02
2.337697,3.6768,-2.8148,-1.5313,4.88
2.350724,4.0363,-1.7559,-2.0406,4.85
2.364824,3.6185,-1.5257,-2.7099,4.77
2.369169,2.7213,-0.6500,-2.6168,3.83
2.378948,1.0487,-0.0103,-0.0531,1.05
2.395617,0.0718,1.8860,2.9694,3.52
2.408052,-0.0868,2.9592,3.6630,4.71
2.414900,-0.6227,2.3463,2.8800,3.77
2.427423,-1.3665,0.9821,2.0767,2.67
2.435691,-2.0629,-0.1486,1.1670,2.37
2.450421,-2.5920,-1.4482,-1.3048,3.24
2.455127,-2.7837,-2.7598,-3.3655,5.17
2.474440,-2.2994,-3.8393,-2.0147,4.91
2.475401,-2.0268,-4.8913,0.2882,5.30
2.485439,-1.3844,-5.3888,2.1820,5.98
2.499968,-0.0787,-4.9771,2.1732,5.43
2.517809,0.7084,-4.3326,1.2535,4.57
2.539499,1.6493,-0.4512,1.8928,2.55
2.550302,1.3338,0.5654,2.1879,2.62
2.561850,0.8630,1.2457,2.4878,2.91
2.570264,0.1117,1.7632,2.7269,3.25
2.582979,-0.4457,2.2326,2.8191,3.62
2.590024,-0.6995,2.6034,2.9417,3.99
2.607812,-0.9321,2.9325,2.7371,4.12
2.609254,-1.0076,3.1683,2.5133,4.17
2.619315,-0.9101,3.2636,1.9937,3.93
2.629258,-0.8568,3.2616,1.6822,3.77
2.639298,-0.7866,3.3189,1.6664,3.80
2.650705,-0.8090,3.3747,1.7980,3.91
2.660104,-0.8262,3.4338,2.0655,4.09
2.675138,-0.5798,3.4990,2.4404,4.31
2.679010,-0.2177,3.4927,2.5706,4.34
2.696280,-0.3186,3.2153,2.6075,4.15
2.698846,-0.3329,2.8673,2.7114,3.96
2.717012,-0.3466,2.5086,2.6392,3.66
2.720373,-0.2551,2.2687,2.5582,3.43
2.728441,-0.0371,2.1758,2.5060,3.32
2.738713,0.1727,2.1853,2.3983,3.25
2.749533,0.3056,2.1631,2.1106,3.04
2.763151,0.5208,2.1175,1.4836,2.64
2.763606,0.8684,1.9462,0.4248,2.17
2.774160,1.0740,1.5346,-1.0156,2.13
2.784367,1.1723,1.1072,-2.4468,2.93
2.794654,1.1554,0.6303,-3.6763,3.90
2.806971,1.3034,-0.0609,-4.9388,5.11
2.813232,2.2614,-0.7961,-6.1968,6.64
2.830547,3.3847,-1.7529,-7.4097,8.33
2.832993,4.0295,-2.9638,-8.4376,9.81
2.843173,3.5978,-4.2117,-7.9240,9.67
2.854098,1.9760,-4.9407,-6.3269,8.27
2.863377,0.7199,-4.6310,-4.6627,6.61
2.873429,-0.2769,-3.7143,-3.0743,4.83
2.883310,-1.1918,-2.3920,-1.4184,3.03
2.893522,-1.4121,-0.2412,-0.4136,1.49
2.902975,-0.8459,1.7724,-0.4172,2.01
2.919415,0.4245,3.3003,-1.8603,3.81
2.922605,1.7432,4.1610,-4.7048,6.52
2.941067,1.6119,2.7967,-7.1600,7.85
2.942773,-0.0691,-1.3845,-5.6570,5.82
2.952605,-0.8939,-5.7072,-2.2589,6.20
2.964826,-1.4955,-8.6667,3.2008,9.36
2.972694,-2.6209,-9.8094,10.7692,14.80
2.984716,-4.4097,-9.0237,15.3245,18.32
2.991944,-4.8068,-5.8350,14.0745,15.98
3.005335,-3.4983,-1.5341,9.7654,10.49
3.012563,-3.4105,1.7053,5.2774,6.51
3.028466,-4.2795,4.1687,0.3889,5.99
3.032109,-5.7937,7.0880,-9.8030,13.41
3.041800,-5.0738,7.4559,-4.8204,10.23
3.052236,-5.6343,4.7457,3.6653,8.23
3.062234,-6.4797,1.7631,7.8945,10.36
3.074097,-7.1516,-0.9021,8.7136,11.31
3.081953,-6.8399,-3.0458,8.6870,11.47
3.098978,-5.6074,-4.1731,8.4963,11.00
3.101691,-4.0537,-4.5497,8.1934,10.21
3.118750,-2.1245,-3.9877,7.2352,8.53
3.121520,-0.6268,-2.9783,5.2532,6.07
3.141281,1.1472,-1.3876,0.3613,1.84
3.141485,1.8436,0.1484,-4.3485,4.73
3.151388,0.9253,0.6161,-4.7527,4.88
3.161292,0.1194,0.5190,-2.4405,2.50
3.171777,0.3015,0.6606,-0.6011,0.94
3.186396,0.9063,1.0265,0.6138,1.50
3.196723,1.6178,1.4004,1.2894,2.50
3.207763,1.6522,1.5944,1.5064,2.75
3.217464,1.1213,1.5720,0.9845,2.17
3.229911,0.4582,1.4969,0.5216,1.65
3.237163,0.1263,1.1441,0.7444,1.37
3.252781,0.2461,1.0755,0.5829,1.25
3.258046,0.2611,1.0522,0.3563,1.14
3.280101,0.3214,0.9361,0.0243,0.99
3.295596,0.8667,0.3506,-0.3199,0.99
3.305597,1.4549,0.3025,-0.4429,1.55
3.320753,1.9853,0.3608,-0.7690,2.16
3.325591,2.3172,0.2766,-1.3203,2.68
3.337453,2.3195,0.2191,-2.0365,3.09
3.345455,2.3835,0.2445,-2.6294,3.56
3.365129,2.1014,0.2738,-2.8057,3.52
3.365699,2.0172,0.0957,-2.7531,3.41
3.376333,1.6003,-0.2522,-2.2089,2.74
3.386015,1.4370,-0.6772,-2.2100,2.72
3.396928,1.5816,-1.1842,-2.3039,3.04
3.407940,1.6973,-1.5649,-2.5061,3.41
3.415935,1.9361,-1.7071,-2.8770,3.87
3.429548,2.0782,-2.0111,-2.7566,4.00
3.435376,2.2134,-2.5560,-2.7853,4.38
3.451691,2.4034,-3.1190,-2.5853,4.71
3.455202,2.5888,-3.6141,-2.2329,4.97
3.465450,2.6738,-3.9027,-1.7335,5.04
3.474977,2.6084,-3.6297,-1.1336,4.61
3.485969,2.1463,-3.0120,-0.9842,3.83
3.495789,1.5252,-2.3541,-1.3557,3.12
3.509634,0.3253,-1.6169,-4.4752,4.77
3.520233,0.5476,-1.4269,-5.1016,5.33
3.530926,0.8528,-1.1776,-6.0002,6.17
3.541880,0.9435,-1.1209,-6.4042,6.57
3.550252,1.4268,-1.1928,-5.6790,5.98
3.565271,2.7065,-1.1950,-5.0608,5.86
3.569372,3.7703,-0.6864,-4.0087,5.55
3.587077,3.8567,0.0536,-2.7836,4.76
3.589495,2.7211,0.2171,-1.7860,3.26
3.599212,0.8719,-0.3786,-0.0925,0.96
3.609241,-0.4567,-1.5178,2.0772,2.61
3.620172,-0.6164,-2.2835,4.0569,4.70
3.630905,-1.1177,-3.1473,5.7573,6.66
3.639633,-1.9793,-3.9920,7.0406,8.33
3.651699,-3.3505,-4.7489,7.3704,9.39
3.659075,-5.0871,-5.6130,5.9009,9.60
3.675366,-7.4383,-6.7002,0.2048,10.01
3.678693,-6.8342,-6.4503,-3.7589,10.12
3.696963,-3.5097,-4.1792,-3.7131,6.60
3.698471,-2.2149,-2.6959,-2.6831,4.40
3.710027,-0.9603,-2.0045,-3.0396,3.77
3.718393,-0.1442,-1.4073,-3.9267,4.17
3.728892,-0.2148,-0.7635,-2.4456,2.57
3.740635,-1.3690,1.0840,0.9029,1.97
3.748560,-1.9064,1.9563,6.9886,7.50
3.764180,-1.2334,2.2426,9.2678,9.61
3.768034,0.8639,3.3458,8.1036,8.81
3.784571,1.5916,3.4983,7.0109,8.00
3.789420,1.3469,3.3315,6.5060,7.43
3.798190,0.4197,3.4716,5.7345,6.72
3.808484,-0.5092,3.5387,4.5675,5.80
3.818641,-1.2243,3.8158,2.9688,4.99
3.829852,-1.9782,3.7514,1.8464,4.63
3.838319,-2.7720,3.7594,1.1819,4.82
3.853769,-2.9133,3.9559,1.1978,5.06
3.857610,-2.2694,4.3798,1.4672,5.15
3.876014,-1.8849,4.5699,1.3305,5.12
3.877803,-1.5319,4.3141,1.4641,4.81
3.887571,-1.5808,3.6885,2.1331,4.54
3.899242,-1.6138,2.9765,2.8430,4.42
3.908858,-1.6903,2.3325,3.4375,4.48
3.923941,-1.5620,1.8545,3.6149,4.35
3.927400,-1.2146,1.6362,3.4061,3.97
3.940275,-1.1584,1.8277,2.9476,3.66
3.948254,-1.1329,2.0950,2.5543,3.49
3.962488,-0.4299,2.4219,2.0548,3.21
3.967461,0.8443,2.4079,1.7168,3.08
3.977401,1.6050,2.1818,0.9448,2.87
3.987276,1.6323,1.0465,-1.0786,2.22
3.998164,2.2814,-0.5427,-4.2679,4.87
4.008438,3.3858,-2.1972,-7.3279,8.37
4.017616,4.9096,-3.9511,-11.0755,12.74
4.030291,6.1305,-5.8664,-17.2482,19.22
4.037901,6.2583,-7.7343,-19.8271,22.18
4.052401,3.5823,-8.6461,-12.1809,15.36
4.056837,0.4459,-7.9948,-3.3897,8.70
4.066438,-1.7364,-5.9765,1.4601,6.39
4.076932,-1.6101,-3.4428,2.6310,4.62
4.086598,0.2622,-0.1285,1.5653,1.59
4.097434,0.4143,3.7841,0.3485,3.82
4.107465,0.4346,5.8865,-2.3078,6.34
4.119015,0.7914,5.8201,-3.8889,7.04
4.127146,-0.8784,1.9926,-3.4737,4.10
4.143459,-3.3318,-2.9881,-1.7987,4.82
4.146211,-4.0523,-7.3308,1.8843,8.59
4.165895,-3.1398,-9.4190,5.2772,11.24
4.166207,-4.0724,-9.3013,10.0083,14.26
4.177057,-4.4904,-6.1561,12.2109,14.39
4.188224,-3.7113,-2.2257,11.0029,11.82
4.196936,-3.3267,1.0045,8.1618,8.87
4.211234,-3.1021,3.4184,3.9079,6.05
4.216013,-3.4641,6.3388,-3.4332,8.00
4.232607,-3.9229,7.3479,-4.6473,9.54
4.236137,-5.3151,5.0363,0.4983,7.34
4.253406,-6.4953,2.1031,5.1622,8.56
4.255719,-6.0088,0.1515,6.8387,9.10
4.266144,-4.5107,-1.1788,7.7006,9.00
4.284762,-2.7122,-2.2031,7.5049,8.28
4.288653,-1.3526,-2.9576,6.8821,7.61
4.295884,-0.4368,-3.2241,5.8422,6.69
4.305450,0.5522,-2.6651,4.7070,5.44
4.320738,1.3418,-1.5787,4.1014,4.59
4.325680,2.0667,0.1614,1.5122,2.57
4.341518,2.1505,2.1968,-3.3554,4.55
4.345049,0.5838,2.8340,-4.7690,5.58
4.355259,-0.4906,2.4408,-3.4356,4.24
4.365496,-0.0326,2.1496,-1.8671,2.85
4.375118,0.6775,1.7338,-0.3595,1.90
4.385662,0.9183,1.0568,0.5722,1.51
4.395708,0.8015,0.5824,0.6232,1.17
4.408472,0.3562,0.3184,0.2017,0.52
4.414894,-0.0604,0.2631,-0.3427,0.44
4.430068,-0.3680,0.2626,-0.6449,0.79
4.435236,-0.4244,0.3018,-0.7163,0.89
4.444699,0.0563,0.3951,-0.7461,0.85
4.454721,0.9473,0.3999,-0.7026,1.25
4.465964,1.8372,0.2508,-0.6212,1.96
4.476706,2.5252,0.1062,-0.6185,2.60
4.485464,2.9900,0.0763,-0.8484,3.11
4.499178,3.0854,0.0457,-1.3145,3.35
4.504777,2.8410,-0.1729,-2.2540,3.63
4.522231,2.2332,-0.4939,-3.1876,3.92
4.525052,1.5913,-0.7167,-3.8420,4.22
4.534939,1.3169,-0.7406,-4.0178,4.29
4.544300,1.7873,-0.4589,-3.7106,4.14
4.555015,2.1575,-0.4046,-3.2258,3.90
4.564645,2.1271,-0.6567,-2.7219,3.52
4.575137,2.0994,-0.7277,-2.1805,3.11
4.587348,2.2339,-0.7532,-1.6428,2.87
4.595207,2.1757,-1.8812,-1.3421,3.17
4.609811,2.4758,-2.7953,-1.3664,3.98
4.613889,2.8927,-3.1598,-1.2438,4.46
4.624097,2.5799,-3.7685,-0.4446,4.59
4.633908,2.0458,-4.0455,0.4347,4.55
4.644623,1.5737,-3.8505,0.9398,4.26
4.654263,1.0518,-3.1902,0.5746,3.41
4.664169,0.6901,-2.5286,-0.8382,2.75
4.677899,0.7022,-1.8494,-3.4615,3.99
4.683460,0.9031,-1.4501,-5.7833,6.03
4.698700,0.5405,-1.8398,-6.3868,6.67
4.703447,0.8367,-2.8117,-6.1314,6.80
4.720568,2.3625,-3.3879,-5.4647,6.85
4.723556,4.2299,-2.5385,-4.2675,6.52
4.734853,4.1843,-1.1212,-2.7208,5.12
4.743531,3.3267,-0.1882,-1.1648,3.53
4.754461,2.2648,0.3814,-0.7521,2.42
4.764911,0.9999,1.0064,-1.1982,1.86
4.776713,-0.3629,0.8055,-0.7928,1.19
4.792812,-1.5870,-0.1945,0.9938,1.88
4.794775,-2.6536,-1.5221,3.1646,4.40
4.807879,-3.6193,-2.8625,4.6313,6.54
4.812850,-4.2488,-4.1333,4.1545,7.24
4.822876,-5.2980,-5.5491,1.4235,7.80
4.833444,-5.5626,-6.5116,-0.5639,8.58
4.843932,-4.3109,-6.1191,-0.0890,7.49
4.854527,-2.3834,-4.4019,0.6508,5.05
4.863345,-1.3457,-2.8719,0.6579,3.24
4.875446,-0.6905,-1.7228,0.6499,1.97
4.883164,-0.5294,-0.4593,1.2406,1.42
4.898992,-0.5076,0.6163,2.0340,2.19
4.902600,-0.3214,1.4764,2.6701,3.07
4.913040,-0.1660,2.1318,3.1118,3.78
4.922589,-0.3396,2.5362,3.4082,4.26
4.933521,-1.0645,2.5908,3.7058,4.65
4.945004,-1.8023,2.5076,3.6365,4.77
4.954880,-2.5743,2.2688,3.6762,5.03
4.967852,-2.9933,2.1721,3.5802,5.15
4.972310,-2.7583,2.5523,3.1111,4.88
4.989762,-2.2039,2.9479,2.2977,4.34
4.992304,-1.4861,3.3994,1.8096,4.13
5.003244,-0.6843,3.8194,1.6500,4.22
5.011913,-0.4833,4.0841,1.9945,4.57
5.022131,-0.4915,4.1244,2.4780,4.84
5.032134,-0.7897,4.1102,2.8173,5.05
5.042595,-0.9319,4.1247,3.0561,5.22
5.055236,-1.1182,4.0065,3.0492,5.16
5.062415,-1.5969,3.5457,3.0271,4.93
5.078603,-1.7765,3.1678,2.9146,4.66
5.081811,-1.9339,2.8528,2.8238,4.46
5.091645,-2.2004,2.5189,2.7790,4.35
5.101698,-2.3096,2.2568,2.5650,4.12
5.111735,-2.0013,2.1183,2.2059,3.65
5.122807,-1.3170,2.2463,1.6818,3.10
5.132305,-0.8215,1.9375,0.9829,2.32
5.145715,-0.6975,1.0969,-0.1008,1.30
5.151287,0.0068,0.3408,-2.0260,2.05
5.166166,1.1267,-0.5137,-4.7450,4.90
5.171260,2.8940,-1.5462,-7.8373,8.50
5.181411,5.7209,-2.8959,-11.2195,12.92
5.191928,7.8823,-4.9224,-14.6102,17.32
5.201368,7.9202,-7.2150,-16.5560,19.72
5.211132,5.9590,-8.4826,-12.2024,16.01
5.222706,3.4472,-7.3969,-6.3066,10.31
5.233070,1.5356,-5.1615,-2.5372,5.95
5.241970,0.1684,-2.9725,-0.5007,3.02
5.257091,-0.5012,-0.3676,0.3513,0.71
5.260719,-0.8109,3.1597,-0.6277,3.32
5.272840,-0.6562,4.2437,-2.2791,4.86
5.284783,-1.3614,0.8016,-2.9247,3.32
5.290656,-1.7859,-4.1587,-4.2805,6.23
5.304725,-1.4491,-8.1592,-2.5080,8.66
5.310816,-0.8610,-9.9420,3.8206,10.69
5.321508,-2.6267,-7.5934,10.8216,13.48
5.330552,-3.4164,-2.9794,11.3277,12.20
5.341939,-2.8470,0.8499,9.2800,9.74
5.351067,-2.0312,3.7252,8.3875,9.40
5.366976,-1.2455,5.7494,8.3529,10.22
5.370819,-0.9078,6.6573,8.2116,10.61
5.380203,-1.5631,5.7720,7.9604,9.96
5.390109,-3.7743,2.8386,8.2151,9.48
5.400830,-6.1336,-0.1878,8.1979,10.24
5.413352,-7.5661,-2.9693,6.9556,10.70
5.420762,-8.3242,-5.1651,4.7849,10.90
5.438488,-7.3540,-6.2097,4.2112,10.51
5.440161,-4.1188,-4.6859,4.0258,7.42
5.455911,-1.2238,-2.0730,2.5653,3.52
5.470234,0.5423,0.8609,-1.9303,2.18
5.479992,0.0222,1.1902,-1.9691,2.30
