# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-02-10 21:21:26.572
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.009116,0.0637,0.3703,1.9276,1.96
0.016930,0.5393,0.5572,1.2928,1.51
0.028051,-0.5355,-0.0170,1.1070,1.23
0.032196,-0.7223,0.2137,2.8045,2.90
0.042324,-0.2387,0.1677,4.2026,4.21
0.052318,1.4523,0.2453,3.6869,3.97
0.062090,2.5964,0.2850,2.3649,3.52
0.073415,2.6743,0.3876,1.4905,3.09
0.084725,2.2500,0.3591,1.0871,2.52
0.095792,1.6844,0.1333,0.7596,1.85
0.107053,1.2156,-0.2486,0.3623,1.29
0.118339,0.1517,-1.0717,0.8080,1.35
0.121749,-0.8825,-1.8143,1.4145,2.46
0.131764,0.3623,-0.9424,0.5115,1.13
0.141814,2.0437,0.0186,-1.2672,2.40
0.152471,1.9704,0.0107,-2.0318,2.83
0.162613,1.9544,-0.4116,-2.5266,3.22
0.174461,2.0653,-0.6619,-4.0242,4.57
0.185267,1.8771,-0.6621,-5.0567,5.43
0.196499,1.6286,-0.4286,-4.4673,4.77
0.207400,1.2561,-0.2006,-2.7488,3.03
0.211474,0.4498,-0.4079,-1.0506,1.21
0.221333,-0.3164,-0.8964,0.2882,0.99
0.231241,-0.3558,-1.2690,0.4371,1.39
0.241539,0.4261,-1.3147,-0.3323,1.42
0.252402,1.2212,-1.2242,-1.4362,2.25
0.262103,0.9959,-1.4937,-1.9542,2.65
0.272079,0.0897,-2.0711,-1.8469,2.78
0.284028,-1.0150,-2.7786,-1.4134,3.28
0.295513,-1.3401,-3.1253,-1.7592,3.83
0.307220,-0.2305,-2.6650,-2.3353,3.55
0.310985,1.7628,-1.5725,-1.5157,2.81
0.321064,3.2776,-0.6221,0.6535,3.40
0.331257,3.9290,-0.4767,2.4000,4.63
0.341211,4.5948,-0.5547,2.8048,5.41
0.350527,4.9409,-0.4968,2.2106,5.44
0.361194,4.3032,-0.6793,0.4896,4.38
0.373418,2.8915,-1.3090,-1.4806,3.50
0.385222,1.7516,-1.5276,-1.9277,3.02
0.394305,1.4821,-1.4891,-1.7179,2.71
0.400408,2.4382,-1.9069,2.8707,4.22
0.410440,3.0295,-2.0741,-2.6811,4.55
0.420244,3.9150,-1.3926,-0.9080,4.25
0.430394,1.9666,-2.0241,-1.4617,3.18
0.441194,2.6558,-1.7289,-2.4949,4.03
0.451015,2.9115,-0.8478,-1.5954,3.43
0.462227,2.3242,-0.6258,-0.7966,2.54
0.473268,1.4598,-0.6876,-0.6353,1.73
0.484402,0.7372,-0.8964,-0.5747,1.30
0.496400,0.1945,-1.1632,-0.5682,1.31
0.499867,-0.1976,-1.8874,-1.5467,2.45
0.509843,-0.4285,-2.0102,-2.1283,2.96
0.519781,-0.4168,-1.7269,-2.5615,3.12
0.530720,0.1245,-1.1381,-3.0690,3.28
0.539964,1.0735,-0.2178,-3.1692,3.35
0.550564,1.2415,-0.4529,-2.3651,2.71
0.561859,0.7693,-0.9229,-2.0044,2.34
0.572670,0.6144,-0.3136,-2.2677,2.37
0.579952,0.5770,-0.2414,-2.1576,2.25
0.589545,0.1606,-0.4692,-2.2619,2.32
0.599352,-0.6649,-0.6294,-1.4970,1.75
0.609597,-0.8320,-0.5271,-1.3923,1.71
0.619613,-0.8704,-0.4075,-1.2226,1.56
0.629611,-1.1142,-0.3562,-0.7381,1.38
0.639840,-1.7899,-0.7600,-0.0890,1.95
0.651524,-2.0881,-0.8922,0.6094,2.35
0.661882,-1.8531,-0.5831,1.2786,2.33
0.673801,-1.8492,-0.1631,2.0413,2.76
0.679079,-1.8912,-0.0041,2.0386,2.78
0.689260,-1.9479,0.0417,2.0768,2.85
0.698852,-1.7749,0.3143,1.9338,2.64
0.717453,-1.4210,0.6157,1.4113,2.10
0.719509,-1.6044,0.3189,1.3470,2.12
0.731226,-1.9104,-0.3254,1.3618,2.37
0.738692,-1.6381,-0.7067,1.5411,2.36
0.772686,-2.9380,-0.4634,2.4184,3.83
0.788651,-0.9356,0.0845,1.8589,2.08
0.798515,0.0160,0.1479,2.2949,2.30
0.808958,0.8629,0.4285,3.1267,3.27
0.818422,1.3038,0.5166,3.9242,4.17
0.829505,1.3259,0.3967,4.0495,4.28
0.840763,1.1507,0.5533,3.6117,3.83
0.852111,0.4974,0.4097,3.5442,3.60
0.862635,-0.6839,-0.4026,4.0502,4.13
0.868173,-1.6602,-0.8956,4.0713,4.49
0.877998,-1.7202,-0.5200,3.3357,3.79
0.888117,-1.3366,0.0051,2.4622,2.80
0.898134,-0.6816,0.5247,2.2491,2.41
0.907925,0.4293,0.8394,2.6588,2.82
0.918192,1.3889,0.7613,3.2109,3.58
0.929164,1.5973,0.5432,3.7901,4.15
0.941128,1.2114,0.3442,4.3101,4.49
0.952326,0.5835,0.1399,4.3529,4.39
0.957937,-0.4328,-0.4616,4.5373,4.58
0.967447,-1.5884,-1.0703,4.7477,5.12
0.977330,-2.4129,-1.6860,4.5492,5.42
0.988642,-2.3310,-1.4195,3.3113,4.29
0.997803,-1.6602,-0.5254,2.1766,2.79
1.009456,-0.8485,0.0704,1.8945,2.08
1.019960,0.5214,0.5139,2.2994,2.41
1.029574,1.4091,0.4559,2.9834,3.33
1.040478,1.5610,0.4411,4.3296,4.62
1.052625,0.8785,0.6799,5.1617,5.28
1.057251,0.1685,0.9742,4.4609,4.57
1.067084,-0.8014,0.2792,3.5148,3.62
1.077238,-1.3328,0.1149,3.0110,3.29
1.087472,-0.7851,-0.0740,1.9756,2.13
1.097430,-1.4657,0.2453,1.7904,2.33
1.107489,-2.9458,0.9679,1.2212,3.33
1.119736,-3.4700,0.8271,0.2372,3.58
1.130549,-3.3261,0.6693,0.0840,3.39
1.141010,-3.0303,1.0131,-0.2939,3.21
1.146889,-1.7488,2.1524,-0.9631,2.94
1.156640,-2.5056,0.5423,-1.2280,2.84
1.167157,-2.9116,-0.0780,-2.0340,3.55
1.176872,-2.4365,0.4625,-2.9549,3.86
1.187013,-1.8476,1.0919,-3.2818,3.92
1.196953,-1.1814,1.2512,-3.7271,4.11
1.208417,-0.6015,1.2218,-3.3961,3.66
1.219363,-0.0359,0.8624,-2.9463,3.07
1.230702,0.8187,0.9991,-2.7444,3.03
1.239335,2.1635,1.9571,-3.2599,4.37
1.246478,0.6905,0.2282,-3.2381,3.32
1.256157,27.4899,1.8893,52.1897,59.02
1.266100,4.3800,0.3012,-10.8914,11.74
1.277108,-2.6389,0.7052,-8.3503,8.79
1.287211,-0.4102,1.6703,-1.8296,2.51
1.296934,-2.9316,-0.6974,-2.6864,4.04
1.308795,-7.2166,-4.1078,-7.5387,11.22
1.319413,-8.3693,-4.1290,-10.7275,14.22
1.326042,-6.6068,-3.1057,-11.4356,13.57
1.335815,-4.6118,-2.3642,-11.3909,12.51
1.345816,-1.7554,-2.1022,-11.7839,12.10
1.355831,1.9513,-1.7265,-9.1522,9.52
1.366026,2.5057,0.2603,16.8073,17.00
1.375771,10.5841,3.3924,16.3468,19.77
1.386436,4.0910,0.9754,-5.0493,6.57
1.398036,1.1718,0.7348,-5.7144,5.88
1.408305,-2.8660,0.3212,0.8289,3.00
1.419712,-3.5128,0.7712,1.7025,3.98
1.425391,0.1505,0.8089,0.5759,1.00
1.435114,1.2813,-0.7767,-0.6594,1.64
1.445937,1.4794,-2.3920,-3.3858,4.40
1.455409,0.7651,-2.2466,-1.2557,2.69
1.465475,0.7014,-1.0928,1.0319,1.66
1.475447,0.2392,-1.2988,1.1466,1.75
1.486869,0.0377,-2.4001,-1.3105,2.73
1.497172,-0.1495,-3.4742,-2.5559,4.32
1.508511,0.5456,-2.7981,-1.3732,3.16
1.519888,2.0109,-1.2588,1.3002,2.71
1.525154,2.7209,-0.5930,3.7301,4.65
1.534958,1.3510,-1.4591,1.9713,2.80
1.545228,-0.1776,-1.0215,2.7233,2.91
1.555030,-0.5915,0.5474,2.3106,2.45
1.566277,-0.8257,0.8026,1.8387,2.17
1.575316,-1.3030,-0.0873,1.0444,1.67
1.588296,-1.4308,-0.1132,1.4852,2.07
1.595384,-1.3686,0.3874,1.3454,1.96
1.612993,-1.4702,0.2226,1.4807,2.10
1.614527,-1.7621,-0.5398,1.8658,2.62
1.624696,-0.5312,-1.1479,2.3151,2.64
1.634693,0.1112,-1.1369,2.5262,2.77
1.646236,0.0709,-1.0649,1.7868,2.08
1.655155,0.7368,-0.5213,0.7967,1.20
1.664969,0.5649,-0.5503,-0.0579,0.79
1.677109,0.2246,0.0868,-0.0145,0.24
1.685038,-0.3371,0.6915,1.0193,1.28
1.699587,0.2416,0.3661,0.9365,1.03
1.704336,0.8717,-0.5075,1.0386,1.45
1.714076,1.4831,-1.1748,1.1409,2.21
1.728534,2.1489,-1.2538,0.1726,2.49
1.735869,2.2921,-1.0454,-0.7384,2.63
1.743718,2.9432,-1.4121,-1.3599,3.54
1.753833,3.1122,-0.3132,-1.3108,3.39
1.769854,3.2648,0.1723,-1.3819,3.55
1.774485,4.3007,0.7097,-3.5492,5.62
1.786804,3.3378,-1.4108,-3.8983,5.32
1.793697,2.8750,-2.2332,-4.9081,6.11
1.803617,2.9096,-1.7814,-5.3731,6.36
1.813526,3.2935,-0.9909,-5.8602,6.79
1.823537,2.2085,-1.4842,-7.0407,7.53
1.834277,0.8415,-3.1812,-5.5707,6.47
