# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-02-10 20:40:21.454
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.011701,2.0702,-1.0019,2.4975,3.40
0.012369,1.4316,-1.1963,1.1008,2.17
0.022207,1.0651,-1.3984,-0.6119,1.86
0.032126,1.1779,-1.3040,-1.9394,2.62
0.042019,1.8061,-0.7794,-3.2259,3.78
0.052128,2.6285,0.0264,-3.7835,4.61
0.069538,3.7554,0.9408,-3.4547,5.19
0.074961,4.7187,1.4068,-3.0775,5.81
0.084621,4.9567,1.0978,-2.5009,5.66
0.096505,4.0514,0.3270,-2.1851,4.61
0.106957,3.4950,-0.3353,-1.7658,3.93
0.111813,3.1168,-0.9136,-1.0505,3.41
0.121606,3.1496,-1.2561,-1.3741,3.66
0.132235,3.0023,-1.3585,-2.3354,4.04
0.141962,2.8436,-1.3600,-3.2241,4.51
0.151650,2.7651,-1.1962,-3.5053,4.62
0.162102,2.7527,-1.2196,-3.6219,4.71
0.173262,2.5878,-1.3716,-3.7863,4.79
0.184742,2.5256,-1.2720,-4.0094,4.91
0.195872,2.2196,-1.5237,-4.4083,5.17
0.201312,1.5782,-2.2907,-3.5754,4.53
0.211362,0.7584,-3.2164,-2.7360,4.29
0.221394,-0.0377,-3.8422,-2.3305,4.49
0.231368,-0.4749,-4.0799,-2.6322,4.88
0.241259,0.0748,-3.6219,-3.3815,4.96
0.251380,0.8674,-2.8214,-4.4020,5.30
0.262612,0.9225,-2.2853,-5.2570,5.81
0.274841,-0.4807,-2.4334,-5.2599,5.82
0.284680,-2.9437,-3.0377,-3.8828,5.74
0.296387,-2.9392,-3.5560,-5.2668,7.00
0.302112,-3.8880,-3.9082,-4.1276,6.89
0.311135,-4.6425,-4.0464,-1.6503,6.38
0.320664,-5.3856,-4.3028,0.9643,6.96
0.331346,-5.6221,-4.9170,2.8559,8.00
0.341351,-3.2188,-4.4898,4.4705,7.11
0.351874,-1.3868,-4.6083,5.3662,7.21
0.364176,-0.3751,-4.4259,6.7982,8.12
0.374660,1.2442,-2.6676,8.0264,8.55
0.385214,2.6943,-1.1357,8.6145,9.10
0.390447,4.4158,0.1480,7.7947,8.96
0.400481,5.9304,1.7740,6.6371,9.08
0.410302,6.8934,3.7373,5.2962,9.46
0.420736,6.8691,4.6553,4.2827,9.34
0.430524,5.4183,4.1036,3.2167,7.52
0.440782,3.5855,3.3188,2.6756,5.57
0.452349,2.1034,3.1682,2.4230,4.51
0.463046,1.1003,3.6653,2.8939,4.80
0.474768,2.7054,4.6640,3.2887,6.32
0.480219,6.4376,5.3834,2.7831,8.84
0.489890,9.3588,6.2390,1.3979,11.33
0.499781,9.9400,6.7180,-1.1342,12.05
0.511234,8.4415,6.7811,-3.8354,11.49
0.520441,6.6623,6.0026,-4.3564,9.97
0.530339,4.8749,4.7601,-3.8856,7.84
0.540642,2.4616,3.9649,-3.7505,5.99
0.551855,2.5905,3.8218,-4.6605,6.56
0.564068,3.7110,3.3820,-5.6373,7.55
0.569565,4.6883,2.6840,-6.2005,8.22
0.579383,4.9358,2.0082,-7.0466,8.83
0.589507,3.3859,1.3275,-6.6244,7.56
0.599796,1.4883,0.1099,-4.4748,4.72
0.609824,0.5022,-1.0715,-1.8317,2.18
0.619378,-0.0777,-1.5672,-0.6274,1.69
0.630306,-0.3010,-1.1144,1.5444,1.93
0.641197,-1.7599,-2.5560,3.8222,4.92
0.652885,-3.1835,-3.3953,5.2868,7.04
0.663708,-4.4123,-4.6514,6.5806,9.19
0.668955,-7.8277,-3.7577,7.5617,11.51
0.678849,-9.0108,-0.9917,0.5912,9.08
0.689085,-5.5706,-2.7354,-0.3045,6.21
0.699084,-5.3298,-1.6833,1.5714,5.81
0.708904,-3.7995,-0.3975,2.4344,4.53
0.720844,-2.3590,-0.5962,3.8900,4.59
0.730080,-2.1641,-1.2725,4.4781,5.13
0.741200,-2.3489,-1.5646,4.5651,5.37
0.752460,-1.2988,-1.4228,4.9928,5.35
0.759466,-0.5887,-1.1570,4.0956,4.30
0.768790,-1.1651,-1.5461,1.8210,2.66
0.778330,-1.7762,-2.2924,-0.7126,2.99
0.788506,-1.1094,-2.2085,-1.6233,2.96
0.798556,-2.3367,-2.5246,-2.0004,3.98
0.808664,-2.9417,-3.0555,-1.8430,4.62
0.819286,-4.5368,-4.8862,-1.2798,6.79
0.830523,-4.8997,-3.7719,-0.8814,6.25
0.842041,-2.5083,-3.1876,2.5989,4.82
0.848931,-2.5865,-3.2203,3.9431,5.71
0.858066,-2.5930,-3.5887,4.3906,6.24
0.867969,-1.6669,-3.6505,4.5498,6.07
0.877814,-0.3826,-3.4830,3.8599,5.21
0.888998,1.0172,-2.9434,3.5646,4.73
0.898039,2.0467,-2.3289,3.6859,4.82
0.908615,2.3228,-1.7578,3.0998,4.25
0.919733,2.0627,-1.3225,2.4316,3.45
0.931399,1.8664,-0.9551,1.7995,2.76
0.942126,1.5742,-0.8704,1.5376,2.37
0.947678,1.1860,-0.4134,0.6878,1.43
0.957588,-0.4155,0.2318,0.0072,0.48
0.967496,-0.9386,1.1843,0.2633,1.53
0.977917,0.3325,2.8096,-0.1585,2.83
0.988118,1.7914,3.8808,-0.1270,4.28
1.001516,2.1036,4.2333,0.9896,4.83
1.007551,2.0446,3.5319,4.4402,6.03
1.022430,2.1988,3.1967,2.8641,4.82
1.033576,1.7316,3.1804,-0.5374,3.66
1.037047,2.2923,3.0537,-1.5932,4.14
1.047017,2.0364,1.0683,-2.1173,3.13
1.057216,2.4860,-0.2497,-4.3541,5.02
1.067079,3.9826,-2.7442,-9.7835,10.91
1.076796,4.3983,-6.5057,-11.8922,14.25
1.088376,5.2054,-10.2549,-9.0226,14.62
1.106951,6.0158,-15.7944,-1.2367,16.95
1.107254,6.5583,-16.7001,-1.7560,18.03
1.125220,6.8091,-12.4863,-4.7853,15.01
1.136422,6.3095,-4.4468,-5.3938,9.42
1.144950,4.1613,-0.4180,-5.6301,7.01
1.146591,2.4116,0.5622,-6.1083,6.59
1.156849,2.0692,-0.6394,-5.8906,6.28
1.166783,2.0739,-2.5526,-4.5055,5.58
1.177679,2.0489,-3.5369,-2.9403,5.04
1.188584,2.5772,-3.1346,-0.9855,4.18
1.199624,3.4779,-2.1156,0.6013,4.12
1.210247,4.3980,-0.7065,0.6015,4.49
1.221417,4.8704,0.6084,-1.5501,5.15
1.226196,5.5702,2.4003,-5.9084,8.47
1.236679,4.2343,2.6319,-14.8709,15.68
1.246108,0.8679,0.8349,-15.7708,15.82
1.256439,-0.5369,-1.1819,-9.3548,9.44
1.266854,-1.7550,-3.4446,-3.9506,5.53
1.277263,-2.2975,-5.4552,1.3970,6.08
1.288555,-2.8707,-7.6320,6.5050,10.43
1.299287,-2.9203,-9.6453,10.7529,14.74
1.310615,-2.4660,-11.0045,14.8133,18.62
1.321759,-2.2456,-10.9026,16.8610,20.20
1.325749,-1.7708,-9.0765,15.2334,17.82
1.335985,-0.8011,-5.8239,12.2145,13.56
1.346086,-0.0543,-2.8173,9.2072,9.63
1.356319,0.1613,-0.7455,7.5208,7.56
1.366716,0.3651,0.6055,6.7035,6.74
1.377670,0.3582,1.3353,5.5032,5.67
1.388493,0.3624,2.0178,3.7762,4.30
1.399870,0.9450,2.5934,0.5723,2.82
1.411020,1.4321,3.0189,-4.0991,5.29
1.415763,1.2624,3.0513,-6.2272,7.05
1.425242,-0.0559,2.4805,-4.6367,5.26
1.435198,-1.4331,1.3851,-2.1040,2.90
1.445505,-2.4219,0.3239,1.1527,2.70
1.456316,-2.8378,-0.5227,3.8242,4.79
1.466578,-2.3289,-0.5726,4.8966,5.45
1.477565,-2.0622,-0.3632,5.1166,5.53
1.489033,-2.2702,-0.1280,5.1921,5.67
1.500101,-3.0361,0.2082,5.4778,6.27
1.505002,-3.4118,0.8758,5.8953,6.87
1.515193,-3.8118,1.5266,5.9452,7.23
1.524898,-4.5409,2.0381,5.8550,7.68
1.535199,-5.1726,2.5985,5.8541,8.23
1.545350,-5.7083,3.2225,5.7725,8.73
1.555503,-6.0193,3.8359,5.7171,9.14
