timestamp,ax,ay,az,wx,wy,wz
23,-1.25995,0.50338,8.18578,-14.44243,0.80109,7.40814
46,-1.35093,0.69013,7.19697,-16.39556,-28.5568,3.13568
70,-0.73203,1.00377,7.10599,-19.38628,-42.41177,-10.41412
94,-0.62429,0.92356,10.08677,-11.51275,-33.37858,-23.17045
117,-1.3629,0.24481,11.07558,5.57708,-12.68767,-20.42387
141,-2.20686,0.06524,11.51132,16.62444,46.21121,7.164
168,-1.73161,-0.38726,10.77151,5.69915,59.82204,31.39493
191,-0.15502,-0.76315,8.25281,-16.88384,42.12186,42.07608
214,0.40522,-0.39804,8.48385,-28.17533,26.67997,39.14639
239,-0.44712,-0.22087,8.76158,-25.55082,19.84404,14.06096
263,-1.79266,-0.02933,8.4216,-21.09526,12.27569,12.9013
285,-1.07081,0.50099,7.32027,-21.64458,3.66974,0.20599
308,-0.35853,0.35853,5.66229,-4.61578,-77.75111,-27.68705
331,-1.01574,0.12629,6.90009,17.35686,-163.81061,-49.72073
355,-0.34177,-1.31861,5.68982,21.32414,-268.97412,-26.77153
379,1.46465,-1.89441,5.90051,2.15912,-336.47894,-11.51275
404,4.43825,-2.28946,7.64109,-23.10942,-362.35782,-14.62554
428,4.91949,-2.42952,10.66138,-12.06206,-370.10928,-7.6065
453,5.39473,-3.11426,13.73434,10.52093,-302.72653,6.61468
477,4.58789,-3.12264,10.24838,16.13616,-261.83301,34.56876
502,4.40234,-2.13144,7.62434,13.87786,-275.9321,61.79042
528,6.96413,-1.40121,7.76559,-17.67729,-219.84084,69.41981
555,5.61979,-4.72436,6.8127,-16.70073,-244.62109,104.75914
578,3.35128,-5.80175,6.98748,48.05752,-329.39886,163.16974
602,6.21954,-5.48332,7.6375,121.60483,-379.32559,161.46075
626,7.53874,-4.83329,6.61757,179.89336,-408.3783,175.68193
649,9.12251,-4.4993,2.63242,200.88943,-385.18497,192.46658
676,12.65874,-3.40874,1.94289,194.54179,-324.57709,175.86504
700,14.64234,-2.37804,0.53391,156.94415,-206.77931,120.07895
724,14.52622,-1.76153,-1.8148,113.54819,-148.91805,82.90856
749,13.52425,-2.16615,-2.26611,89.25623,-97.58751,58.73866
773,13.38778,-2.14221,-2.806,81.5658,-60.05092,34.44669
798,13.01069,-1.37846,-3.79122,80.28406,-59.92885,10.58196
831,10.76134,-1.3641,-6.03339,58.55556,-58.21986,-21.46147
859,6.7726,-2.53127,-9.7049,-22.13286,-3.47137,0.75531
885,6.48769,-2.96582,-8.87052,-58.57082,27.04618,-4.24957
911,11.83155,-2.13264,-5.48512,-41.96927,32.41727,-55.15285
