timestamp,ax,ay,az,wx,wy,wz
23,-1.92314,2.4379,8.63768,2.3117,-36.39981,-73.15821
47,-1.99497,2.30741,9.26137,-3.97491,-35.24015,-72.42579
71,-1.69689,2.09433,9.38826,-4.46319,-36.52188,-73.70753
94,-2.03806,2.11588,9.04948,-8.36944,-36.27774,-72.85303
118,-1.79625,2.44867,9.05786,-7.94219,-30.41837,-81.8252
141,-1.43113,2.53486,9.30566,-5.98907,-26.39006,-94.09325
166,-2.09074,1.49697,8.13729,-18.31816,-47.14199,-88.11181
191,-2.26551,1.40839,7.39629,-37.72733,-65.5746,-83.229
216,-1.42036,1.38205,7.46931,-55.36648,-126.06039,-84.4497
240,-1.01813,0.91399,7.07546,-63.72829,-161.21661,-86.21973
265,0.9918,1.16059,8.00561,-85.63989,-188.07205,-93.97118
289,2.08236,0.92835,9.33679,-85.09057,-173.85088,-101.23436
315,2.14461,0.87927,12.67311,-27.22929,-138.93881,-103.30956
340,3.17172,-1.92195,8.76218,8.11004,-109.58091,-84.51074
363,4.19644,-2.67971,6.59303,-24.60478,-69.2367,-62.41603
385,2.79343,-2.9299,5.79816,-31.68485,-139.85432,-33.30228
407,4.55437,-0.03292,8.97167,-3.85284,-163.59698,-17.37212
431,5.34446,-0.20171,9.07702,15.00701,-195.45731,-7.6065
455,5.64014,-1.47782,7.24426,-13.92363,-199.11943,-4.00543
478,6.6074,-2.73238,6.27939,-58.84547,-176.10919,-4.61578
503,6.29855,-3.56556,6.66127,-88.02026,-130.33286,-6.5689
528,6.47572,-3.42072,5.84006,-103.40111,-134.66635,-6.08062
552,6.17524,-2.9742,5.73471,-85.57886,-197.77666,18.27239
576,6.02441,-3.90794,5.31692,-58.05202,-269.12668,49.40029
600,7.65127,-6.43621,5.63056,-29.73173,-328.9411,49.33926
624,8.58501,-6.47213,6.68282,-21.12578,-294.3342,32.61564
648,6.69359,-6.6876,5.42466,-17.89092,-287.07101,75.76746
674,6.94857,-6.48529,5.31812,-7.57598,-268.15015,108.54332
699,9.51994,-4.76745,5.47853,-9.04083,-232.20045,121.60483
728,11.06181,-4.1713,6.27101,-1.04523,-185.6917,128.37973
752,12.48516,-2.86885,7.56149,40.39761,-155.84552,115.44028
778,12.01351,-1.58795,2.82576,53.7643,-108.36021,123.49693
803,12.64797,-0.99778,0.51415,37.16275,-84.25134,128.68491
827,15.5677,0.12031,-0.44472,45.03628,-85.04479,75.52332
851,17.47707,1.7735,1.67295,54.74086,-40.48917,21.56828
877,15.80712,1.41916,-1.6083,36.24723,-27.18351,-7.24029
903,12.02548,-0.85892,-5.45938,12.13836,-28.52629,-25.18461
928,12.27926,-0.67935,-4.38797,9.45281,-17.53996,-49.29348
953,11.19349,-1.47782,-5.03441,-2.69317,-5.0888,-57.77736
976,8.70352,-4.04081,-9.21229,-64.88795,43.61721,-40.01614
1000,8.18159,-4.11743,-8.15764,-123.05441,85.24316,-28.17533
1027,9.22306,-3.87202,-1.83695,-71.0525,57.41115,-27.50395
1051,10.50276,-3.12503,-1.33896,-17.89092,-3.68499,-55.88527
1074,10.51474,-2.57796,-1.14982,26.2985,-58.43349,-65.10157
1098,7.61536,-3.94145,2.65697,72.56312,-77.0492,-57.65529
1123,7.04673,-3.15496,-0.08918,40.0314,2.47955,-38.91751
1147,7.41065,-3.1777,0.53211,29.71647,45.93655,-26.58842
1173,6.35242,-3.77865,1.38325,46.8063,45.02102,-19.02007
1199,7.90027,-3.06039,0.04729,53.82534,31.34916,-24.94047
1226,8.36235,-2.13742,-0.51775,23.24675,47.88968,-20.97319
1252,9.11532,-2.48937,1.41677,1.57928,97.32811,-19.81352
1278,9.46967,-2.95145,-0.13467,3.1662,76.39307,-21.27836
1302,8.45812,-3.13221,-2.90955,-20.88164,43.18997,4.53949
1327,8.93576,-3.52008,-2.17094,-28.02275,50.02591,39.45157
