timestamp,ax,ay,az,wx,wy,wz
23,-1.74118,2.21404,8.43298,-15.67076,-7.2937,5.08117
44,-1.57,2.03447,8.58261,-22.26256,-12.11547,11.06261
70,-1.6933,1.93511,8.41143,-28.54917,-22.61351,19.9127
95,-1.63105,1.6933,8.36714,-33.61509,-32.80637,31.02109
118,-1.10433,1.55444,8.80647,-27.75572,-45.86789,35.53769
142,0.03172,1.43712,8.17081,-19.57701,-70.46503,34.5001
166,0.52253,1.11151,6.84083,-30.56333,-107.2692,31.69248
188,1.06362,0.7452,7.2275,-35.14096,-130.09633,33.70664
208,1.72083,0.62668,7.00723,-30.62436,-173.18712,36.14804
231,2.63661,0.79069,5.71197,-27.87779,-239.89851,32.79111
256,3.48775,0.75357,5.88914,-22.01842,-256.25592,28.09141
280,4.14736,0.27114,7.40946,-11.76452,-225.61629,26.87071
304,4.13419,-1.41916,8.22708,-21.95738,-152.92346,43.77743
329,4.31375,-0.7452,6.88273,-15.5487,-143.09682,56.59481
354,5.43783,-0.77393,4.89076,-16.7694,-182.22032,65.20076
379,3.58831,-2.26551,4.94223,-13.10729,-202.11777,104.14116
403,4.36762,-4.20242,6.40868,23.75792,-248.56551,165.72559
427,6.7702,-4.07553,5.32291,85.03716,-324.49316,196.60934
452,9.49959,-2.45705,6.17884,139.96877,-348.84616,177.56639
477,8.69035,-4.01448,7.17722,165.84764,-312.89648,184.95164
504,9.72465,-5.038,4.36643,178.05467,-290.74075,197.15868
528,11.75254,-3.97856,3.59789,182.20506,-285.24759,200.27145
552,14.6986,-2.50493,4.03962,185.562,-246.97858,189.22411
575,15.22652,-2.21164,4.47776,177.87157,-176.60509,178.4209
599,17.27357,-0.34058,0.6207,147.53712,-120.819,162.55176
623,17.72607,0.73921,0.72245,71.3653,7.84301,119.27786
649,16.50982,-0.11432,0.27473,32.48594,59.35665,108.0474
674,15.25525,-0.38726,0.19692,15.27404,117.70621,82.90093
699,14.80275,-0.23284,-1.6095,11.30675,84.68622,42.31259
725,11.30961,-1.3234,-1.47423,28.27452,43.67062,28.7628
749,10.86549,-1.59873,-1.37367,43.83847,10.89477,15.51818
774,10.32559,-1.79386,-2.23439,40.2374,-8.88061,9.23156
799,10.40819,-2.45346,-2.4355,29.61729,-21.0266,-10.97106
825,9.97963,-2.99215,-1.89441,13.93126,6.98852,-22.56773
850,10.28489,-2.15777,-4.47656,-39.35239,21.33177,-43.62484
877,10.93731,-1.86927,-3.72598,-46.98178,15.89965,-69.6258
903,10.5303,-3.38121,2.26192,11.48986,-13.33617,-73.9593
930,8.93217,-3.75231,1.16777,51.77303,-54.47383,-67.18439
956,9.04709,-3.54881,-0.83498,29.12901,-69.61054,-68.03889
982,8.35995,-4.53881,3.32974,41.15292,-36.28537,-41.73276
1008,7.90506,-3.1777,1.25277,27.48106,-54.90108,-11.52038
1034,8.90583,-3.35368,-1.4024,-5.35583,-78.27753,-16.15905
1061,9.0447,-5.29897,0.91518,-7.98034,-92.98699,-29.40366
1087,8.3408,-6.72831,0.21249,-14.81627,-103.17986,-30.74644
1112,6.8145,-6.97491,-1.99856,-56.07601,-111.05338,11.61193
1138,7.80689,-6.26263,-2.67612,-77.37726,-84.25897,41.94638
1163,11.30363,-6.08546,-2.40438,-81.46661,-85.54071,35.23252
1191,11.65438,-5.11461,-1.38684,-78.29279,-54.77901,11.36779
1215,10.81042,-4.51008,-0.31663,-63.7054,-48.91964,4.59289
1236,9.39904,-3.29741,-2.8497,-53.51254,-79.68134,3.37219
1279,11.51671,-3.17651,-2.56,-33.49302,-73.45576,-10.05553
1302,9.58459,-4.12222,-0.68295,-20.98082,-47.02755,-14.87731
1331,7.42622,-5.16609,1.80702,39.32187,-28.96116,-8.52966
1351,5.64613,-5.27383,1.09954,57.81551,-40.86301,-12.68004
1377,6.05075,-5.97653,-0.86012,62.94246,-11.9934,-6.94274
1399,5.5324,-5.53599,-3.30939,52.13924,33.17258,7.15637
1431,4.64774,-5.52642,-4.31974,10.87951,69.42744,32.79111
1454,6.95216,-3.43029,-5.07271,-29.58677,100.73846,41.27499
1476,8.16961,-2.78745,-4.53881,-46.92074,83.9538,52.01717
1500,8.39347,-1.95187,-2.90955,-23.23912,42.44992,66.97078
1521,9.55466,-1.30544,-2.1039,24.2462,-45.56271,68.19147
1543,10.89422,-1.18573,-2.78027,76.79743,-227.08113,51.28475
1565,10.09336,-1.58676,-4.19883,99.62456,-320.64795,51.40682
1587,7.55909,-3.03405,-3.05201,113.6016,-295.5015,65.50594
1609,7.41664,-4.86442,-4.57352,94.37553,-26.70286,50.97958
1631,8.4653,-6.78696,-6.31531,75.94293,79.86445,47.92782
1652,5.37438,-7.23707,-0.69013,77.28571,83.89276,81.80231
1674,5.21397,-6.78577,2.45585,105.48393,106.41472,84.85406
1695,4.376,-10.16159,4.17249,145.64503,156.9518,88.33306
1717,3.40994,-12.81796,4.0875,192.52,174.59093,115.06645
