# Target Sample Rate: 400 Hz
# Max Device Sample Rate: 400 Hz
# Recording started at: 2026-02-07 14:12:32.548
time,ωₓ (rad/s),ωᵧ (rad/s),ωᶻ (rad/s),ω_total (rad/s)
0.402822,-1.395,0.525,0.198,1.504
0.405437,-1.474,0.682,0.255,1.644
0.407993,-1.543,0.835,0.302,1.780
0.410637,-1.606,0.974,0.336,1.908
0.417127,-1.655,1.078,0.354,2.007
0.417449,-1.685,1.131,0.372,2.063
0.417927,-1.694,1.133,0.398,2.077
0.420622,-1.689,1.086,0.420,2.052
0.423004,-1.668,0.995,0.457,1.995
0.425727,-1.630,0.860,0.495,1.908
0.435454,-1.576,0.697,0.539,1.806
0.438047,-1.230,-0.206,0.695,1.428
0.440729,-1.113,-0.540,0.748,1.446
0.447086,-0.985,-0.901,0.818,1.565
0.447438,-0.858,-1.232,0.875,1.738
0.463769,-0.737,-1.524,0.918,1.925
0.467997,0.210,-3.133,0.917,3.271
0.470682,0.295,-3.252,0.904,3.388
0.473033,0.369,-3.363,0.898,3.501
0.475631,0.425,-3.467,0.913,3.610
0.482460,0.466,-3.558,0.947,3.711
0.485720,0.494,-3.777,1.133,3.974
0.488176,0.476,-3.831,1.219,4.049
0.490677,0.449,-3.883,1.310,4.123
0.493351,0.418,-3.922,1.404,4.186
0.499087,0.375,-3.924,1.507,4.220
0.499203,0.318,-3.809,1.620,4.151
0.500859,0.232,-3.481,1.733,3.895
0.503184,0.138,-3.129,1.838,3.632
0.505795,0.058,-2.995,1.921,3.559
0.508478,-0.010,-3.018,1.998,3.620
0.516118,-0.066,-3.065,2.077,3.703
0.520945,-0.208,-3.387,2.360,4.133
0.523372,-0.232,-3.531,2.376,4.262
0.526345,-0.252,-3.687,2.376,4.394
0.532437,-0.269,-3.849,2.364,4.525
0.535936,-0.287,-4.347,2.325,4.938
0.538465,-0.286,-4.530,2.307,5.092
0.541097,-0.280,-4.721,2.286,5.252
0.544130,-0.275,-4.920,2.261,5.421
0.549877,-0.265,-5.114,2.240,5.589
0.549963,-0.250,-5.300,2.221,5.752
0.551292,-0.238,-5.489,2.209,5.921
0.553793,-0.229,-5.674,2.204,6.091
0.556244,-0.217,-5.855,2.211,6.262
0.569087,-0.207,-6.027,2.234,6.431
0.571646,-0.148,-6.757,2.500,7.206
0.574281,-0.134,-6.867,2.594,7.342
0.576602,-0.120,-6.957,2.698,7.462
0.584280,-0.109,-7.022,2.816,7.566
0.589473,-0.046,-7.028,3.343,7.783
0.591767,-0.021,-6.975,3.471,7.791
0.600545,0.008,-6.905,3.587,7.782
0.604280,0.120,-6.552,3.965,7.659
0.606668,0.154,-6.474,4.042,7.634
0.609208,0.186,-6.411,4.118,7.622
0.617193,0.225,-6.355,4.190,7.615
0.621613,0.453,-6.218,4.442,7.655
0.624316,0.524,-6.207,4.494,7.681
0.626962,0.604,-6.201,4.536,7.707
0.633543,0.687,-6.207,4.564,7.735
0.636943,0.942,-6.177,4.549,7.729
0.639418,1.029,-6.132,4.500,7.675
0.641835,1.113,-6.053,4.430,7.583
0.650857,1.193,-5.945,4.331,7.451
0.654486,1.350,-5.230,3.743,6.571
0.656987,1.335,-5.012,3.577,6.301
0.659597,1.292,-4.793,3.416,6.026
0.667185,1.223,-4.567,3.275,5.752
0.669840,0.881,-3.835,3.015,4.958
0.672140,0.742,-3.572,2.978,4.710
0.674800,0.599,-3.296,2.958,4.469
0.677182,0.458,-3.006,2.951,4.237
0.683446,0.321,-2.702,2.953,4.015
0.683566,0.201,-2.387,2.962,3.809
0.684823,0.097,-2.065,2.975,3.623
0.687342,0.017,-1.762,2.986,3.467
0.689650,-0.033,-1.492,2.998,3.349
0.692209,-0.054,-1.262,3.015,3.269
0.702920,-0.054,-1.072,3.032,3.217
0.705400,0.125,-0.664,3.031,3.106
0.707816,0.207,-0.637,3.004,3.078
0.710025,0.300,-0.643,2.969,3.052
0.718189,0.405,-0.673,2.924,3.027
0.722398,0.862,-0.913,2.629,2.913
0.725368,0.960,-0.984,2.531,2.880
0.727610,1.047,-1.049,2.427,2.844
0.733981,1.121,-1.105,2.323,2.806
0.737687,1.250,-1.227,2.035,2.685
0.739901,1.262,-1.238,1.952,2.634
0.744148,1.262,-1.235,1.879,2.578
0.750994,1.249,-1.217,1.817,2.518
0.755452,1.135,-1.034,1.674,2.271
0.757835,1.102,-0.980,1.665,2.224
0.761927,1.070,-0.931,1.666,2.188
0.767691,1.042,-0.894,1.676,2.167
0.770435,1.002,-0.890,1.734,2.191
0.772998,1.009,-0.929,1.759,2.231
0.775612,1.027,-0.990,1.788,2.287
0.783724,1.057,-1.068,1.815,2.356
0.788115,1.266,-1.475,1.909,2.724
0.790534,1.332,-1.590,1.930,2.833
0.793184,1.401,-1.711,1.958,2.954
0.800741,1.463,-1.838,1.988,3.078
0.805394,1.647,-2.185,2.085,3.441
0.807864,1.661,-2.198,2.094,3.460
0.810440,1.659,-2.186,2.098,3.455
0.817794,1.642,-2.153,2.093,3.422
0.820671,1.508,-2.016,2.039,3.239
0.823188,1.436,-1.970,2.004,3.156
0.825947,1.359,-1.898,1.962,3.049
0.833949,1.277,-1.811,1.911,2.926
0.838577,0.921,-1.442,1.687,2.403
0.840857,0.824,-1.350,1.624,2.267
0.843362,0.725,-1.263,1.565,2.137
0.851551,0.625,-1.182,1.510,2.017
0.855771,0.230,-0.918,1.340,1.640
0.858274,0.141,-0.873,1.320,1.589
0.869528,0.059,-0.836,1.313,1.557
0.873605,-0.214,-0.780,1.375,1.595
0.876340,-0.239,-0.771,1.401,1.617
0.886079,-0.262,-0.753,1.430,1.638
0.888750,-0.357,-0.706,1.539,1.730
0.891123,-0.381,-0.695,1.565,1.754
0.893583,-0.410,-0.685,1.584,1.774
0.901572,-0.441,-0.679,1.598,1.791
0.906262,-0.510,-0.608,1.627,1.810
0.908813,-0.512,-0.601,1.616,1.798
0.917118,-0.512,-0.602,1.601,1.785
0.921421,-0.459,-0.671,1.455,1.667
0.924191,-0.451,-0.719,1.411,1.647
0.926594,-0.446,-0.772,1.370,1.634
0.933344,-0.445,-0.836,1.328,1.631
0.936509,-0.443,-1.016,1.233,1.658
0.939235,-0.441,-1.078,1.218,1.686
0.941635,-0.436,-1.139,1.206,1.715
0.949790,-0.430,-1.199,1.197,1.748
0.954222,-0.410,-1.384,1.210,1.883
0.956633,-0.410,-1.409,1.221,1.909
0.959739,-0.409,-1.420,1.235,1.926
0.968412,-0.410,-1.426,1.253,1.942
0.971731,-0.443,-1.404,1.340,1.991
0.974251,-0.459,-1.409,1.371,2.018
0.976789,-0.474,-1.416,1.401,2.048
0.983758,-0.487,-1.427,1.432,2.079
0.986964,-0.512,-1.498,1.499,2.181
0.989434,-0.517,-1.546,1.508,2.221
0.991867,-0.517,-1.597,1.508,2.257
0.999921,-0.511,-1.659,1.508,2.300
1.004948,-0.339,-2.081,1.488,2.580
1.006964,-0.242,-2.240,1.498,2.705
1.009657,-0.135,-2.371,1.517,2.817
1.017665,-0.038,-2.466,1.543,2.910
1.022089,0.176,-2.601,1.656,3.088
1.024685,0.193,-2.604,1.678,3.104
1.027490,0.199,-2.592,1.697,3.104
1.033884,0.198,-2.569,1.711,3.093
1.037351,0.161,-2.399,1.735,2.965
1.039987,0.143,-2.302,1.737,2.888
1.042326,0.123,-2.184,1.732,2.790
1.051051,0.101,-2.046,1.725,2.678
1.055012,-0.037,-0.951,1.799,2.035
1.057590,-0.080,-0.650,1.807,1.922
1.060031,-0.123,-0.382,1.785,1.830
1.067149,-0.166,-0.202,1.749,1.768
1.070105,-0.262,-0.441,1.573,1.655
1.072569,-0.278,-0.577,1.520,1.649
1.075283,-0.281,-0.686,1.466,1.643
1.083778,-0.275,-0.771,1.409,1.629
1.087776,-0.142,-1.008,1.080,1.484
1.090313,-0.106,-0.975,0.992,1.395
1.092803,-0.073,-0.904,0.918,1.290
1.100443,-0.039,-0.822,0.849,1.182
1.105456,0.009,-0.527,0.687,0.866
1.107878,0.000,-0.462,0.676,0.819
1.110553,-0.015,-0.408,0.684,0.796
1.117633,-0.033,-0.365,0.694,0.785
1.120553,-0.090,-0.395,0.727,0.832
1.123094,-0.105,-0.499,0.739,0.898
1.125776,-0.122,-0.630,0.766,0.999
1.136155,-0.145,-0.780,0.824,1.144
1.141653,-0.272,-1.371,1.331,1.931
1.143790,-0.288,-1.463,1.449,2.079
1.146437,-0.300,-1.542,1.570,2.221
1.151921,-0.302,-1.596,1.674,2.333
1.155969,-0.248,-1.550,1.905,2.469
1.158371,-0.217,-1.514,1.960,2.486
1.162806,-0.184,-1.463,2.000,2.485
1.171425,-0.148,-1.385,2.028,2.460
1.175765,0.112,-1.327,2.114,2.498
1.189047,0.161,-1.407,2.110,2.541
1.193081,0.370,-1.687,2.060,2.688
1.204682,0.393,-1.667,2.053,2.674
1.208365,0.467,-1.297,1.988,2.419
1.219566,0.472,-1.195,1.962,2.345
1.223409,0.420,-0.697,1.744,1.925
1.226283,0.381,-0.628,1.675,1.829
1.235046,0.334,-0.569,1.590,1.722
1.238592,0.061,-0.453,1.156,1.244
1.241211,-0.050,-0.490,1.019,1.132
1.243846,-0.183,-0.548,0.869,1.043
1.250843,-0.342,-0.631,0.711,1.010
1.253801,-0.917,-0.921,0.223,1.319
1.256152,-1.116,-1.001,0.070,1.501
1.258843,-1.300,-1.055,-0.073,1.676
1.266891,-1.473,-1.085,-0.202,1.841
1.271338,-1.963,-1.032,-0.523,2.278
1.273869,-2.032,-1.001,-0.543,2.329
1.276504,-2.083,-0.971,-0.537,2.360
1.283019,-2.118,-0.947,-0.512,2.376
1.286544,-2.127,-0.910,-0.374,2.344
1.289036,-2.107,-0.906,-0.317,2.315
1.291840,-2.074,-0.903,-0.254,2.276
1.294428,-2.029,-0.894,-0.191,2.226
1.299441,-1.972,-0.885,-0.124,2.164
1.300086,-1.897,-0.875,-0.063,2.090
1.301631,-1.816,-0.863,0.003,2.011
1.304259,-1.728,-0.849,0.065,1.926
1.306855,-1.636,-0.838,0.122,1.842
1.309270,-1.541,-0.831,0.180,1.760
1.317655,-1.440,-0.826,0.236,1.677
1.321905,-1.046,-0.820,0.437,1.399
1.324511,-0.946,-0.819,0.484,1.341
1.326933,-0.833,-0.840,0.527,1.295
1.333823,-0.713,-0.883,0.565,1.268
1.337007,-0.331,-1.010,0.656,1.249
1.339564,-0.201,-1.025,0.677,1.245
1.342202,-0.072,-1.034,0.692,1.246
1.350240,0.064,-1.045,0.700,1.260
1.354708,0.591,-1.178,0.719,1.501
1.357102,0.718,-1.218,0.721,1.587
1.359777,0.837,-1.255,0.718,1.670
1.367746,0.946,-1.281,0.714,1.745
1.372274,1.288,-1.232,0.676,1.906
1.374825,1.344,-1.188,0.666,1.913
1.377438,1.385,-1.133,0.651,1.904
1.383898,1.419,-1.073,0.623,1.885
1.387447,1.465,-0.855,0.528,1.776
1.389894,1.465,-0.777,0.501,1.732
1.392591,1.459,-0.702,0.475,1.687
1.400522,1.446,-0.637,0.447,1.642
1.405276,1.355,-0.461,0.337,1.471
1.407321,1.324,-0.438,0.310,1.429
1.409925,1.293,-0.420,0.274,1.387
1.416358,1.256,-0.413,0.240,1.344
1.419868,1.147,-0.448,0.127,1.237
1.422348,1.106,-0.488,0.086,1.212
1.424965,1.060,-0.538,0.050,1.190
1.427541,1.008,-0.596,0.013,1.171
1.432929,0.949,-0.662,-0.024,1.158
1.433025,0.879,-0.732,-0.061,1.146
1.435251,0.800,-0.805,-0.106,1.140
1.437721,0.712,-0.868,-0.158,1.133
1.440159,0.616,-0.926,-0.213,1.133
1.443008,0.512,-0.978,-0.274,1.137
1.452471,0.398,-1.024,-0.342,1.151
1.455262,-0.121,-1.149,-0.658,1.329
1.457719,-0.261,-1.178,-0.739,1.414
1.460471,-0.402,-1.198,-0.813,1.503
1.468948,-0.532,-1.202,-0.879,1.582
1.472940,-0.863,-0.919,-0.975,1.593
1.475565,-0.882,-0.770,-0.953,1.509
1.485197,-0.875,-0.603,-0.921,1.407
1.487990,-0.673,0.085,-0.740,1.004
1.490438,-0.595,0.225,-0.695,0.942
1.493088,-0.511,0.336,-0.656,0.897
1.501025,-0.431,0.409,-0.626,0.863
1.505659,-0.133,0.380,-0.591,0.715
1.508120,-0.070,0.325,-0.585,0.673
1.510618,-0.016,0.259,-0.574,0.630
1.517048,0.025,0.192,-0.556,0.589
1.520628,0.036,-0.089,-0.478,0.487
1.523086,0.011,-0.189,-0.448,0.486
1.525711,-0.025,-0.288,-0.425,0.514
1.533281,-0.067,-0.382,-0.403,0.559
1.535808,-0.165,-0.512,-0.361,0.648
1.538278,-0.178,-0.487,-0.352,0.627
1.540830,-0.175,-0.434,-0.341,0.579
1.543681,-0.165,-0.355,-0.337,0.517
1.549698,-0.152,-0.251,-0.331,0.442
1.549792,-0.128,-0.129,-0.331,0.377
1.551063,-0.097,0.007,-0.335,0.349
1.553375,-0.058,0.158,-0.338,0.378
1.555889,-0.014,0.318,-0.342,0.468
1.558473,0.039,0.485,-0.346,0.597
1.567477,0.089,0.654,-0.350,0.747
1.571330,0.321,1.249,-0.340,1.334
1.573928,0.381,1.355,-0.335,1.446
1.576605,0.440,1.439,-0.330,1.540
1.583732,0.502,1.498,-0.327,1.614
1.586387,0.675,1.570,-0.316,1.737
1.588811,0.733,1.563,-0.317,1.756
1.591295,0.791,1.541,-0.318,1.761
1.594009,0.846,1.516,-0.323,1.765
1.600272,0.899,1.486,-0.333,1.768
1.600583,0.948,1.464,-0.343,1.778
1.601614,0.997,1.450,-0.356,1.796
1.604203,1.049,1.423,-0.374,1.807
1.606684,1.100,1.395,-0.399,1.821
1.609060,1.144,1.374,-0.427,1.838
1.616861,1.188,1.358,-0.451,1.860
1.619531,1.311,1.310,-0.546,1.932
1.624145,1.387,1.295,-0.600,1.990
1.626831,1.427,1.298,-0.625,2.027
1.633753,1.462,1.302,-0.646,2.062
1.636700,1.578,1.322,-0.700,2.174
1.639242,1.612,1.320,-0.717,2.204
1.641727,1.651,1.315,-0.737,2.236
1.644719,1.692,1.307,-0.751,2.266
1.650961,1.733,1.295,-0.767,2.296
1.651275,1.775,1.277,-0.784,2.323
1.651986,1.819,1.255,-0.801,2.350
1.654385,1.862,1.233,-0.819,2.379
1.656960,1.909,1.214,-0.835,2.412
1.659408,1.954,1.198,-0.842,2.442
1.667637,2.001,1.188,-0.845,2.476
1.672245,2.199,1.163,-0.807,2.615
1.674877,2.246,1.154,-0.786,2.644
1.676812,2.291,1.150,-0.753,2.671
1.690006,2.333,1.145,-0.724,2.698
1.704635,2.474,1.408,-0.448,2.881
1.707182,2.350,2.075,-0.206,3.142
1.709714,2.314,2.123,-0.169,3.145
1.720304,2.276,2.133,-0.131,3.122
1.725085,2.025,1.804,0.045,2.713
1.727427,1.964,1.681,0.077,2.586
1.736291,1.903,1.538,0.104,2.449
1.739943,1.601,0.937,0.171,1.863
1.742414,1.516,0.801,0.180,1.724
1.750336,1.433,0.673,0.182,1.594
1.761099,1.184,0.342,0.156,1.242
1.765054,0.788,-0.060,0.042,0.791
1.767298,0.718,-0.118,0.017,0.728
1.769885,0.650,-0.170,-0.008,0.672
1.772395,0.584,-0.217,-0.032,0.624
1.775143,0.522,-0.252,-0.058,0.583
1.777800,0.457,-0.282,-0.086,0.544
1.783943,0.400,-0.304,-0.113,0.515
1.787534,0.229,-0.316,-0.194,0.436
1.790018,0.176,-0.305,-0.218,0.414
1.792483,0.126,-0.288,-0.242,0.397
1.805426,0.079,-0.266,-0.266,0.384
1.808117,-0.114,-0.124,-0.361,0.399
1.810645,-0.137,-0.102,-0.373,0.410
1.823300,-0.156,-0.081,-0.382,0.421
1.826203,-0.205,0.021,-0.412,0.460
1.839396,-0.210,0.036,-0.415,0.466
1.842847,-0.232,0.029,-0.405,0.468
1.856388,-0.239,0.002,-0.403,0.469
1.861020,-0.321,-0.328,-0.447,0.640
1.872549,-0.346,-0.399,-0.463,0.702
1.875694,-0.556,-0.709,-0.584,1.074
1.888596,-0.612,-0.757,-0.604,1.146
1.893415,-0.983,-0.673,-0.599,1.333
1.904604,-1.032,-0.557,-0.570,1.304
1.908621,-1.127,0.300,-0.325,1.210
1.911206,-1.114,0.491,-0.266,1.246
1.920762,-1.095,0.674,-0.211,1.303
1.923720,-0.940,1.288,-0.007,1.595
1.926125,-0.886,1.396,0.035,1.654
1.936451,-0.830,1.477,0.073,1.695
1.939401,-0.562,1.523,0.190,1.634
1.943929,-0.426,1.410,0.233,1.491
1.953207,-0.359,1.329,0.249,1.399
1.956563,-0.128,0.987,0.279,1.033
1.959244,-0.081,0.922,0.281,0.967
1.969440,-0.042,0.871,0.279,0.915
1.974078,0.081,0.789,0.252,0.832
1.976524,0.093,0.806,0.245,0.847
1.985925,0.100,0.826,0.238,0.865
1.989306,0.096,0.915,0.197,0.941
1.991795,0.090,0.930,0.182,0.952
1.994365,0.083,0.942,0.168,0.961
2.002267,0.074,0.946,0.148,0.961
2.007070,0.027,0.950,0.056,0.953
2.009545,0.014,0.940,0.023,0.940
2.018915,-0.002,0.919,-0.011,0.919
2.022122,-0.051,0.776,-0.190,0.800
2.024648,-0.060,0.719,-0.239,0.760
2.027244,-0.071,0.658,-0.291,0.723
2.035443,-0.076,0.593,-0.342,0.689
2.039642,-0.089,0.285,-0.549,0.625
2.042251,-0.086,0.200,-0.599,0.637
2.052207,-0.082,0.112,-0.648,0.663
2.054899,-0.026,-0.230,-0.823,0.855
2.057229,-0.003,-0.313,-0.857,0.912
2.059850,0.024,-0.392,-0.888,0.971
2.068902,0.053,-0.474,-0.910,1.027
2.072766,0.196,-0.768,-0.937,1.227
2.075255,0.234,-0.820,-0.926,1.259
2.077649,0.272,-0.861,-0.904,1.278
2.085797,0.308,-0.893,-0.876,1.289
2.089786,0.402,-0.872,-0.709,1.194
2.092544,0.408,-0.832,-0.658,1.136
2.102661,0.412,-0.775,-0.602,1.064
2.107361,0.359,-0.362,-0.335,0.610
2.109939,0.336,-0.270,-0.295,0.523
2.119782,0.310,-0.180,-0.256,0.441
2.122848,0.151,0.030,-0.128,0.200
2.125384,0.099,0.038,-0.098,0.145
2.127917,0.043,0.022,-0.069,0.084
2.136330,-0.015,-0.011,-0.043,0.047
2.140329,-0.275,-0.322,0.074,0.430
2.142959,-0.348,-0.432,0.102,0.564
2.153425,-0.420,-0.548,0.132,0.703
2.157928,-0.771,-1.070,0.275,1.347
2.160558,-0.835,-1.147,0.305,1.451
2.170188,-0.893,-1.210,0.336,1.541
2.173233,-1.097,-1.339,0.473,1.794
2.175696,-1.138,-1.347,0.513,1.837
2.186852,-1.180,-1.347,0.554,1.875
2.190746,-1.331,-1.211,0.779,1.961
2.193271,-1.351,-1.161,0.830,1.965
2.203327,-1.370,-1.105,0.884,1.970
2.206096,-1.402,-0.828,1.068,1.947
2.208455,-1.404,-0.755,1.104,1.939
2.220061,-1.404,-0.681,1.136,1.930
2.223630,-1.383,-0.384,1.240,1.897
2.226155,-1.379,-0.344,1.243,1.888
2.236542,-1.376,-0.315,1.240,1.879
2.241135,-1.375,-0.320,1.132,1.810
2.243611,-1.382,-0.359,1.095,1.799
2.253043,-1.392,-0.410,1.053,1.793
2.256192,-1.459,-0.763,0.839,1.848
2.258776,-1.483,-0.886,0.775,1.893
2.269773,-1.507,-1.022,0.714,1.956
2.274802,-1.642,-1.791,0.408,2.464
2.276261,-1.668,-1.945,0.356,2.587
2.280239,-1.689,-2.091,0.304,2.705
2.286625,-1.706,-2.224,0.259,2.815
2.291307,-1.719,-2.640,0.155,3.154
2.303846,-1.714,-2.716,0.144,3.215
2.306380,-1.609,-2.966,0.119,3.377
2.309120,-1.581,-2.995,0.118,3.389
2.324310,-1.551,-3.011,0.116,3.389
2.327188,-1.341,-2.996,0.053,3.283
2.340944,-1.307,-2.977,0.031,3.251
2.344142,-1.097,-2.856,-0.136,3.062
2.357714,-1.061,-2.830,-0.165,3.027
2.374767,-0.791,-2.603,-0.274,2.734
2.377227,-0.457,-2.322,-0.242,2.379
2.391351,-0.407,-2.278,-0.244,2.327
2.408116,-0.164,-2.007,-0.308,2.037
2.424787,0.197,-1.078,-0.292,1.134
2.427793,0.617,0.009,-0.131,0.631
2.441585,0.679,0.148,-0.108,0.703
2.458276,1.006,0.669,-0.018,1.208
2.474957,1.297,1.062,0.002,1.676
2.477777,1.406,1.263,0.007,1.890
2.491962,1.413,1.284,0.003,1.909
2.509167,1.360,1.365,-0.071,1.928
2.525823,1.129,1.142,-0.303,1.634
2.530978,0.620,-0.004,-0.660,0.906
2.535602,0.525,-0.208,-0.740,0.931
2.536241,0.420,-0.412,-0.832,1.019
2.538314,0.306,-0.620,-0.926,1.156
2.540539,0.185,-0.824,-1.020,1.324
2.543237,0.048,-1.029,-1.111,1.515
2.549451,-0.095,-1.232,-1.199,1.722
2.553151,-0.551,-1.778,-1.367,2.309
2.555592,-0.697,-1.899,-1.387,2.453
2.558027,-0.830,-1.972,-1.393,2.552
2.560756,-0.941,-1.985,-1.378,2.593
2.568160,-1.031,-1.931,-1.346,2.570
2.571110,-1.142,-1.429,-1.140,2.155
2.573533,-1.133,-1.189,-1.047,1.948
2.576182,-1.109,-0.940,-0.948,1.736
2.586911,-1.071,-0.702,-0.858,1.541
2.591250,-0.724,0.326,-0.458,0.917
2.593782,-0.654,0.482,-0.374,0.894
2.603827,-0.584,0.605,-0.286,0.889
2.606545,-0.393,0.805,0.093,0.900
2.608880,-0.350,0.804,0.189,0.897
2.620623,-0.308,0.791,0.284,0.895
2.624053,-0.137,0.631,0.605,0.885
2.626632,-0.108,0.609,0.641,0.890
2.637382,-0.082,0.600,0.668,0.901
2.641505,0.079,0.764,0.742,1.068
2.644317,0.117,0.814,0.748,1.111
2.654231,0.147,0.862,0.749,1.151
2.656745,0.267,1.049,0.709,1.294
2.659250,0.297,1.093,0.685,1.324
2.671483,0.324,1.142,0.649,1.353
2.674343,0.494,1.486,0.369,1.609
2.676919,0.537,1.564,0.289,1.679
2.688203,0.580,1.637,0.204,1.748
2.691834,0.792,1.906,-0.220,2.076
2.705579,0.829,1.927,-0.292,2.118
2.709584,1.073,1.899,-0.520,2.242
2.722175,1.122,1.880,-0.523,2.252
2.724832,1.415,1.782,-0.443,2.319
2.727830,1.486,1.766,-0.412,2.344
2.739567,1.552,1.748,-0.378,2.368
2.742077,1.909,1.681,-0.182,2.551
2.756803,1.975,1.675,-0.142,2.594
2.761205,2.290,1.616,0.054,2.803
2.774786,2.382,1.557,0.116,2.848
2.777258,2.503,1.223,0.179,2.791
2.792889,2.502,1.157,0.181,2.762
2.809273,2.395,0.799,0.168,2.531
2.826504,2.074,0.476,0.068,2.130
2.844523,1.615,0.232,-0.058,1.633
2.848028,1.070,0.071,-0.210,1.093
2.850373,0.991,0.071,-0.234,1.021
2.853031,0.913,0.076,-0.256,0.951
2.855567,0.841,0.084,-0.274,0.888
2.858359,0.765,0.097,-0.295,0.826
2.860495,0.693,0.116,-0.317,0.771
2.866016,0.622,0.140,-0.335,0.721
2.866106,0.556,0.169,-0.358,0.683
2.868039,0.486,0.205,-0.380,0.650
2.870698,0.421,0.238,-0.399,0.627
2.873091,0.359,0.274,-0.423,0.619
2.875494,0.295,0.311,-0.446,0.619
2.878709,0.238,0.352,-0.469,0.633
2.885295,0.177,0.391,-0.495,0.655
2.888152,0.005,0.520,-0.578,0.777
2.890793,-0.049,0.569,-0.607,0.834
2.893099,-0.101,0.617,-0.636,0.892
