# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-02-10 20:45:40.259
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001800,0.3147,-0.6923,0.3608,0.84
0.010783,0.1103,-0.7051,0.0305,0.71
0.018455,-0.2287,-0.6012,-0.3322,0.72
0.029451,-0.5426,-0.4814,-0.6985,1.01
0.040966,-0.7381,-0.3632,-0.8856,1.21
0.045226,-0.7262,-0.1911,-0.8186,1.11
0.055012,-0.4609,-0.2429,-0.8492,1.00
0.065773,-0.4630,-0.1440,-0.6317,0.80
0.076559,-0.5045,-0.1881,-0.6434,0.84
0.087585,-0.4734,-0.1740,-0.8644,1.00
0.098724,-0.9261,-0.0654,-0.7271,1.18
0.109551,-1.5220,-0.2676,-1.0426,1.86
0.121150,-1.1309,-0.1897,-1.3996,1.81
0.132460,-0.6050,-0.2549,-1.9440,2.05
0.143300,-0.0093,-0.2212,-2.0878,2.10
0.145363,0.0183,0.1416,-1.4711,1.48
0.155419,-0.4391,-0.0364,-1.2115,1.29
0.165221,-0.8621,-0.3784,-0.8890,1.29
0.175888,-0.5616,-0.4909,-0.5654,0.94
0.187422,-0.0569,-0.6397,-0.4646,0.79
0.200045,0.2311,-0.8565,-0.6411,1.09
0.209946,0.0815,-1.1170,-0.5681,1.26
0.220171,-0.2729,-1.2772,-0.2540,1.33
0.224874,-0.8146,-1.4479,-0.1876,1.67
0.234577,-0.6761,-1.1067,-0.4038,1.36
0.244226,-0.1352,-0.3615,-1.0099,1.08
0.254148,1.0521,1.2681,-2.0676,2.64
0.265807,2.7467,2.9690,-1.8567,4.45
0.275796,3.9823,4.0466,-0.6379,5.71
0.287758,4.0029,3.8812,0.0559,5.58
0.299246,3.0745,2.8073,0.7259,4.23
0.310151,1.6295,1.2682,0.3996,2.10
0.321504,0.6945,1.2998,-1.6176,2.19
0.323862,0.2503,0.1651,-3.1443,3.16
0.334086,0.3748,-0.0655,-2.4844,2.51
0.344278,0.8582,-0.3828,-1.5992,1.85
0.354295,0.2957,-0.6654,-0.3435,0.81
0.365640,-0.0885,-0.5474,1.3938,1.50
0.375884,-0.4097,-1.0966,-0.0831,1.17
0.386300,-0.9859,-1.0821,-2.5978,2.98
0.398701,-1.1468,-0.6202,-4.2604,4.46
0.409158,-0.6508,0.4355,-3.2588,3.35
0.413430,-0.5226,1.6626,-0.8233,1.93
0.423291,-3.0414,1.7577,2.5680,4.35
0.433253,-1.8480,0.2631,1.9029,2.67
0.443515,0.0465,-2.4513,0.3410,2.48
0.454137,-1.1384,-1.6247,-0.0409,1.98
0.465590,-1.3996,-1.4927,-0.6087,2.13
0.478101,-0.2327,-1.2159,-1.9330,2.30
0.488524,0.2612,-0.4270,-3.5687,3.60
0.499438,0.2171,-0.0171,-4.3589,4.36
0.509537,-0.4351,-0.5492,-4.4940,4.55
0.513532,-2.0294,-1.5464,-4.7794,5.42
0.522932,-4.2362,-2.8706,-4.8405,7.04
0.532987,-5.2989,-4.0741,-4.2457,7.92
0.543948,-4.1694,-4.8137,-4.1744,7.61
0.554651,-3.0386,-3.7487,-3.8034,6.14
0.565429,-1.8336,-2.5117,-3.1990,4.46
0.576716,-0.8602,-2.4015,-1.7815,3.11
0.587622,-1.4749,-2.9870,0.2879,3.34
0.599815,-3.0964,-4.1708,1.4437,5.39
0.610320,-4.4037,-5.3955,1.4607,7.12
0.612733,-4.8089,-6.0851,1.4660,7.89
0.622861,-4.3104,-5.9741,1.2841,7.48
0.633713,-2.9452,-5.3014,1.0143,6.15
0.644401,-2.3522,-4.3488,1.2930,5.11
0.654741,-0.4096,-4.8352,1.1872,5.00
0.664936,0.0930,-5.2164,1.2682,5.37
0.676877,-0.1855,-5.4341,2.6151,6.03
0.688311,0.7655,-5.4731,5.2946,7.65
0.700073,3.9700,-4.5921,7.5082,9.66
0.702074,7.3178,-2.8381,8.4168,11.51
0.716965,9.3470,-1.2932,8.6316,12.79
0.726059,8.9990,-0.8562,8.4727,12.39
0.732184,6.6633,-1.3186,8.4879,10.87
0.744127,6.4476,-2.4767,5.8668,9.06
0.753370,6.0388,-1.6534,4.0221,7.44
0.765157,7.4670,-0.5969,2.8541,8.02
0.775177,9.0990,0.3264,1.5274,9.23
0.786877,10.1704,1.5679,0.4352,10.30
