# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-02-07 17:54:04.093
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.160435,0.9450,-0.8575,-0.7138,1.46
1.177008,1.9715,-1.5700,0.1860,2.53
1.193085,2.3290,-2.0391,1.1301,3.30
1.208721,2.0020,-1.9323,0.7698,2.89
1.208858,2.0257,-1.3433,0.6753,2.52
1.224875,1.2574,-1.0944,0.2085,1.68
1.241464,-0.4792,-0.7198,-0.5764,1.04
1.257768,-1.9833,-1.2999,-0.5808,2.44
1.273671,-2.8378,-1.6718,-0.4408,3.32
1.289627,-0.8349,-0.5021,0.8042,1.26
1.305609,-0.2057,-0.3153,0.3881,0.54
1.305768,-0.2765,-0.9270,0.6434,1.16
1.321576,-0.7316,0.9030,-1.7542,2.10
1.336865,1.1009,0.9939,-0.7307,1.65
1.336978,1.5074,1.4463,0.4978,2.15
1.352667,2.4597,0.8396,4.5558,5.25
1.368423,1.1619,0.4341,3.2376,3.47
1.384262,-0.9045,0.5153,13.1099,13.15
1.400222,-5.3078,4.3880,-11.5720,13.47
1.416631,-3.1205,1.9377,-1.1288,3.84
1.416781,-3.0442,1.6676,1.5707,3.81
1.432867,-2.0285,2.4327,-0.5449,3.21
1.432970,-0.8108,2.4289,-1.6355,3.04
1.448989,0.7614,1.4994,-2.0904,2.68
1.464857,-1.6264,2.3586,-0.7936,2.97
1.464976,-0.6868,2.0246,-2.0852,2.99
1.480694,0.7914,1.2052,-1.7002,2.23
1.496221,1.2922,0.8679,-1.0195,1.86
1.496363,-0.5800,1.0624,-0.0964,1.21
1.513073,-1.6629,0.8507,-0.2420,1.88
1.513594,-1.4441,0.6714,-2.1472,2.67
1.529106,-2.1350,1.1677,-2.1080,3.22
1.544820,-2.9917,0.6935,-2.0883,3.71
1.544937,-2.7974,0.3567,-0.5505,2.87
1.560885,-0.1112,0.2415,0.2587,0.37
1.605756,-0.2757,-0.7378,-0.1021,0.79
1.626304,-1.8889,-0.2307,-0.8628,2.09
1.632009,1.3512,-0.3287,-0.8015,1.61
1.645619,0.6324,-0.8159,-0.9478,1.40
1.663749,-0.8601,-2.2799,-1.0106,2.64
1.664013,0.1275,-1.6029,0.1711,1.62
1.680354,2.4410,-0.8432,0.9026,2.74
1.682115,4.4568,-0.7479,0.0775,4.52
1.705492,0.2804,-1.2362,1.8871,2.27
1.705674,-0.9947,-0.7627,0.7037,1.44
1.711756,1.3615,-1.6544,0.5201,2.20
1.731611,1.2166,-2.1359,-1.0119,2.66
1.731713,2.8640,-1.2660,0.2124,3.14
1.747194,2.7721,-0.9709,-0.0264,2.94
1.763155,1.1382,-1.2432,1.2935,2.12
1.763250,1.9142,-1.5901,2.4848,3.52
1.790139,0.6523,-1.6344,2.7682,3.28
1.802683,-1.9332,-2.1798,0.8658,3.04
1.811236,-1.0376,-2.0963,-0.7841,2.47
1.824832,-4.2739,-3.0320,1.2283,5.38
1.831777,-0.3735,-1.2829,0.8124,1.56
1.841758,-0.3547,-0.3506,-0.5583,0.75
1.851632,0.2166,-0.2257,-0.9471,1.00
1.860981,0.0363,0.0805,0.1754,0.20
1.875164,-0.5197,0.2581,2.9248,2.98
1.880989,0.9767,0.1108,-1.9185,2.16
1.891634,-1.0118,-0.3849,0.4821,1.19
1.908565,-3.8044,-2.8258,-0.2919,4.75
1.910677,-12.9413,-2.9954,7.3726,15.19
1.924856,6.0188,2.7196,-8.8373,11.03
1.930695,12.9834,6.6442,-1.6614,14.68
1.944246,10.0741,7.1970,0.8199,12.41
1.950473,6.2996,4.2344,2.1415,7.89
1.960369,3.6798,2.6199,-0.6884,4.57
1.976038,1.9974,1.7879,-1.5531,3.10
1.980581,1.4553,1.2345,-1.7384,2.58
1.992192,1.9471,0.8715,-1.5034,2.61
2.000817,2.0383,0.6755,-0.0406,2.15
2.010390,1.6771,0.9388,0.2652,1.94
2.025947,0.9134,1.1545,1.3062,1.97
2.041999,-0.7746,2.4433,2.4856,3.57
2.050715,-1.9924,2.3291,1.1281,3.27
2.060002,-1.1664,2.0853,0.1657,2.40
2.075477,-1.1111,1.6670,-0.9014,2.20
2.080751,-0.7765,0.7773,-1.4116,1.79
2.101870,-0.7264,0.0563,-1.4695,1.64
2.126996,-2.9236,-1.0300,1.6494,3.51
2.130135,-3.1851,-2.0358,1.4362,4.04
2.148639,-2.6504,-1.7551,0.0275,3.18
2.149957,-1.9890,-0.8591,-0.8788,2.34
2.166118,-1.8506,0.1422,-1.8548,2.62
2.190826,-1.0551,2.0077,-1.6416,2.80
2.209533,-0.4847,4.2210,-0.0460,4.25
2.239518,-0.3559,5.0548,0.8376,5.14
2.255235,-1.1906,4.1606,1.9764,4.76
2.271002,-2.0623,2.8367,2.4606,4.28
2.271179,-1.3550,4.1853,1.2768,4.58
2.286918,-1.3024,4.3766,0.3023,4.58
2.302912,-2.3334,4.8626,-1.8942,5.72
2.308754,-0.8163,5.1096,-2.0422,5.56
2.319013,-0.5459,6.0286,-3.4537,6.97
2.334679,-0.4936,5.8076,-2.7954,6.46
2.339639,0.4572,3.2716,-3.2093,4.61
2.351559,3.0009,-3.3396,-4.0520,6.05
2.367752,1.6084,-13.5753,-5.4903,14.73
2.369312,1.0304,-22.3297,-2.1845,22.46
2.378413,1.4340,-26.5682,-0.2787,26.61
2.388146,2.4828,-27.1447,1.0161,27.28
2.401260,4.8802,-22.3816,0.2541,22.91
2.408164,4.5254,-13.2143,-0.3556,13.97
2.418556,3.0218,-4.9973,-1.7488,6.10
2.434701,1.6228,0.0678,-1.5113,2.22
2.438208,-0.0024,2.4840,-0.6199,2.56
2.451473,-1.5997,4.2290,-0.2948,4.53
2.467538,-2.5256,5.8373,-1.2410,6.48
2.468016,-3.6521,4.5041,-1.9293,6.11
2.478113,-3.9710,2.1082,-1.2251,4.66
2.487782,-1.5381,2.6349,0.3179,3.07
2.501362,0.6935,2.5101,2.0740,3.33
2.508414,1.8229,1.8463,3.0002,3.97
2.518821,2.0131,1.0718,2.6620,3.51
2.535868,2.0289,0.5594,2.1539,3.01
2.541286,1.9922,0.2723,0.8730,2.19
2.552405,1.7680,0.0109,-0.1491,1.77
2.568845,1.5067,-0.1180,-0.9415,1.78
2.568967,1.3094,-0.1527,-1.4444,1.96
2.577476,0.9477,-0.3849,-2.0851,2.32
2.587376,0.4982,-0.6647,-2.0914,2.25
2.604718,0.1380,-0.6779,-1.3919,1.55
2.607106,-0.0345,-0.5928,-0.4755,0.76
2.620982,-0.0396,-0.2815,0.2366,0.37
2.627982,0.1378,0.2533,0.4563,0.54
2.643662,-0.0828,0.5159,0.4465,0.69
2.659107,-0.5275,0.6360,0.3834,0.91
2.659320,-0.6509,0.9488,0.3729,1.21
2.666753,-0.6186,1.0876,0.4338,1.32
2.681773,-0.8021,1.0669,0.4044,1.39
2.686630,-0.7647,1.1497,0.4006,1.44
2.697855,-0.6544,1.2394,0.2781,1.43
2.713867,-0.7604,1.1713,0.1758,1.41
2.716688,-0.7572,1.0374,0.1876,1.30
2.730192,-0.7314,0.8790,0.1184,1.15
2.746595,-0.6380,0.7275,-0.2009,0.99
2.746713,-0.6304,0.6140,-0.6296,1.08
2.756601,-0.4801,0.6984,-0.8755,1.22
2.766509,-0.1614,0.8862,-0.9354,1.30
2.778899,-0.0545,0.9527,-1.0177,1.40
2.787080,0.1199,0.9983,-0.7684,1.27
2.796812,0.2004,1.0136,-0.6575,1.22
2.812391,0.5879,1.0225,-0.1268,1.19
2.816296,0.8341,0.9462,0.0160,1.26
2.830731,0.9029,0.8376,-0.0722,1.23
2.846929,0.9130,0.6823,-0.4013,1.21
2.847023,0.7772,0.5733,-0.8274,1.27
2.856842,0.5556,0.4627,-1.3977,1.57
2.866200,0.5073,0.3481,-1.6712,1.78
2.879979,0.5935,0.1719,-1.6928,1.80
2.886264,0.6645,-0.0611,-1.7028,1.83
2.896630,0.7168,-0.2985,-1.7511,1.92
2.912873,0.9012,-0.3636,-1.3258,1.64
2.915858,0.9537,-0.3974,-1.3409,1.69
2.931947,1.0560,-0.2594,-1.3743,1.75
2.948446,1.1886,-0.0479,-1.4441,1.87
2.948515,1.2926,0.2676,-1.7125,2.16
2.955314,1.5145,0.7846,-1.1994,2.09
2.965654,1.6632,1.1824,-1.2645,2.40
2.980130,1.6191,1.4542,-1.2515,2.51
2.985307,1.5924,1.4046,-0.5755,2.20
2.997175,0.9069,-0.0349,-0.4564,1.02
3.013637,0.0830,-2.7266,-0.2391,2.74
3.015450,-0.2819,-5.4098,-1.1461,5.54
3.031221,-0.8263,-8.0696,-3.2096,8.72
3.035084,-0.7495,-9.4300,-4.0119,10.28
3.047788,-0.1520,-7.8302,-2.8722,8.34
3.064422,-0.1817,-3.3057,-0.4006,3.33
3.064781,-1.4607,0.5690,2.3885,2.86
3.092859,-2.6316,2.5145,4.3953,5.71
3.109017,-3.7973,4.8699,2.3023,6.59
3.125093,-3.1663,4.7482,0.5385,5.73
3.125195,-2.7625,3.8691,-0.1969,4.76
3.142958,-2.6929,1.1959,0.5789,3.00
3.159349,-2.4974,-0.1183,1.4964,2.91
3.159437,-1.6690,-1.2336,2.6429,3.36
3.169972,-0.5637,-1.8019,3.6612,4.12
3.179207,0.4042,-2.0010,4.4931,4.94
3.192725,1.1062,-1.4875,4.5649,4.93
3.198811,1.6374,-0.5072,4.0588,4.41
3.210289,1.6019,0.1403,3.3294,3.70
3.225396,1.6330,0.5419,2.7465,3.24
3.228905,1.9800,1.0611,2.6575,3.48
3.242990,1.9076,1.4680,2.5550,3.51
3.258450,1.3801,1.4474,2.0650,2.87
3.258924,0.8085,1.0191,1.0470,1.67
3.269180,0.2449,0.5280,0.1569,0.60
3.278568,-0.1339,0.1038,-0.7951,0.81
3.291912,-0.3363,-0.1433,-1.5986,1.64
3.298652,-0.4779,-0.4186,-2.2317,2.32
3.309127,-0.5075,-0.4256,-2.0769,2.18
3.325627,-0.4787,-0.2222,-1.3167,1.42
3.328318,-0.4006,0.1098,-0.4012,0.58
3.342816,-0.2590,0.4550,0.1462,0.54
3.360111,-0.1681,0.7463,0.1084,0.77
3.360197,-0.1125,0.9793,-0.3397,1.04
3.368701,-0.0863,0.9584,-0.7683,1.23
3.378207,-0.1689,0.8567,-0.9406,1.28
3.392253,-0.0817,0.4071,-1.2795,1.35
3.398294,0.3370,0.0456,-1.4132,1.45
3.408834,1.0095,-0.0039,-1.2564,1.61
3.425219,1.4011,0.1330,-0.2801,1.43
3.428040,1.8037,0.1017,-0.1174,1.81
3.443387,2.2543,0.2988,0.1886,2.28
3.459717,2.4553,0.4657,0.3364,2.52
3.459800,2.5506,0.6218,0.3757,2.65
3.467968,2.6212,0.8818,0.3329,2.79
3.477812,2.5067,1.1736,0.4711,2.81
3.492112,1.8461,1.1003,0.7955,2.29
3.497506,0.9943,0.7054,0.8946,1.51
3.509120,0.4948,0.3571,0.9052,1.09
3.525481,0.1757,0.0933,0.9752,1.00
3.527300,0.0788,-0.2921,0.8944,0.94
3.537581,-0.0976,-0.4692,0.6697,0.82
3.547162,-0.3051,-0.5769,0.4376,0.79
3.559986,-0.6463,-0.7919,-0.0336,1.02
3.575921,-0.8503,-1.1371,-0.8362,1.65
3.591906,-0.8435,-1.6064,-2.0371,2.73
3.591980,-0.3887,-1.8862,-3.2671,3.79
3.607751,0.5918,-2.1497,-4.9180,5.40
3.607886,1.9347,-2.1392,-5.6827,6.37
3.623749,3.0338,-1.9695,-5.3399,6.45
3.639741,3.5112,-1.7158,-4.2321,5.76
3.639821,3.7283,-1.2683,-2.7938,4.83
3.655587,3.8191,-0.8563,-1.4485,4.17
3.671415,3.7874,-0.6873,-0.5982,3.90
3.671626,3.7762,-0.7318,-0.4089,3.87
3.676575,4.0842,-0.9587,-0.3088,4.21
3.693436,4.5080,-1.5291,-0.0681,4.76
3.696245,4.5544,-1.9647,0.1738,4.96
3.715384,4.4589,-1.9128,0.1815,4.86
3.716208,4.1199,-1.5656,-0.1433,4.41
3.726375,3.4732,-1.3149,-0.6198,3.77
3.736274,2.9795,-1.1266,-1.3029,3.44
3.756911,2.0080,-1.3148,-2.7305,3.64
3.757189,0.5708,-1.5707,-4.6232,4.92
3.774091,-0.9359,-1.4431,-7.4824,7.68
3.776168,-2.8636,-1.1971,-11.6733,12.08
3.790283,-2.4357,-0.2627,-10.7952,11.07
3.819572,-1.3899,0.5065,-5.6002,5.79
3.835958,-3.3327,-2.6517,5.8000,7.20
3.852845,-3.8054,-3.8564,6.0289,8.11
3.855573,-4.3007,-5.2518,5.4273,8.69
3.869712,-4.2192,-6.1949,4.4227,8.70
3.875483,-4.5253,-6.5709,3.5863,8.75
3.886378,-4.5313,-5.8119,2.6300,7.82
3.895995,-4.0264,-3.8818,1.9847,5.93
3.905485,-3.2592,-2.4299,1.8948,4.49
3.919588,-1.5182,-1.1066,1.5796,2.45
3.926059,-0.3496,-0.2086,1.8893,1.93
3.944774,1.3457,0.6939,1.5901,2.20
3.945187,3.1134,1.7874,1.6582,3.95
3.955612,4.1125,2.2468,1.9549,5.08
3.970553,4.5702,2.3770,2.0153,5.53
3.975094,4.6429,2.4176,2.5701,5.83
3.986861,3.8283,2.1602,2.1675,4.90
3.995254,2.5173,1.8146,2.5439,4.01
4.004844,0.6923,1.2817,3.1276,3.45
4.037587,-0.5301,1.0443,3.8752,4.05
4.054550,-3.2378,0.9621,3.7989,5.08
4.085271,-3.8641,0.6575,3.6282,5.34
4.104198,-5.3340,1.0198,2.3610,5.92
4.119699,-5.4077,1.5112,2.3336,6.08
4.124316,-5.3544,2.1044,2.3971,6.23
4.135770,-5.3441,2.5635,2.8873,6.59
4.144853,-5.3672,2.5992,2.7491,6.57
4.154186,-5.2089,2.4176,1.9013,6.05
4.169753,-4.7073,2.2937,0.9481,5.32
4.174123,-4.2833,2.0514,0.0109,4.75
4.186239,-3.8607,1.5536,-0.8993,4.26
4.194493,-2.7658,0.9833,-1.9029,3.50
4.203824,-0.6712,0.1259,-3.1731,3.25
4.219723,2.0115,-0.9790,-4.1745,4.74
4.223815,4.1561,-2.0826,-5.0155,6.84
4.236334,6.1220,-2.9455,-5.7551,8.90
4.244101,7.9392,-3.4545,-6.3879,10.76
4.254059,9.3304,-3.3191,-5.8644,11.51
4.270079,10.1867,-2.4380,-4.7021,11.48
4.273718,8.9557,-1.2473,-3.7154,9.78
4.286175,6.2096,0.2841,-2.8480,6.84
4.294114,4.4870,1.5741,-1.8229,5.09
4.303349,2.9290,1.5490,-0.8312,3.42
4.320009,1.5137,1.0843,-0.2579,1.88
4.323371,0.2383,0.6145,-0.3253,0.74
4.336706,-0.3062,0.4214,-0.3546,0.63
4.342970,-0.2415,0.8261,0.1638,0.88
4.353421,0.2798,1.7054,0.7210,1.87
4.363816,0.7903,2.2341,1.8958,3.03
4.373183,0.8625,0.2431,4.0133,4.11
4.387163,0.1789,-3.7337,4.3180,5.71
4.392855,0.1186,-6.5779,0.2099,6.58
4.403325,0.8679,-8.7556,-5.2909,10.27
4.413678,1.8761,-9.6423,-9.3008,13.53
4.422897,1.4528,-9.1190,-3.7149,9.95
4.437739,-0.1632,-5.7810,4.3343,7.23
4.442977,-3.3964,-1.4459,7.5407,8.40
4.454115,-5.7611,1.4755,7.3281,9.44
4.463092,-7.4758,3.2691,4.7238,9.43
4.472519,-8.4487,4.3240,1.9500,9.69
4.503007,-8.3074,4.6268,1.0314,9.56
4.513573,-6.2346,3.0709,1.5185,7.11
4.537416,-5.3192,0.0362,1.0586,5.42
4.542605,-4.4089,-0.7053,1.2254,4.63
4.553625,-3.3862,-1.1224,1.9638,4.07
4.563187,-2.2799,-1.4072,2.8693,3.93
4.572155,-1.3371,-1.4498,3.2271,3.78
4.587492,-0.2308,-1.3321,3.2064,3.48
4.591916,0.8469,-0.9120,2.7792,3.05
4.603469,1.4692,-0.4483,2.4871,2.92
4.612211,1.7418,0.0068,2.2038,2.81
4.622080,2.0187,0.4396,2.2076,3.02
4.637818,2.5277,0.7789,2.1378,3.40
4.642236,3.1621,0.9386,1.7368,3.73
4.657447,3.5067,0.9996,1.3541,3.89
4.661552,3.7421,1.1196,0.4001,3.93
4.677259,3.3532,1.1652,-0.1092,3.55
4.693817,2.6294,1.0993,-0.1276,2.85
4.718365,1.7959,0.9892,-0.4467,2.10
4.718477,1.1153,0.7052,-0.8095,1.55
4.738619,-0.0969,0.2675,-1.4636,1.49
4.741231,-0.4802,0.1115,-1.7527,1.82
4.754746,-0.4826,0.0817,-1.4634,1.54
4.760893,-0.2523,0.1101,-1.1032,1.14
4.771067,0.0530,0.2482,-0.7986,0.84
4.781235,0.2407,0.3380,-0.4588,0.62
4.790813,0.4789,0.4034,0.1201,0.64
4.804639,0.6829,0.4632,0.7856,1.14
4.811257,0.8014,0.4453,1.2168,1.52
4.821299,0.9574,0.4923,1.3250,1.71
4.834332,0.7769,0.3648,1.1023,1.40
4.849627,0.3342,0.2786,0.8523,0.96
4.851425,-0.1472,0.1192,0.6141,0.64
4.861394,-0.4224,-0.0750,0.2347,0.49
4.870911,-0.5787,-0.2422,-0.0512,0.63
4.880988,-0.8139,-0.5877,-0.1675,1.02
4.891111,-0.7833,-0.8152,-0.4970,1.23
4.906286,-0.5472,-0.9870,-0.9976,1.51
4.910294,-0.6451,-1.4410,-2.1260,2.65
4.922348,-0.4094,-1.5532,-2.9179,3.33
4.931007,0.0105,-1.8894,-4.8023,5.16
4.940188,0.8478,-1.7221,-6.2715,6.56
4.968975,1.8300,-1.3795,-5.7106,6.15
4.980886,3.5598,-0.4099,-0.4007,3.61
4.990098,4.2138,-0.1136,1.2004,4.38
5.004943,4.6131,0.0986,2.5129,5.25
5.009924,4.5767,0.0973,3.4136,5.71
5.021457,4.5729,0.1125,3.3011,5.64
5.030010,4.0506,-0.2274,2.0981,4.57
5.039770,3.2292,-1.1141,-0.1136,3.42
5.055637,2.5739,-2.3900,-2.2542,4.17
5.059563,2.0664,-2.9524,-3.8406,5.27
5.071533,1.3475,-3.3564,-6.5603,7.49
5.080410,0.8059,-3.2156,-7.5698,8.26
5.102609,0.6563,-2.6923,-6.5650,7.13
5.102718,0.7476,-2.1270,-5.5347,5.98
5.109236,1.5177,-1.5496,-5.6468,6.05
5.121130,1.9936,-1.3040,-5.6197,6.10
5.129727,2.2057,-0.9951,-5.1522,5.69
5.139223,1.8615,-0.4453,-4.9006,5.26
5.155473,1.2644,0.2806,-5.0014,5.17
5.159038,0.7184,0.6790,-4.0046,4.12
5.172433,0.1500,0.4550,-1.1741,1.27
5.179325,-0.1116,-0.0698,1.7932,1.80
5.188951,-0.5441,-0.8405,4.2790,4.39
5.205939,-1.5429,-1.8645,5.2615,5.79
5.222350,-4.0232,-4.8460,4.1586,7.55
5.229283,-4.7133,-6.3095,2.8603,8.38
5.239189,-4.8180,-7.0133,2.3978,8.84
5.256020,-4.6109,-6.9425,1.5413,8.48
5.258620,-3.6408,-5.4970,0.8188,6.64
5.272410,-2.8527,-3.4298,1.2847,4.64
5.278672,-2.3527,-2.1727,1.7996,3.67
5.288961,-0.1894,-0.7275,1.4584,1.64
5.298959,0.7715,0.1981,1.5474,1.74
5.308419,1.5916,1.0716,1.4974,2.43
5.322817,2.3218,1.8380,1.8451,3.49
5.328268,2.6082,2.3150,2.8865,4.53
5.339089,2.5040,1.9702,2.8847,4.30
5.348728,2.4073,1.9522,2.8987,4.24
5.358228,1.9868,1.7637,2.7697,3.84
5.372712,1.1150,1.4819,3.1094,3.62
5.378138,-0.3368,1.1444,3.3901,3.59
5.388721,-1.6113,0.9465,3.8598,4.29
5.398713,-2.4422,0.9421,4.1885,4.94
5.407921,-2.8795,1.1021,4.4802,5.44
5.422514,-3.3240,1.1384,4.5044,5.71
5.427733,-4.0070,1.1180,4.2134,5.92
5.438858,-4.7583,0.8069,3.8163,6.15
5.448605,-5.3865,0.8134,3.1545,6.30
5.457842,-5.8713,1.2478,3.0409,6.73
5.473763,-6.0789,1.6605,2.7902,6.89
5.477693,-5.8346,2.2482,2.4429,6.71
5.489804,-5.6106,2.4621,2.4091,6.58
5.497424,-5.3933,2.4662,2.7024,6.52
5.508364,-5.2726,2.5526,2.9602,6.56
5.524371,-5.2762,2.6588,2.3689,6.37
5.527270,-5.2227,2.6544,1.4718,6.04
5.540462,-4.9848,2.3844,0.3794,5.54
5.547827,-4.6515,1.7033,-0.6281,4.99
5.557158,-3.5276,0.4936,-2.0940,4.13
5.573145,-1.0977,-1.0721,-3.8313,4.13
5.577078,1.9234,-2.3201,-4.7234,5.60
5.589393,4.2336,-3.5928,-6.2430,8.35
5.597307,6.6134,-4.3857,-8.0450,11.30
5.606950,8.8074,-4.4966,-7.4126,12.36
5.623258,10.5240,-3.9470,-6.2536,12.86
5.626707,11.5443,-2.2709,-4.9890,12.78
5.639929,9.9798,-0.1243,-3.3336,10.52
5.648086,7.3083,1.5910,-1.2491,7.58
5.661346,4.7700,2.1245,-0.0027,5.22
5.676595,2.7348,1.3033,0.1575,3.03
5.676801,0.6241,0.3741,-0.4249,0.84
5.694556,-1.0220,-0.1156,-1.1816,1.57
5.696295,-2.0512,-0.2145,-0.7202,2.18
5.713543,-2.2702,-0.0298,1.2641,2.60
5.730221,-1.8458,-0.2429,3.6268,4.08
5.758778,-0.5706,-4.7198,3.8595,6.12
5.759264,-0.2291,-5.7680,0.2488,5.78
5.766139,0.4262,-5.8663,-10.1355,11.72
5.775985,0.3737,-4.0884,-7.0466,8.16
5.790257,-1.3119,-2.4024,-0.1791,2.74
5.795878,-4.1937,-1.0405,5.1558,6.73
5.806325,-5.1055,0.7630,6.9208,8.63
5.816406,-5.1593,2.3539,7.0928,9.08
5.826139,-5.3458,3.4090,6.0011,8.73
5.840755,-5.7505,3.3650,4.3985,7.98
5.845917,-5.6268,2.8160,2.9322,6.94
5.856841,-5.3285,2.1061,2.4531,6.23
5.866826,-5.2083,1.1314,2.8205,6.03
5.875683,-5.1401,-0.2111,3.2806,6.10
