# Target Sample Rate: 500 Hz
# Max Device Sample Rate: 500 Hz
# Recording started at: 2026-02-07 17:55:39.019
time,ωₓ (rad/s),ωᵧ (rad/s),ωᶻ (rad/s),ω_total (rad/s)
2.240142,1.430,-0.382,0.365,1.524
2.242046,1.467,-0.331,0.413,1.560
2.244065,1.503,-0.281,0.463,1.598
2.253803,1.536,-0.242,0.511,1.637
2.255888,1.635,-0.118,0.779,1.815
2.257833,1.646,-0.116,0.836,1.850
2.259943,1.649,-0.121,0.893,1.879
2.261832,1.654,-0.123,0.951,1.912
2.271477,1.658,-0.128,1.008,1.944
2.273930,1.627,-0.235,1.255,2.068
2.275987,1.608,-0.261,1.295,2.081
2.277809,1.584,-0.290,1.330,2.089
2.303776,1.554,-0.321,1.361,2.091
2.307620,0.556,-0.868,0.993,1.431
2.309584,0.470,-0.963,0.879,1.386
2.311535,0.386,-1.058,0.764,1.360
2.321467,0.305,-1.141,0.650,1.348
2.323682,0.032,-1.384,0.094,1.387
2.325549,-0.011,-1.360,-0.010,1.360
2.327479,-0.055,-1.309,-0.112,1.315
2.352302,-0.106,-1.215,-0.211,1.238
2.355410,-0.637,0.663,-0.660,1.131
2.357342,-0.617,0.699,-0.559,1.087
2.359393,-0.580,0.705,-0.439,1.013
2.361726,-0.540,0.702,-0.315,0.940
2.370424,-0.487,0.698,-0.194,0.873
2.373267,-0.056,0.603,0.189,0.635
2.375286,0.051,0.583,0.207,0.620
2.377314,0.151,0.562,0.212,0.620
2.388259,0.253,0.538,0.204,0.628
2.391165,0.715,0.270,0.039,0.765
2.393225,0.760,0.203,0.003,0.786
2.395104,0.798,0.140,-0.030,0.811
2.418719,0.830,0.078,-0.066,0.836
2.421073,0.639,-0.011,-0.041,0.641
2.423056,0.603,0.048,-0.013,0.605
2.425030,0.569,0.120,0.015,0.582
2.426991,0.538,0.203,0.039,0.577
2.437175,0.511,0.295,0.068,0.594
2.440858,0.465,0.918,0.242,1.057
2.442940,0.465,1.025,0.259,1.155
2.445148,0.461,1.119,0.268,1.239
2.457243,0.455,1.202,0.273,1.313
2.459312,0.437,1.276,0.216,1.366
2.461754,0.441,1.229,0.204,1.322
2.487178,0.437,1.196,0.196,1.289
2.490215,0.785,-0.566,0.024,0.968
2.492728,0.714,-0.642,0.099,0.965
2.494681,0.667,-0.632,0.142,0.929
2.504671,0.618,-0.592,0.191,0.877
2.506665,0.422,-0.226,0.447,0.655
2.510380,0.383,-0.061,0.539,0.664
2.512945,0.372,0.006,0.583,0.691
2.539523,0.370,0.061,0.619,0.723
2.542453,0.448,0.424,1.156,1.310
2.544385,0.449,0.436,1.203,1.355
2.556418,0.448,0.438,1.246,1.395
2.560405,0.476,0.464,1.301,1.461
2.562280,0.485,0.426,1.282,1.436
2.585966,0.493,0.365,1.271,1.411
2.590509,0.796,-0.348,1.148,1.440
2.590605,0.837,-0.403,1.144,1.474
2.592528,0.884,-0.448,1.138,1.509
2.594363,0.934,-0.492,1.132,1.548
2.596584,0.988,-0.532,1.130,1.592
2.618522,1.045,-0.570,1.131,1.642
2.623927,1.901,-0.552,1.014,2.224
2.624323,1.963,-0.504,0.991,2.256
2.626104,2.017,-0.443,0.965,2.279
2.628293,2.061,-0.380,0.938,2.297
2.643915,2.098,-0.310,0.912,2.308
2.645952,2.000,0.408,0.667,2.147
2.662279,1.946,0.512,0.644,2.113
2.686277,1.288,1.161,0.610,1.838
2.704585,0.764,0.941,0.654,1.377
2.738578,0.872,0.031,0.404,0.961
2.741381,0.677,-0.259,0.040,0.726
2.744076,0.671,-0.182,0.038,0.697
2.745651,0.669,-0.098,0.040,0.677
2.756185,0.665,-0.007,0.041,0.666
2.759295,0.648,0.463,0.068,0.799
2.761418,0.642,0.513,0.081,0.826
2.764227,0.639,0.555,0.093,0.852
2.786061,0.634,0.586,0.109,0.870
2.789547,0.645,0.161,0.325,0.740
2.791468,0.652,0.082,0.341,0.740
2.793383,0.660,0.003,0.354,0.748
2.795194,0.665,-0.080,0.365,0.763
2.803987,0.670,-0.159,0.376,0.785
2.807030,0.704,-0.495,0.437,0.965
2.809089,0.713,-0.551,0.447,1.006
2.811037,0.721,-0.603,0.460,1.047
2.813026,0.730,-0.646,0.473,1.083
2.821907,0.739,-0.682,0.485,1.116
2.824878,0.813,-0.744,0.529,1.222
2.827078,0.831,-0.723,0.535,1.225
2.830504,0.850,-0.697,0.538,1.224
2.854044,0.872,-0.663,0.539,1.220
2.856875,1.203,0.065,0.466,1.292
2.858850,1.222,0.101,0.463,1.311
2.860853,1.239,0.131,0.463,1.329
2.862879,1.254,0.158,0.463,1.346
2.872005,1.269,0.177,0.465,1.363
2.874726,1.311,0.256,0.487,1.422
2.876805,1.313,0.270,0.491,1.427
2.878788,1.311,0.281,0.493,1.429
2.903642,1.309,0.295,0.493,1.430
2.906601,1.270,0.437,0.312,1.379
2.908993,1.266,0.475,0.301,1.385
2.910499,1.259,0.507,0.291,1.388
2.912888,1.249,0.537,0.280,1.388
2.924930,1.235,0.566,0.269,1.385
2.929369,1.045,0.882,0.211,1.384
2.929840,0.976,0.998,0.208,1.411
2.931619,0.874,1.112,0.213,1.430
2.944474,0.746,1.218,0.219,1.445
2.969592,-0.201,1.252,0.250,1.292
2.972259,-0.470,-0.277,0.349,0.648
2.974303,-0.443,-0.372,0.354,0.678
2.976277,-0.415,-0.447,0.359,0.708
2.978276,-0.384,-0.505,0.361,0.730
2.980296,-0.352,-0.545,0.359,0.742
2.987731,-0.319,-0.565,0.351,0.738
2.990506,-0.193,-0.489,0.272,0.592
2.992541,-0.170,-0.439,0.243,0.530
2.994538,-0.154,-0.383,0.213,0.465
2.996245,-0.145,-0.327,0.182,0.401
3.005669,-0.142,-0.265,0.148,0.335
3.008115,-0.200,0.030,-0.027,0.204
3.010151,-0.226,0.052,-0.059,0.239
3.012264,-0.257,0.061,-0.090,0.278
3.014113,-0.293,0.056,-0.122,0.322
3.037846,-0.325,0.039,-0.152,0.361
3.040572,-0.578,-0.195,-0.645,0.888
3.041988,-0.586,-0.184,-0.703,0.934
3.044121,-0.591,-0.167,-0.760,0.977
3.045956,-0.595,-0.138,-0.818,1.021
3.055859,-0.600,-0.103,-0.876,1.066
3.059999,-0.775,0.295,-1.098,1.377
3.061839,-0.856,0.396,-1.113,1.459
3.064017,-0.950,0.509,-1.125,1.558
3.087701,-1.065,0.617,-1.127,1.669
3.089810,-2.747,0.440,-1.273,3.060
3.092290,-2.822,0.296,-1.321,3.130
3.093830,-2.888,0.152,-1.368,3.199
3.095812,-2.949,0.013,-1.418,3.272
3.105624,-3.004,-0.119,-1.468,3.346
3.109513,-3.248,-0.585,-1.677,3.702
3.111634,-3.281,-0.594,-1.694,3.740
3.113625,-3.311,-0.584,-1.707,3.770
3.136867,-3.336,-0.558,-1.721,3.795
3.139509,-3.322,0.574,-1.901,3.870
3.141451,-3.292,0.704,-1.906,3.868
3.143421,-3.260,0.831,-1.910,3.868
3.145506,-3.223,0.959,-1.911,3.868
3.154955,-3.191,1.079,-1.910,3.873
3.157343,-2.990,1.558,-1.874,3.858
3.159417,-2.943,1.620,-1.860,3.840
3.161357,-2.897,1.666,-1.843,3.817
3.163645,-2.846,1.705,-1.826,3.787
3.173343,-2.792,1.734,-1.806,3.750
3.175559,-2.454,1.829,-1.652,3.478
3.177460,-2.382,1.857,-1.613,3.424
3.179439,-2.306,1.879,-1.571,3.364
3.191755,-2.225,1.903,-1.527,3.302
3.195509,-1.571,2.005,-1.148,2.794
3.197222,-1.467,1.981,-1.092,2.696
3.223836,-1.362,1.945,-1.038,2.592
3.241306,-1.370,0.359,-0.641,1.555
3.272604,-1.359,-1.175,-0.667,1.916
3.274907,-1.103,-1.454,-1.270,2.224
3.276835,-1.110,-1.384,-1.308,2.204
3.278809,-1.114,-1.315,-1.340,2.183
3.280727,-1.115,-1.251,-1.365,2.161
3.290144,-1.113,-1.192,-1.387,2.141
3.293624,-1.065,-0.980,-1.407,2.019
3.295048,-1.043,-0.947,-1.396,1.983
3.296942,-1.024,-0.920,-1.383,1.951
3.320237,-0.999,-0.900,-1.362,1.914
3.336670,-0.639,-1.470,-0.967,1.872
3.356651,-0.400,-1.623,-0.842,1.872
3.360261,-0.162,-1.460,-0.785,1.666
3.362357,-0.130,-1.438,-0.778,1.640
3.364388,-0.091,-1.413,-0.767,1.610
3.374028,-0.051,-1.378,-0.753,1.572
3.376395,0.155,-1.257,-0.679,1.437
3.378312,0.196,-1.237,-0.658,1.415
3.380383,0.239,-1.219,-0.634,1.394
3.408997,0.278,-1.203,-0.607,1.376
3.412045,0.876,-0.776,-0.198,1.186
3.414296,0.907,-0.756,-0.167,1.193
3.426637,0.946,-0.733,-0.131,1.204
3.429858,1.255,-0.570,0.096,1.382
3.454732,1.300,-0.548,0.130,1.416
3.457755,1.949,-0.083,0.658,2.058
3.459973,1.992,-0.052,0.716,2.117
3.462018,2.033,-0.023,0.778,2.176
3.464072,2.072,-0.003,0.845,2.238
3.476478,2.102,0.006,0.919,2.294
3.480030,2.117,-0.131,1.400,2.541
3.480422,2.071,-0.174,1.487,2.555
3.482267,2.008,-0.227,1.576,2.563
3.492854,1.926,-0.309,1.656,2.559
3.495544,0.995,-0.921,1.915,2.347
3.497542,0.843,-1.010,1.898,2.309
3.510610,0.702,-1.098,1.866,2.276
3.513512,-0.107,-1.457,1.083,1.819
3.537542,-0.174,-1.533,0.920,1.796
3.539712,-0.384,-1.014,-0.637,1.258
3.541639,-0.422,-0.779,-0.717,1.139
3.543562,-0.460,-0.535,-0.784,1.055
3.547759,-0.544,-0.069,-0.886,1.042
3.555639,-0.580,0.143,-0.916,1.094
3.557682,-0.666,0.734,-0.850,1.306
3.561305,-0.667,0.853,-0.686,1.282
3.563425,-0.657,0.894,-0.574,1.249
3.573476,-0.638,0.935,-0.446,1.217
3.577196,-0.325,1.378,0.195,1.430
3.579221,-0.246,1.485,0.234,1.523
3.581274,-0.163,1.600,0.269,1.631
3.590951,-0.076,1.727,0.291,1.753
3.595481,0.275,2.255,0.333,2.296
3.595760,0.347,2.366,0.343,2.416
3.597837,0.475,2.536,0.365,2.606
3.621668,0.527,2.596,0.373,2.675
3.625040,0.184,1.817,-0.312,1.853
3.627146,0.079,1.639,-0.396,1.689
3.629113,-0.031,1.472,-0.475,1.547
3.631276,-0.125,1.313,-0.549,1.429
3.645782,-0.202,1.159,-0.612,1.326
3.648994,-0.214,-0.081,-0.525,0.573
3.663941,-0.171,-0.222,-0.449,0.529
3.681291,0.343,-0.427,0.372,0.662
3.705570,0.976,0.292,1.098,1.498
3.708800,0.993,-0.640,1.334,1.782
3.711127,0.957,-0.695,1.326,1.777
3.712673,0.917,-0.741,1.318,1.768
3.714727,0.876,-0.781,1.310,1.759
3.723471,0.835,-0.810,1.304,1.747
3.726410,0.681,-0.920,1.294,1.728
3.728471,0.667,-0.931,1.294,1.728
3.730452,0.657,-0.932,1.297,1.727
3.741223,0.655,-0.926,1.298,1.724
3.744370,0.782,-0.699,1.265,1.644
3.746341,0.824,-0.624,1.247,1.620
3.748438,0.866,-0.534,1.229,1.596
3.776369,0.909,-0.428,1.207,1.570
3.778357,1.001,0.681,0.817,1.461
3.782198,0.939,0.609,0.812,1.382
3.794310,0.908,0.553,0.809,1.336
3.796366,0.730,0.076,0.858,1.129
3.798396,0.713,-0.015,0.872,1.127
3.821322,0.702,-0.103,0.887,1.136
3.824125,1.004,-0.520,0.827,1.400
3.826081,1.041,-0.506,0.792,1.403
3.828970,1.075,-0.484,0.757,1.401
3.830154,1.107,-0.458,0.716,1.395
3.832263,1.136,-0.436,0.675,1.391
3.846145,1.158,-0.408,0.629,1.380
3.848449,1.210,-0.182,0.370,1.278
3.870837,1.196,-0.169,0.343,1.256
3.873671,1.004,-0.135,0.192,1.031
3.875889,0.993,-0.127,0.185,1.018
3.877741,0.986,-0.115,0.178,1.008
3.879802,0.980,-0.107,0.169,1.000
3.881789,0.974,-0.097,0.159,0.991
3.889158,0.970,-0.088,0.149,0.985
3.891811,0.968,-0.034,0.103,0.975
3.893724,0.972,-0.022,0.090,0.976
3.895962,0.973,-0.010,0.076,0.976
3.898019,0.976,0.002,0.062,0.978
3.907196,0.976,0.017,0.049,0.977
3.909638,0.975,0.105,-0.030,0.981
3.911764,0.973,0.115,-0.043,0.980
3.913588,0.970,0.114,-0.051,0.978
3.915619,0.968,0.117,-0.058,0.977
3.924808,0.967,0.115,-0.064,0.976
3.927465,0.968,0.121,-0.060,0.978
3.929489,0.971,0.124,-0.049,0.980
3.931937,0.974,0.128,-0.034,0.983
3.956445,0.976,0.132,-0.016,0.985
3.959282,0.923,0.110,0.272,0.968
3.961439,0.908,0.089,0.300,0.960
3.963408,0.892,0.068,0.327,0.952
3.965469,0.874,0.045,0.354,0.944
3.974439,0.853,0.015,0.381,0.935
3.977225,0.746,-0.176,0.492,0.911
3.979301,0.728,-0.223,0.509,0.916
3.981297,0.711,-0.275,0.523,0.924
3.992171,0.696,-0.327,0.540,0.939
3.995208,0.638,-0.587,0.610,1.060
3.997523,0.633,-0.616,0.616,1.076
3.999309,0.628,-0.631,0.618,1.083
4.022700,0.630,-0.635,0.620,1.088
4.025048,0.793,-0.538,0.536,1.098
4.027027,0.818,-0.523,0.522,1.102
4.029010,0.842,-0.504,0.508,1.105
4.031010,0.865,-0.477,0.492,1.104
4.040979,0.885,-0.446,0.479,1.101
4.044835,1.014,-0.207,0.409,1.113
4.046946,1.036,-0.160,0.404,1.123
4.049047,1.055,-0.114,0.400,1.134
4.058937,1.074,-0.068,0.400,1.148
4.060923,1.147,0.137,0.411,1.227
4.064724,1.171,0.197,0.420,1.259
4.076581,1.179,0.219,0.425,1.273
4.078743,1.256,0.340,0.441,1.374
4.081001,1.271,0.354,0.444,1.392
4.082739,1.288,0.364,0.448,1.412
4.106200,1.308,0.373,0.452,1.433
4.108616,1.615,0.496,0.455,1.750
4.110677,1.617,0.508,0.458,1.756
4.112589,1.612,0.520,0.461,1.755
4.114616,1.597,0.535,0.463,1.747
4.116802,1.578,0.560,0.463,1.737
4.124781,1.556,0.607,0.462,1.733
4.126778,1.320,0.864,0.449,1.640
4.130485,1.055,1.076,0.443,1.570
4.132658,0.882,1.178,0.439,1.536
4.142533,0.707,1.266,0.432,1.513
4.144520,-0.089,1.381,0.376,1.434
4.148344,-0.324,1.288,0.352,1.374
4.173997,-0.417,1.207,0.349,1.324
4.176394,-0.641,-0.745,0.486,1.096
4.178308,-0.616,-0.863,0.482,1.165
4.180293,-0.590,-0.964,0.474,1.226
4.182355,-0.561,-1.050,0.460,1.277
4.192205,-0.531,-1.113,0.440,1.310
4.194212,-0.389,-1.117,0.284,1.217
4.196209,-0.365,-1.073,0.243,1.159
4.198198,-0.348,-1.023,0.202,1.099
4.200435,-0.335,-0.974,0.156,1.042
4.210026,-0.325,-0.930,0.111,0.991
4.212155,-0.340,-0.790,-0.147,0.873
4.214106,-0.348,-0.794,-0.201,0.890
4.216430,-0.359,-0.805,-0.253,0.917
4.239466,-0.371,-0.818,-0.301,0.947
4.241953,-0.525,-0.535,-0.835,1.122
4.244051,-0.539,-0.462,-0.886,1.136
4.245958,-0.556,-0.386,-0.938,1.156
4.248436,-0.574,-0.304,-0.996,1.189
4.250332,-0.593,-0.217,-1.053,1.228
4.262026,-0.610,-0.129,-1.108,1.272
4.265283,-0.806,0.627,-1.339,1.684
4.266179,-0.880,0.819,-1.357,1.813
4.279289,-0.975,1.021,-1.357,1.958
4.281654,-2.257,1.949,-1.111,3.183
4.306880,-2.474,1.883,-1.077,3.291
4.309693,-3.535,-0.132,-1.561,3.867
4.311652,-3.513,-0.183,-1.608,3.868
4.313573,-3.485,-0.208,-1.654,3.864
4.315616,-3.456,-0.211,-1.699,3.857
4.325255,-3.424,-0.193,-1.744,3.847
4.327583,-3.265,0.163,-1.927,3.795
4.329656,-3.235,0.278,-1.955,3.790
4.331688,-3.210,0.397,-1.980,3.792
4.342880,-3.182,0.520,-2.003,3.795
4.345397,-2.994,1.240,-2.003,3.810
4.347626,-2.966,1.358,-1.977,3.814
4.349545,-2.938,1.479,-1.949,3.823
4.373699,-2.910,1.601,-1.911,3.832
4.377195,-2.450,2.875,-1.218,3.969
4.379444,-2.382,2.924,-1.173,3.950
4.381254,-2.301,2.962,-1.130,3.918
4.383288,-2.212,2.990,-1.085,3.875
4.391884,-2.117,2.997,-1.040,3.813
4.395083,-1.600,2.691,-0.837,3.241
4.397236,-1.505,2.570,-0.807,3.086
4.399217,-1.420,2.432,-0.777,2.921
4.409537,-1.342,2.278,-0.740,2.745
4.412999,-1.048,1.025,-0.563,1.570
4.415064,-1.025,0.809,-0.548,1.415
4.440958,-1.012,0.611,-0.535,1.298
4.442971,-1.089,-1.413,-0.552,1.867
