# Target Sample Rate: 500 Hz
# Max Device Sample Rate: 500 Hz
# Recording started at: 2026-02-10 20:43:40.761
time,ωₓ (rad/s),ωᵧ (rad/s),ωᶻ (rad/s),ω_total (rad/s)
0.352816,-0.686,-0.368,-0.167,0.796
0.355746,-0.706,-0.348,-0.203,0.813
0.357808,-0.711,-0.411,-0.211,0.848
0.364217,-0.719,-0.497,-0.218,0.901
0.367616,-0.699,-0.802,-0.210,1.084
0.370045,-0.651,-0.986,-0.157,1.192
0.378714,-0.624,-1.060,-0.118,1.236
0.381587,-0.390,-1.216,0.067,1.279
0.390635,-0.331,-1.201,0.091,1.249
0.402477,-0.131,-0.961,0.103,0.976
0.413703,-0.130,-0.691,0.034,0.704
0.426507,-0.202,-0.427,-0.027,0.473
0.429330,-0.455,-0.105,-0.071,0.472
0.431326,-0.493,-0.099,-0.071,0.508
0.433421,-0.534,-0.105,-0.071,0.548
0.435387,-0.571,-0.112,-0.069,0.586
0.437810,-0.602,-0.125,-0.067,0.618
0.446676,-0.628,-0.140,-0.064,0.647
0.458499,-0.701,-0.143,-0.035,0.716
0.470478,-0.726,-0.005,-0.031,0.727
0.479236,-0.757,0.075,-0.050,0.763
0.489437,-0.776,0.052,-0.036,0.779
0.492743,-0.781,0.079,-0.012,0.785
0.499819,-0.780,0.088,-0.010,0.785
0.502895,-0.763,0.050,-0.005,0.764
0.509621,-0.751,0.023,-0.003,0.751
0.512813,-0.669,-0.099,0.032,0.677
0.515198,-0.639,-0.138,0.046,0.655
0.521539,-0.602,-0.178,0.062,0.631
0.524804,-0.442,-0.342,0.133,0.575
0.532570,-0.397,-0.389,0.151,0.576
0.535672,-0.228,-0.583,0.224,0.665
0.536912,-0.192,-0.632,0.242,0.703
0.545464,-0.159,-0.679,0.259,0.744
0.556006,-0.044,-0.924,0.345,0.987
0.558578,0.023,-1.197,0.444,1.277
0.566126,0.033,-1.256,0.463,1.340
0.568421,0.061,-1.503,0.534,1.596
0.570570,0.059,-1.559,0.549,1.654
0.576954,0.054,-1.607,0.561,1.703
0.580588,-0.015,-1.719,0.597,1.819
0.587946,-0.042,-1.728,0.605,1.832
0.590600,-0.184,-1.674,0.622,1.795
0.592440,-0.224,-1.650,0.626,1.779
0.599382,-0.263,-1.619,0.629,1.756
0.602564,-0.436,-1.505,0.632,1.689
0.610732,-0.476,-1.476,0.633,1.675
0.614620,-0.660,-1.308,0.578,1.575
0.622135,-0.689,-1.266,0.565,1.548
0.624373,-0.782,-1.089,0.550,1.449
0.626258,-0.803,-1.048,0.557,1.433
0.632469,-0.827,-1.022,0.574,1.434
0.636414,-0.911,-1.016,0.665,1.518
0.643004,-0.931,-1.036,0.689,1.554
0.646080,-0.981,-1.147,0.781,1.699
0.647989,-0.984,-1.178,0.803,1.732
0.654324,-0.980,-1.206,0.825,1.759
0.657980,-0.929,-1.328,0.911,1.859
0.665950,-0.906,-1.367,0.929,1.885
0.668124,-0.807,-1.594,0.972,2.034
0.670214,-0.780,-1.675,0.975,2.089
0.677433,-0.754,-1.759,0.976,2.148
0.680141,-0.643,-2.153,0.975,2.450
0.682248,-0.616,-2.258,0.973,2.534
0.688997,-0.589,-2.364,0.973,2.624
0.692019,-0.481,-2.772,0.979,2.979
0.700813,-0.457,-2.864,0.980,3.061
0.703839,-0.370,-3.254,0.968,3.415
0.711719,-0.357,-3.320,0.964,3.475
0.714066,-0.343,-3.532,0.963,3.677
0.722787,-0.350,-3.569,0.965,3.714
0.725987,-0.483,-3.604,0.992,3.769
0.733508,-0.528,-3.578,0.998,3.752
0.735874,-0.764,-3.374,1.047,3.615
0.738106,-0.833,-3.302,1.064,3.568
0.745076,-0.902,-3.223,1.083,3.518
0.749424,-1.102,-2.979,1.156,3.380
0.749570,-1.165,-2.904,1.182,3.345
0.757735,-1.224,-2.834,1.211,3.316
0.759769,-1.455,-2.633,1.360,3.301
0.768279,-1.486,-2.619,1.391,3.317
0.778556,-1.550,-2.619,1.524,3.404
0.781747,-1.459,-2.664,1.578,3.423
0.790268,-1.425,-2.678,1.579,3.419
0.793336,-1.177,-2.757,1.532,3.367
0.800266,-1.116,-2.774,1.517,3.353
0.803505,-0.853,-2.860,1.436,3.312
0.811621,-0.785,-2.885,1.414,3.307
0.813709,-0.523,-2.980,1.325,3.303
0.823026,-0.407,-3.021,1.286,3.308
0.825876,-0.207,-3.066,1.225,3.308
0.834189,-0.161,-3.068,1.212,3.303
0.837435,0.067,-3.065,1.162,3.279
0.846098,0.113,-3.056,1.155,3.269
0.849340,0.331,-2.949,1.113,3.170
0.856906,0.368,-2.916,1.100,3.138
0.859259,0.450,-2.715,1.027,2.937
0.867545,0.451,-2.638,1.003,2.858
0.871061,0.339,-2.061,0.899,2.274
0.878407,0.291,-1.920,0.880,2.132
0.881196,0.048,-1.310,0.819,1.546
0.883267,-0.025,-1.153,0.810,1.409
0.889688,-0.103,-0.997,0.801,1.283
0.893136,-0.416,-0.429,0.769,0.974
0.900351,-0.493,-0.300,0.764,0.957
0.903048,-0.744,0.132,0.730,1.051
0.905301,-0.792,0.221,0.720,1.093
0.911911,-0.834,0.305,0.711,1.137
0.915668,-0.945,0.545,0.679,1.284
0.922896,-0.962,0.577,0.671,1.307
0.925048,-0.992,0.609,0.670,1.343
0.926988,-0.987,0.587,0.678,1.334
0.936743,-0.982,0.553,0.686,1.320
0.946209,-0.885,0.230,0.803,1.217
0.948644,-0.684,-0.220,1.017,1.245
0.956654,-0.633,-0.311,1.063,1.276
0.958833,-0.378,-0.648,1.225,1.437
0.960841,-0.305,-0.726,1.257,1.483
0.967705,-0.226,-0.801,1.286,1.531
0.970904,0.095,-1.052,1.364,1.725
0.979281,0.176,-1.101,1.375,1.770
0.982734,0.553,-1.255,1.411,1.968
0.990150,0.620,-1.258,1.417,1.993
0.992484,0.832,-1.165,1.436,2.028
1.001236,0.876,-1.129,1.442,2.030
1.004670,1.045,-0.890,1.475,2.015
1.013382,1.066,-0.833,1.479,2.004
1.024478,1.130,-0.560,1.480,1.944
1.026490,1.157,-0.447,1.427,1.891
1.035365,1.160,-0.448,1.401,1.873
1.038192,1.179,-0.505,1.164,1.733
1.046210,1.187,-0.530,1.110,1.709
1.056741,1.249,-0.703,0.828,1.655
1.060198,1.321,-0.932,0.527,1.700
1.067250,1.334,-0.986,0.466,1.723
1.070091,1.381,-1.180,0.233,1.831
1.071891,1.392,-1.234,0.180,1.869
1.078018,1.403,-1.284,0.130,1.906
1.081967,1.418,-1.365,-0.043,1.969
1.088962,1.412,-1.351,-0.076,1.956
1.091788,1.336,-1.184,-0.135,1.790
1.093973,1.311,-1.119,-0.129,1.729
1.099930,1.277,-1.042,-0.121,1.653
1.101934,1.169,-0.790,-0.076,1.413
1.103977,1.125,-0.708,-0.052,1.330
1.111617,1.084,-0.621,-0.030,1.249
1.114144,0.895,-0.259,0.148,0.943
1.115999,0.853,-0.186,0.199,0.896
1.124211,0.810,-0.116,0.250,0.855
1.135769,0.596,0.317,0.549,0.870
1.138175,0.471,0.488,0.753,1.014
1.148301,0.465,0.461,0.789,1.025
1.159965,0.569,0.061,1.008,1.159
1.171078,0.784,-0.274,1.057,1.344
1.173823,1.131,-0.567,0.875,1.538
1.177377,1.204,-0.603,0.851,1.593
1.177465,1.277,-0.631,0.829,1.648
1.179947,1.357,-0.655,0.804,1.708
1.181684,1.437,-0.670,0.781,1.767
1.190152,1.518,-0.676,0.756,1.826
1.193615,1.881,-0.617,0.644,2.082
1.221246,1.941,-0.592,0.631,2.125
1.223654,2.139,-0.312,0.752,2.289
1.229289,2.123,-0.313,0.787,2.286
1.236003,2.061,-0.459,0.889,2.291
1.248016,1.969,-0.761,0.962,2.320
1.259918,1.846,-0.833,1.007,2.262
1.270874,1.746,-0.640,1.107,2.164
1.280881,1.646,-0.984,1.166,2.244
1.283212,1.626,-1.120,1.181,2.301
1.291680,1.646,-1.109,1.187,2.313
1.302516,1.755,-1.282,1.171,2.468
1.305041,1.814,-1.756,1.068,2.742
1.313139,1.808,-1.830,1.034,2.772
1.317102,1.709,-2.033,0.845,2.787
1.325011,1.672,-2.032,0.810,2.753
1.327411,1.488,-1.871,0.715,2.495
1.336080,1.396,-1.838,0.718,2.417
1.338994,0.960,-1.276,0.803,1.787
1.348283,0.930,-1.118,0.790,1.655
1.359213,0.843,-0.850,0.604,1.340
1.370219,0.844,-0.830,0.350,1.235
1.373556,0.960,-0.899,0.190,1.328
1.374569,0.980,-0.967,0.107,1.381
1.378171,0.982,-0.998,0.063,1.401
1.379120,0.979,-1.026,0.020,1.419
1.380740,0.972,-1.050,-0.018,1.431
1.382559,0.959,-1.069,-0.056,1.437
1.389907,0.939,-1.086,-0.094,1.439
1.392957,0.842,-1.085,-0.205,1.388
1.394683,0.814,-1.078,-0.228,1.370
1.403625,0.787,-1.073,-0.249,1.354
1.416256,0.632,-1.190,-0.339,1.390
1.428381,0.570,-1.443,-0.358,1.592
1.430405,0.691,-1.645,-0.265,1.804
1.432841,0.717,-1.687,-0.248,1.850
1.434415,0.742,-1.726,-0.235,1.893
1.436676,0.771,-1.772,-0.221,1.945
1.438449,0.802,-1.817,-0.210,1.997
1.444510,0.837,-1.862,-0.200,2.051
1.446735,0.958,-1.983,-0.164,2.208
1.450247,1.049,-2.034,-0.130,2.293
1.459171,1.097,-2.045,-0.109,2.323
1.471395,1.286,-1.943,0.019,2.330
1.482128,1.195,-1.522,0.247,1.951
1.484204,0.929,-1.060,0.565,1.519
1.492877,0.868,-0.953,0.631,1.435
1.503903,0.589,-0.460,0.925,1.189
1.505982,0.416,-0.189,1.117,1.207
1.515244,0.390,-0.184,1.155,1.233
1.518073,0.321,-0.363,1.348,1.432
1.519864,0.323,-0.438,1.384,1.487
1.521967,0.321,-0.527,1.418,1.546
1.524083,0.323,-0.622,1.452,1.612
1.526058,0.328,-0.720,1.482,1.680
1.527843,0.331,-0.825,1.516,1.757
1.535720,0.340,-0.936,1.551,1.843
1.538007,0.373,-1.395,1.730,2.253
1.540033,0.381,-1.503,1.781,2.361
1.542193,0.385,-1.605,1.832,2.466
1.544278,0.386,-1.701,1.888,2.570
1.547097,0.383,-1.788,1.944,2.669
1.547999,0.383,-1.869,2.005,2.767
1.550073,0.380,-1.939,2.073,2.864
1.555666,0.395,-1.980,2.144,2.945
1.555772,0.401,-2.026,2.204,3.020
1.556129,0.399,-2.082,2.250,3.091
1.557814,0.386,-2.132,2.291,3.154
1.560127,0.381,-2.163,2.324,3.198
1.561856,0.383,-2.185,2.354,3.235
1.563781,0.383,-2.198,2.382,3.264
1.565973,0.381,-2.196,2.407,3.281
1.568154,0.388,-2.169,2.425,3.276
1.570091,0.387,-2.135,2.438,3.264
1.571845,0.384,-2.097,2.449,3.247
1.580170,0.383,-2.056,2.461,3.230
1.583612,0.355,-1.760,2.496,3.075
1.585772,0.345,-1.683,2.487,3.023
1.587696,0.326,-1.599,2.474,2.964
1.590072,0.307,-1.510,2.463,2.905
1.592293,0.283,-1.417,2.448,2.843
1.594267,0.263,-1.316,2.432,2.778
1.602069,0.244,-1.211,2.407,2.706
1.605745,0.031,-0.661,2.291,2.385
1.607584,-0.022,-0.550,2.289,2.355
1.609872,-0.065,-0.443,2.285,2.328
1.611801,-0.101,-0.339,2.275,2.303
1.614600,-0.125,-0.241,2.260,2.277
1.615800,-0.136,-0.136,2.236,2.244
1.617473,-0.151,-0.028,2.217,2.222
1.622998,-0.161,0.080,2.199,2.206
1.625613,-0.133,0.363,2.073,2.109
1.627434,-0.099,0.433,2.022,2.070
1.629639,-0.020,0.442,1.976,2.025
1.631506,0.110,0.381,1.950,1.990
1.634041,0.265,0.306,1.916,1.959
1.636052,0.426,0.259,1.864,1.930
1.637665,0.581,0.237,1.793,1.899
1.639408,0.725,0.210,1.704,1.864
1.646047,0.865,0.166,1.597,1.824
1.649505,1.128,0.242,1.222,1.681
1.651452,1.124,0.328,1.164,1.651
1.653220,1.109,0.423,1.123,1.634
1.655291,1.084,0.517,1.105,1.631
1.657350,1.053,0.619,1.109,1.650
1.659379,1.014,0.712,1.129,1.677
1.661456,0.966,0.782,1.158,1.699
1.668053,0.917,0.841,1.197,1.727
1.671276,0.750,0.966,1.381,1.844
1.673750,0.712,0.983,1.423,1.870
1.675295,0.682,1.000,1.463,1.898
1.677359,0.633,1.032,1.514,1.938
1.679359,0.514,1.127,1.692,2.096
1.681949,0.439,1.140,1.839,2.208
1.683207,0.425,1.087,1.887,2.219
1.691940,0.436,1.022,1.892,2.194
1.696010,0.159,0.858,2.182,2.350
1.697389,0.098,0.804,2.276,2.416
1.699913,0.053,0.732,2.377,2.487
1.701455,0.024,0.650,2.481,2.565
1.703699,-0.002,0.552,2.593,2.651
1.705364,-0.012,0.433,2.707,2.741
1.707222,-0.007,0.301,2.825,2.841
1.713571,0.017,0.150,2.958,2.962
1.716990,0.449,-0.684,4.185,4.265
1.719218,0.526,-0.791,4.402,4.503
1.721499,0.573,-0.872,4.511,4.630
1.723102,0.612,-0.944,4.542,4.680
1.725197,0.654,-1.010,4.535,4.692
1.727089,0.711,-1.051,4.508,4.683
1.729019,0.762,-1.096,4.461,4.657
1.734226,0.795,-1.120,4.396,4.606
1.736837,0.865,-1.144,4.126,4.368
1.738859,0.873,-1.165,4.028,4.283
1.741080,0.876,-1.190,3.938,4.206
1.743032,0.877,-1.207,3.853,4.132
1.745273,0.882,-1.229,3.773,4.065
1.747085,0.890,-1.237,3.701,4.002
1.748961,0.895,-1.229,3.625,3.931
1.751080,0.908,-1.211,3.545,3.855
1.757112,0.918,-1.191,3.461,3.774
1.760807,0.966,-1.038,3.064,3.376
1.763008,0.973,-0.983,2.952,3.260
1.765152,0.970,-0.924,2.835,3.135
1.766964,0.961,-0.854,2.710,2.999
1.768990,0.941,-0.776,2.579,2.853
1.771135,0.903,-0.726,2.436,2.698
1.772913,0.841,-0.690,2.280,2.526
1.779136,0.769,-0.625,2.125,2.345
1.782764,0.421,-0.095,1.554,1.613
1.784722,0.325,0.087,1.431,1.470
1.786706,0.229,0.276,1.317,1.365
1.788763,0.131,0.471,1.219,1.313
1.790951,0.032,0.656,1.133,1.310
1.792740,-0.066,0.821,1.055,1.338
1.795034,-0.165,0.967,0.983,1.389
1.802431,-0.263,1.092,0.913,1.448
1.804703,-0.610,1.379,0.683,1.655
1.806577,-0.676,1.408,0.643,1.689
1.808567,-0.727,1.434,0.610,1.720
1.810672,-0.766,1.452,0.586,1.743
1.812650,-0.795,1.460,0.569,1.757
1.814877,-0.819,1.458,0.555,1.762
1.816683,-0.835,1.446,0.545,1.757
1.823868,-0.849,1.428,0.535,1.745
1.826352,-0.885,1.209,0.459,1.567
1.828307,-0.893,1.131,0.432,1.504
1.830552,-0.896,1.053,0.405,1.441
1.832566,-0.897,0.984,0.375,1.383
1.837242,-0.896,0.897,0.342,1.313
1.837387,-0.896,0.809,0.306,1.245
1.838876,-0.889,0.711,0.267,1.170
1.840900,-0.887,0.612,0.227,1.101
1.846965,-0.874,0.530,0.185,1.039
1.850287,-0.815,0.265,0.036,0.857
1.852589,-0.799,0.205,0.005,0.825
1.854864,-0.791,0.138,-0.025,0.804
1.856537,-0.792,0.069,-0.055,0.797
1.858646,-0.805,0.008,-0.088,0.810
1.861243,-0.818,-0.031,-0.121,0.828
1.862501,-0.828,-0.059,-0.154,0.844
1.873360,-0.836,-0.071,-0.184,0.859
1.876045,-0.855,0.107,-0.169,0.878
1.878298,-0.856,0.172,-0.128,0.883
1.880424,-0.849,0.238,-0.077,0.885
1.882406,-0.847,0.302,-0.018,0.899
1.884314,-0.848,0.373,0.046,0.928
1.890124,-0.848,0.452,0.114,0.968
1.894174,-0.861,0.668,0.379,1.154
1.896838,-0.861,0.682,0.440,1.183
1.898296,-0.851,0.687,0.494,1.200
1.900400,-0.835,0.691,0.546,1.214
1.902467,-0.805,0.724,0.584,1.230
1.904263,-0.762,0.799,0.601,1.257
1.905924,-0.708,0.894,0.605,1.291
1.913358,-0.652,0.974,0.594,1.314
1.916054,-0.520,0.811,0.467,1.070
1.918097,-0.504,0.665,0.448,0.947
1.920147,-0.489,0.486,0.444,0.820
1.922018,-0.477,0.289,0.457,0.721
1.924098,-0.465,0.086,0.486,0.678
1.926611,-0.455,-0.118,0.529,0.708
1.928335,-0.442,-0.303,0.585,0.793
1.935930,-0.431,-0.466,0.652,0.910
1.937987,-0.400,-0.844,0.976,1.351
1.940070,-0.406,-0.793,1.072,1.394
1.941928,-0.420,-0.659,1.160,1.399
1.945961,-0.456,-0.458,1.338,1.486
1.948105,-0.476,-0.419,1.415,1.550
1.950381,-0.502,-0.417,1.480,1.617
1.952116,-0.529,-0.452,1.534,1.685
1.957521,-0.559,-0.525,1.583,1.759
1.959982,-0.668,-0.879,1.683,2.013
1.962288,-0.715,-0.995,1.703,2.098
1.963957,-0.762,-1.091,1.713,2.169
1.966327,-0.813,-1.170,1.719,2.233
1.967929,-0.866,-1.236,1.723,2.290
1.970409,-0.921,-1.298,1.723,2.345
1.971814,-0.977,-1.360,1.728,2.406
1.974157,-1.030,-1.415,1.732,2.462
1.980222,-1.080,-1.451,1.733,2.505
1.983615,-1.264,-1.471,1.810,2.653
1.986043,-1.303,-1.445,1.844,2.681
1.987788,-1.337,-1.410,1.886,2.707
1.989920,-1.366,-1.374,1.933,2.737
1.992308,-1.391,-1.330,1.985,2.765
1.994112,-1.406,-1.281,2.049,2.795
1.996111,-1.410,-1.226,2.142,2.843
2.002814,-1.411,-1.178,2.241,2.899
2.005596,-1.329,-1.022,2.547,3.049
2.007644,-1.293,-1.005,2.600,3.073
2.009859,-1.247,-0.991,2.647,3.090
2.011732,-1.203,-0.978,2.687,3.102
2.013790,-1.152,-0.968,2.723,3.111
2.016349,-1.097,-0.958,2.756,3.117
2.017864,-1.042,-0.951,2.787,3.123
2.025816,-0.986,-0.939,2.815,3.128
2.029575,-0.698,-0.864,2.960,3.162
2.031613,-0.636,-0.843,2.998,3.178
2.033414,-0.574,-0.815,3.039,3.199
2.035508,-0.513,-0.785,3.088,3.227
2.037607,-0.449,-0.758,3.143,3.264
2.039467,-0.387,-0.732,3.201,3.306
2.047235,-0.328,-0.720,3.266,3.360
2.050901,-0.007,-0.960,3.533,3.662
2.052556,0.051,-1.001,3.597,3.734
2.054123,0.098,-1.035,3.659,3.804
2.055871,0.133,-1.063,3.720,3.871
2.058046,0.156,-1.078,3.777,3.931
2.059572,0.168,-1.071,3.832,3.982
2.061799,0.167,-1.041,3.882,4.023
2.069843,0.154,-0.989,3.925,4.051
2.073499,-0.049,-0.397,3.997,4.017
2.075603,-0.089,-0.237,4.000,4.008
2.078766,-0.125,-0.062,4.001,4.004
2.083222,-0.153,0.127,3.997,4.002
2.090778,-0.196,0.969,3.950,4.072
2.093507,-0.168,1.584,3.871,4.186
2.095347,-0.151,1.786,3.840,4.238
2.097698,-0.133,1.989,3.810,4.301
2.099589,-0.115,2.189,3.781,4.370
2.101285,-0.098,2.381,3.750,4.443
2.103437,-0.084,2.574,3.717,4.522
2.105389,-0.069,2.756,3.678,4.597
2.107187,-0.055,2.930,3.638,4.671
2.114123,-0.047,3.097,3.597,4.747
2.117358,-0.035,3.638,3.378,4.965
2.119408,-0.035,3.740,3.304,4.991
2.121127,-0.038,3.820,3.231,5.003
2.123309,-0.048,3.873,3.163,5.000
2.125366,-0.055,3.898,3.097,4.979
2.127138,-0.056,3.903,3.032,4.942
2.129345,-0.057,3.894,2.965,4.894
2.135839,-0.067,3.883,2.898,4.846
2.138907,-0.213,3.712,2.807,4.659
2.141228,-0.321,3.533,2.823,4.534
2.142843,-0.441,3.301,2.849,4.382
2.145006,-0.575,3.057,2.888,4.244
2.147233,-0.677,2.842,2.927,4.136
2.149031,-0.749,2.649,2.969,4.049
2.150875,-0.787,2.477,3.006,3.974
2.157971,-0.807,2.310,3.045,3.906
2.160827,-0.913,1.568,3.182,3.663
2.162782,-0.964,1.319,3.219,3.610
2.164758,-1.017,1.062,3.257,3.573
2.167255,-1.068,0.797,3.293,3.552
2.169381,-1.121,0.528,3.330,3.553
2.170876,-1.172,0.253,3.364,3.571
2.172668,-1.222,-0.020,3.397,3.610
2.180325,-1.274,-0.295,3.426,3.667
2.182578,-1.455,-1.447,3.568,4.116
2.184607,-1.485,-1.750,3.606,4.274
2.186565,-1.503,-2.060,3.624,4.431
2.189924,-1.525,-2.358,3.626,4.586
2.191070,-1.551,-2.639,3.629,4.748
2.192594,-1.567,-2.907,3.658,4.928
2.194595,-1.570,-3.161,3.704,5.116
2.196589,-1.574,-3.403,3.760,5.310
2.202850,-1.572,-3.641,3.812,5.500
2.206561,-1.558,-4.476,4.001,6.202
2.208622,-1.558,-4.631,4.048,6.345
2.210598,-1.559,-4.760,4.108,6.478
2.212575,-1.558,-4.859,4.178,6.595
2.215133,-1.551,-4.927,4.250,6.690
2.216418,-1.546,-4.964,4.328,6.765
2.218522,-1.551,-4.961,4.404,6.813
2.225148,-1.564,-4.922,4.466,6.827
2.228375,-1.759,-4.336,4.456,6.461
2.230416,-1.849,-4.052,4.386,6.251
2.232374,-1.965,-3.708,4.276,5.991
2.234492,-2.113,-3.271,4.112,5.663
2.236335,-2.310,-2.689,3.858,5.240
2.238375,-2.542,-1.992,3.511,4.770
2.240316,-2.794,-1.252,3.095,4.353
2.246474,-3.075,-0.472,2.647,4.085
2.250245,-4.102,2.316,1.133,4.845
2.252174,-4.267,2.868,0.782,5.201
2.254188,-4.391,3.359,0.421,5.545
2.256160,-4.467,3.773,0.055,5.847
2.258255,-4.489,4.110,-0.303,6.094
2.260366,-4.473,4.371,-0.637,6.287
2.262384,-4.418,4.569,-0.942,6.425
2.270124,-4.338,4.729,-1.215,6.531
2.272170,-3.900,5.219,-2.041,6.828
2.274160,-3.776,5.310,-2.194,6.875
2.277999,-3.508,5.455,-2.437,6.928
2.280132,-3.363,5.496,-2.531,6.923
2.282093,-3.215,5.497,-2.608,6.882
2.284111,-3.067,5.458,-2.667,6.805
2.292247,-2.917,5.366,-2.714,6.684
2.295968,-2.219,4.359,-2.688,5.581
2.298091,-2.089,4.075,-2.632,5.282
2.300023,-1.964,3.772,-2.565,4.966
2.301955,-1.842,3.455,-2.482,4.636
2.304057,-1.729,3.132,-2.383,4.299
2.306024,-1.619,2.808,-2.272,3.958
2.308098,-1.516,2.488,-2.150,3.621
2.315105,-1.418,2.178,-2.017,3.289
2.317942,-1.093,1.042,-1.425,2.077
2.319949,-1.026,0.797,-1.277,1.822
2.321992,-0.964,0.580,-1.132,1.596
2.324027,-0.910,0.383,-0.996,1.402
2.326074,-0.857,0.209,-0.866,1.237
2.328091,-0.819,0.072,-0.744,1.109
2.330032,-0.795,-0.015,-0.631,1.015
2.336411,-0.789,-0.057,-0.529,0.952
2.341392,-0.899,0.117,-0.271,0.946
2.341510,-0.964,0.233,-0.199,1.011
2.345411,-1.034,0.349,-0.132,1.099
2.345483,-1.103,0.446,-0.068,1.192
2.348341,-1.224,0.589,0.045,1.359
2.349936,-1.273,0.624,0.094,1.421
2.351847,-1.311,0.629,0.136,1.461
2.358549,-1.337,0.596,0.176,1.474
2.361904,-1.342,0.272,0.272,1.396
2.363891,-1.323,0.170,0.281,1.363
2.366092,-1.298,0.071,0.283,1.331
2.368171,-1.271,-0.021,0.279,1.301
2.370051,-1.235,-0.103,0.265,1.267
2.371765,-1.194,-0.177,0.243,1.231
2.378042,-1.147,-0.242,0.212,1.191
2.391116,-0.994,-0.365,0.053,1.060
2.394069,-0.809,-0.177,-0.486,0.961
2.395776,-0.803,-0.109,-0.570,0.991
2.398103,-0.799,-0.035,-0.656,1.034
2.417437,-0.798,0.045,-0.737,1.087
2.419734,-0.857,0.489,-1.303,1.635
2.429925,-0.857,0.477,-1.333,1.655
2.433708,-0.808,0.141,-1.425,1.645
2.436552,-0.791,0.060,-1.434,1.639
2.437941,-0.768,-0.021,-1.441,1.633
2.439662,-0.743,-0.104,-1.451,1.634
2.441851,-0.716,-0.190,-1.460,1.638
2.449537,-0.689,-0.281,-1.466,1.644
