# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-02-10 20:42:53.251
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001126,-0.3731,-0.0031,-0.6135,0.72
0.009985,-0.8138,-0.1787,-0.2527,0.87
0.012541,-1.2152,-0.4385,0.0060,1.29
0.035125,-1.6099,-0.5773,0.3481,1.75
0.052494,-0.1696,0.2005,0.5875,0.64
0.064299,-1.8453,-0.8264,-0.4820,2.08
0.072258,-0.6876,-0.1933,-1.3400,1.52
0.083166,0.6892,0.5778,-1.7291,1.95
0.093403,0.4467,0.6431,-1.3982,1.60
0.104996,0.6612,0.3445,-1.0011,1.25
0.116458,0.6777,0.7379,0.1952,1.02
0.126852,0.1542,0.6439,0.7783,1.02
0.132113,-1.0314,0.3048,0.1018,1.08
0.142005,-1.5205,0.2228,-0.5955,1.65
0.152318,-1.1966,0.3768,-1.8049,2.20
0.162250,-0.3419,0.4821,-1.8744,1.97
0.172315,-0.4510,0.7862,-2.1306,2.32
0.183304,-0.6802,1.5972,-1.8095,2.51
0.194629,-0.5330,2.5302,-1.1663,2.84
0.205632,-0.7961,2.6770,-0.2085,2.80
0.216320,-1.4569,1.7020,0.5779,2.31
0.227464,-2.6030,-0.2473,0.4104,2.65
0.232012,-3.7992,-1.7947,-1.0142,4.32
0.241645,-3.9908,-1.7526,-1.8948,4.75
0.251716,-2.3471,-0.7184,-1.0139,2.66
0.262252,-0.4186,-0.2358,0.1110,0.49
0.272576,0.7226,-0.7016,0.3651,1.07
0.283251,1.2529,-1.4466,0.4617,1.97
0.294581,1.6019,-1.7436,0.3205,2.39
0.306438,1.7772,-1.6999,-0.3259,2.48
0.317251,1.5464,-1.9101,-0.8557,2.60
0.321044,1.1643,-2.2415,-1.2974,2.84
0.331480,1.0368,-2.2748,-1.6412,2.99
0.341545,1.1679,-2.1066,-1.8621,3.04
0.351279,1.4211,-2.0556,-1.9175,3.15
0.363507,1.6679,-2.0655,-1.8755,3.25
0.372990,1.7892,-2.1427,-1.8928,3.37
0.387562,1.5881,-2.2539,-2.1711,3.51
0.391016,2.1120,-2.1878,-2.3906,3.87
0.405238,2.7939,-2.1332,-2.6835,4.42
0.410687,3.4144,-2.3246,-2.0794,4.62
0.420628,3.3861,-2.8236,-0.9860,4.52
0.430439,2.7608,-3.2427,0.2439,4.27
0.440682,2.1615,-3.3468,0.9641,4.10
0.451533,1.8233,-3.0881,1.1905,3.78
0.461273,1.5469,-2.7142,1.3281,3.39
0.473527,0.9105,-2.5576,1.1414,2.95
0.484017,0.8946,-2.3562,0.9033,2.68
0.494316,0.9959,-1.9925,1.4449,2.66
0.505112,0.6593,-2.0350,3.1605,3.82
0.510325,-0.2449,-2.2503,5.2458,5.71
0.520183,-1.2233,-1.9368,6.5709,6.96
0.530115,-2.0046,-1.5394,6.4725,6.95
0.540392,-3.3658,-1.5183,6.0513,7.09
0.550539,-4.3473,-1.2429,5.4304,7.07
0.561203,-4.7348,-0.4761,4.8583,6.80
0.572592,-4.0992,0.3634,4.7080,6.25
0.583967,-3.7486,0.8992,4.1042,5.63
0.594952,-3.8476,1.0910,3.1569,5.10
0.599966,-4.0545,1.0785,2.5742,4.92
0.609638,-4.1363,1.0720,2.5189,4.96
0.620043,-3.8721,0.9428,2.2510,4.58
0.629594,-3.2440,0.9721,1.7905,3.83
0.640777,-3.0477,1.1676,1.4419,3.57
0.650282,-2.8932,1.4659,1.1866,3.45
0.661560,-2.8479,1.4923,1.0934,3.40
0.673810,-3.1151,1.5778,0.9005,3.61
0.684527,-3.3052,1.9342,-0.4598,3.86
0.689414,-3.0108,2.4297,-1.9661,4.34
0.699390,-2.8235,2.9092,-3.3004,5.23
0.709467,-2.9692,2.9893,-5.0605,6.58
0.719558,-2.7548,2.3808,-4.6353,5.89
0.729625,-0.7536,2.0580,-3.1169,3.81
0.739777,0.5240,2.2400,-4.9263,5.44
0.750742,1.6522,2.5960,-7.1097,7.75
0.761838,1.6418,2.4032,-6.5780,7.19
0.772850,0.4915,1.7908,-5.1053,5.43
0.779711,-1.4512,1.0634,-3.5305,3.96
0.789156,-3.0184,0.0449,-0.8508,3.14
0.798819,-2.9440,-0.1986,0.6850,3.03
0.809051,-2.5581,0.5764,-0.0070,2.62
0.818999,-1.6799,1.4259,-0.9860,2.41
0.828711,-1.0385,1.7405,-1.5582,2.56
0.839768,-0.4107,2.1156,-1.9302,2.89
0.851180,0.1988,2.5072,-2.1199,3.29
0.862669,0.8261,2.5770,-1.8124,3.26
0.873573,1.7579,2.4615,-1.1629,3.24
0.878461,2.7587,2.3914,-0.4990,3.68
0.888427,3.4113,2.3466,-0.1251,4.14
0.898380,3.7189,2.3707,0.0556,4.41
0.908371,3.3146,1.9828,0.2701,3.87
0.918765,2.5323,1.7566,0.1191,3.08
0.929372,2.1597,2.0604,-0.8514,3.10
0.940326,1.8987,2.1972,-1.8237,3.43
0.951472,1.7513,2.1680,-2.5286,3.76
0.962972,1.1914,1.9452,-3.5627,4.23
0.973947,-0.1727,1.0972,-3.6696,3.83
0.980510,-1.5090,0.5779,-3.5214,3.87
0.988366,-2.6819,0.0222,-2.5641,3.71
0.999097,-3.3261,-0.3749,-1.6846,3.75
1.009014,-1.8452,-0.1617,-1.7906,2.58
1.019486,-0.4855,0.0384,-1.3843,1.47
1.030199,-0.8190,-0.1664,-1.5954,1.80
1.037711,-1.4116,-0.9600,-0.7698,1.87
1.050570,-2.3685,-1.4996,0.5848,2.86
1.061527,-3.0873,-1.2347,0.5103,3.36
1.068152,-3.1204,-0.7531,-1.3667,3.49
1.077296,-3.1097,-0.4596,-3.6590,4.82
1.087537,-2.6970,-0.7141,-4.2133,5.05
1.097467,-3.5537,-1.0745,-6.4358,7.43
1.107569,-3.2424,-1.9756,-5.8174,6.95
1.118134,-3.2346,-2.8274,-3.6028,5.61
1.129196,-1.6560,-3.0619,-2.1620,4.10
1.140011,0.0861,-2.5299,1.5499,2.97
1.151565,1.9086,-1.0001,2.5764,3.36
1.162758,4.2261,0.5185,1.6187,4.56
1.166862,4.9340,-0.1346,1.2403,5.09
1.176919,2.7549,1.1477,0.4867,3.02
1.187686,1.9241,3.4904,0.1596,3.99
1.198854,2.3268,4.6753,-0.4056,5.24
1.211171,1.3850,5.3721,-1.2171,5.68
1.220504,-0.0789,6.2871,-1.8030,6.54
1.229763,-1.4771,6.4131,-2.3324,6.98
1.241218,-2.5315,5.9311,-3.1838,7.19
1.252516,-1.9662,4.7157,-3.2036,6.03
1.256338,-0.4084,3.6186,-1.9871,4.15
1.266254,1.4960,2.6697,-2.0302,3.67
1.276278,0.1514,2.0514,-2.5145,3.25
1.286941,0.5815,2.2884,-0.5048,2.41
1.297896,1.2566,0.6951,1.1668,1.85
1.308854,-4.5069,-3.9544,0.2906,6.00
1.319687,-5.0598,-5.4613,3.2596,8.13
1.331286,-3.3287,-4.8323,5.1512,7.81
1.342002,-0.5323,-2.4614,1.1980,2.79
1.346090,1.5601,-0.9646,-0.7361,1.98
1.356121,1.5468,-1.4276,-2.8238,3.52
1.365929,1.9740,-1.2238,-3.0463,3.83
1.376447,1.9653,-0.6830,-1.4873,2.56
1.386875,2.7405,0.4620,-0.2943,2.79
1.398709,2.2407,0.8991,2.2201,3.28
1.408980,0.9054,-0.0619,1.7858,2.00
1.420087,0.5235,-1.0265,3.8443,4.01
1.431206,-0.8162,-1.8650,4.3055,4.76
1.435755,-0.2524,-1.5730,4.6842,4.95
1.445632,-0.3718,-1.1537,3.8621,4.05
1.455568,-0.7341,-0.9641,1.4298,1.87
1.465691,-0.8409,-0.1248,-1.3254,1.57
1.476447,-1.0765,-0.3555,-1.7508,2.09
1.486798,-0.2495,-0.6393,-0.8720,1.11
1.498357,1.7223,-0.0026,0.3077,1.75
1.506023,3.4877,0.2091,2.0013,4.03
1.519608,2.5174,-0.3220,2.6589,3.68
1.534870,2.0477,-1.0879,3.3285,4.06
1.544933,-0.2982,-2.2164,2.6397,3.46
1.555161,-2.7952,-2.0136,0.7395,3.52
1.564924,-2.5439,-1.2569,-0.1365,2.84
1.575401,-2.2199,-1.1031,-0.9371,2.65
1.588069,-0.6639,-1.6204,-0.9258,1.98
1.595365,0.2688,-1.3587,0.6016,1.51
1.609818,-0.0570,-1.0537,3.4789,3.64
1.614612,-0.5288,-0.8583,-2.7809,2.96
1.624503,1.4745,1.3486,-0.8882,2.19
1.634623,2.5786,0.4584,-2.7436,3.79
1.644626,1.4737,0.6576,-2.9214,3.34
1.657426,5.0396,1.4006,0.0903,5.23
1.664365,5.4987,0.7857,-0.0862,5.56
1.678648,3.0542,0.1607,0.9825,3.21
1.684459,1.6219,0.1132,1.3102,2.09
1.698775,-0.2392,1.1902,1.8613,2.22
1.704073,-2.8606,1.7600,-1.0441,3.52
1.719878,-5.1108,1.2779,-6.6439,8.48
1.724030,-4.5508,0.8209,-2.7069,5.36
1.733944,-3.0650,0.5112,-0.4878,3.15
1.743946,-2.1262,0.6668,-0.6722,2.33
1.754792,-0.9900,1.2125,-0.8525,1.78
1.766056,1.1440,1.5938,-0.1062,1.96
1.774601,1.0969,1.6116,0.6531,2.06
1.791574,-0.0784,1.6972,0.7905,1.87
1.793835,-1.1243,1.9115,0.7480,2.34
1.803947,-2.7186,2.3278,0.0981,3.58
1.813666,-2.5145,2.3395,-0.6318,3.49
1.823634,-2.1125,1.5688,-0.4184,2.66
1.833838,-0.9161,0.9276,0.1853,1.32
1.844514,-0.4632,-0.1272,0.1706,0.51
1.854353,-0.8476,-0.5108,-0.8262,1.29
1.864156,-1.1164,0.0272,-1.0788,1.55
1.876374,-1.4688,0.8438,-0.8718,1.91
1.883747,-2.7846,2.7684,-3.3518,5.16
1.899966,-2.5064,1.6386,0.5224,3.04
1.903415,-4.9688,0.2100,-2.1793,5.43
1.913144,-5.4469,0.4326,-1.1789,5.59
1.923129,-4.3275,-0.1137,0.1857,4.33
1.933036,-2.8601,-0.6733,0.7890,3.04
1.946367,-1.5555,-1.3699,1.8959,2.81
1.953628,-0.6300,-1.8338,2.6833,3.31
1.967634,-0.4621,-1.9969,3.3356,3.92
1.972779,-1.9543,-1.5332,2.8369,3.77
1.985689,-2.0445,-0.8150,2.3939,3.25
1.999412,-0.6374,-0.8858,1.4691,1.83
2.003285,-0.1365,-0.9878,0.6730,1.20
2.012720,-0.7921,-0.3422,0.8118,1.18
2.022532,-0.8351,-0.6118,0.9351,1.39
2.032714,-0.2921,-0.2056,0.6022,0.70
2.042521,0.2343,0.7566,0.2212,0.82
2.054756,1.3560,1.9866,0.2448,2.42
2.062297,2.5101,2.7193,-0.2794,3.71
2.079634,3.3039,2.5424,-0.3844,4.19
2.083339,4.0811,2.0810,-1.1231,4.72
2.092262,3.9217,0.4411,-2.5019,4.67
