# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-02-07 17:58:54.897
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001443,0.5426,-0.2090,2.4621,2.53
0.013788,0.0798,-0.4743,2.1931,2.25
0.028830,-0.6678,-0.8995,1.8731,2.18
0.044566,-0.3693,-1.0410,0.2249,1.13
0.048502,0.1761,-0.8238,-0.2755,0.89
0.059404,0.9033,-0.6662,-0.9734,1.49
0.074444,1.6406,-0.7322,-1.2939,2.21
0.074703,2.3336,-0.9336,-1.2788,2.82
0.090057,3.0100,-1.1042,-0.6936,3.28
0.103992,3.4231,-1.4331,0.0998,3.71
0.104744,3.3224,-2.2243,0.7433,4.07
0.123811,3.2604,-3.1888,1.3334,4.75
0.124207,3.1489,-3.5180,2.9518,5.57
0.147421,2.5898,-3.5351,4.0047,5.94
0.147518,1.9922,-4.2085,3.2463,5.68
0.161315,2.0077,-5.1415,1.8381,5.82
0.167273,1.9951,-5.4645,0.1879,5.82
0.174009,2.0367,-5.4924,-1.4289,6.03
0.184114,3.2673,-5.4967,-2.4227,6.84
0.199504,5.1823,-4.8880,-2.1185,7.43
0.215072,5.5726,-3.6508,-2.7163,7.19
0.215225,4.8712,-3.0748,-3.2450,6.61
0.230394,3.2280,-3.1490,-3.4314,5.67
0.246062,0.9567,-3.3666,-3.8623,5.21
0.246148,-1.3432,-3.5562,-3.6672,5.28
0.253489,-2.5617,-3.7424,-2.2264,5.05
0.263623,-2.6030,-3.4157,-0.3174,4.31
0.277151,-1.4633,-2.7238,0.9713,3.24
0.292552,0.2014,-2.2782,3.0899,3.84
0.293564,0.4828,-1.8144,3.8368,4.27
0.307955,-0.2973,-1.3831,2.2859,2.69
0.323642,-1.9035,-1.3568,0.3361,2.36
0.326142,-3.0005,-1.5165,-1.3028,3.61
0.334164,-2.6343,-1.1710,-2.5673,3.86
0.343155,-1.5721,0.0831,-3.2638,3.62
0.357596,-0.7821,1.1797,-3.5114,3.79
0.363696,-0.6455,1.9913,-3.7507,4.30
0.397018,-1.4072,2.8539,-5.4513,6.31
0.412218,-5.1087,2.2577,-6.7546,8.76
0.423827,-1.6503,3.3766,-2.9468,4.78
0.432597,-0.1226,3.3153,-0.9680,3.46
0.444564,0.4570,2.7681,0.4785,2.85
0.453241,0.3723,1.8031,0.5298,1.92
0.463812,-0.4347,0.6728,0.4961,0.94
0.477218,-1.4724,0.1947,0.2471,1.51
0.492093,-1.0661,0.3528,-1.6990,2.04
0.492569,-0.2733,0.5234,-3.5459,3.59
0.506993,0.2851,0.6521,-4.3370,4.40
0.522487,1.4115,0.8632,-5.9725,6.20
0.522673,1.2581,0.9672,-6.6528,6.84
0.533413,-0.4586,-0.1148,-6.3606,6.38
0.542353,-1.8375,-1.0688,-5.8513,6.23
0.555549,-1.2655,-1.1798,-4.9164,5.21
0.562667,0.1569,-1.2348,-3.4912,3.71
0.572896,1.2339,-0.7168,-2.2521,2.67
0.588672,1.5203,-0.5958,0.1591,1.64
0.603695,0.3881,-0.3525,0.0384,0.53
0.603779,0.7535,1.5750,4.6651,4.98
0.611863,0.6508,-0.3647,2.0421,2.17
0.621686,2.1582,1.9907,-3.0682,4.25
0.634079,2.6940,2.5009,-1.4601,3.96
0.642688,0.3212,1.3970,-3.9232,4.18
0.651989,0.2408,1.8652,-4.2250,4.62
0.666766,0.8138,1.4619,-3.2699,3.67
0.681701,0.6162,0.0503,-0.7850,1.00
0.681769,2.5125,0.2394,1.1450,2.77
0.696618,2.8061,0.4671,2.1169,3.55
0.711923,1.9853,-0.2857,1.6252,2.58
0.711989,1.5288,0.2775,-0.7546,1.73
0.722146,1.3641,0.4541,-1.5242,2.10
0.732157,0.4709,0.1230,-1.0043,1.12
0.744775,-0.4706,0.0130,-0.8983,1.01
0.760281,-1.9258,0.0405,-0.9688,2.16
0.760676,-2.1165,0.4866,-0.7509,2.30
0.775402,-1.6188,0.6378,-1.2614,2.15
0.790961,-1.0245,0.3470,-1.4020,1.77
0.791081,-0.2616,-0.0519,-1.0874,1.12
0.801348,0.9065,-0.4181,-0.6064,1.17
0.811170,2.1574,-0.4323,-0.2435,2.21
0.822950,2.3502,0.1984,0.2028,2.37
0.831444,6.2181,1.8101,0.2349,6.48
0.841842,6.5862,1.8825,0.7592,6.89
0.856518,4.6924,1.0044,1.9734,5.19
0.870703,1.0957,0.2555,2.6034,2.84
0.885781,-2.6874,0.4743,1.6014,3.16
0.885893,-5.7026,0.3783,-0.1463,5.72
0.900811,-7.6726,-0.2988,-1.1926,7.77
0.900910,-7.8630,-1.1140,-0.6059,7.96
0.910652,-2.6542,-0.5524,-0.2710,2.72
0.921825,2.5401,0.6217,-0.7982,2.73
0.938006,1.9654,0.9707,1.7484,2.80
