timestamp,ax,ay,az,wx,wy,wz
22,0.64823,4.35805,8.81306,9.41467,5.49316,6.50024
45,0.46747,4.67647,7.434,-7.06481,15.9912,7.4768
67,0.18375,4.70401,7.65187,-13.96178,19.10399,9.61303
89,0.10116,4.69683,8.63469,-5.72204,12.87841,10.65063
111,-0.1239,4.59028,8.86693,4.83703,4.88281,15.10619
132,-0.04369,4.80456,8.08282,0.93079,8.97216,18.40208
154,-0.01018,4.94462,7.84101,-6.21032,19.53123,22.18626
176,0.19932,4.92667,7.99783,-12.55797,27.40476,24.38353
197,0.19812,4.82491,8.36534,-13.04626,23.92576,24.38353
219,0.15024,4.71598,8.75799,-8.34655,14.34325,23.83421
241,0.14305,4.61423,8.74003,-8.16345,8.30077,22.85765
262,0.28311,4.625,8.55688,-11.94762,8.54492,22.12523
285,0.33579,4.56754,8.52096,-14.08385,13.61083,21.45384
307,0.35733,4.51965,8.84418,-9.20104,18.85985,20.1721
329,0.29868,4.46339,9.08839,-0.28992,18.4326,19.50072
351,-0.03651,4.43107,8.61075,4.16565,12.39013,18.9514
374,0.0018,4.50649,8.12951,0.2594,10.19286,18.15795
396,-0.19333,4.50888,8.02417,-4.86755,11.2915,19.92796
417,-0.19094,4.55557,8.22049,-6.5155,14.40429,21.0266
439,-0.14784,4.56754,8.31147,-5.90515,18.31053,23.52904
464,-0.31783,4.72675,8.52336,-3.89099,20.20262,27.67942
490,-0.48303,4.85843,8.23965,-11.45934,19.34813,30.85325
514,-0.54767,4.59387,8.16543,-22.32359,16.54052,39.39816
538,-0.11193,4.98174,8.47906,-25.86363,23.31541,40.98508
562,-0.19453,4.65373,8.66103,-15.42662,25.75682,45.25753
584,-0.69252,4.46818,9.12789,-1.9989,30.88377,56.54903
608,-1.00257,4.90033,8.93636,7.27844,29.17478,60.57735
633,-0.06883,4.91949,8.39527,13.68712,29.41892,53.31417
658,-0.13228,4.89315,8.51378,6.85119,41.50388,47.69894
683,-0.00299,5.07152,8.65743,-0.9613,48.88913,43.73166
706,-0.33339,5.09187,9.17338,1.17493,55.66402,36.52951
729,-0.06764,5.83048,8.65624,-2.42615,50.72018,18.40208
763,-0.63506,5.69162,9.36731,2.57873,41.80905,7.90405
788,-0.49979,5.32171,9.98023,-4.37927,35.70554,6.13403
813,-1.38086,4.2132,10.64462,9.10949,6.34765,18.09691
840,-1.29227,3.82773,10.37288,32.79111,-22.39989,28.1677
865,-0.61471,3.9642,9.94911,39.32187,-25.87889,32.25706
893,0.03292,4.30537,7.17303,29.19004,-33.69138,29.81565
918,-0.54887,4.27066,6.82707,5.02014,-11.59667,27.55735
945,-0.69013,4.13778,6.22492,-25.68052,37.35349,27.43528
970,-1.74238,3.47578,5.60961,-37.94858,48.88913,38.72678
996,-1.63105,3.47459,5.96396,-49.118,33.56931,50.20138
1021,-0.80266,2.34093,7.2257,-63.15608,33.87449,57.5256
1048,2.63901,3.63619,7.85897,-46.12729,3.17383,31.15842
1074,2.47261,3.20165,7.6794,-34.53062,-29.41892,6.31713
1100,2.16017,2.95265,7.51899,-40.7562,-49.49947,-7.72094
1126,1.84653,2.53845,8.35217,-31.60093,-59.26509,-8.75854
1152,0.62429,1.91237,8.31985,-11.58141,-72.20454,2.83813
1176,1.4036,2.37325,6.40808,-15.5487,-100.21965,2.34985
1202,2.32896,2.55042,4.9548,-21.4691,-153.56435,-2.28882
1227,3.21362,0.68893,6.06691,-19.51598,-168.2738,5.70678
1252,3.0161,0.43993,5.43244,-27.26744,-167.29723,18.28002
1277,1.61668,-0.29628,3.86424,-24.33775,-231.87238,53.43624
1302,0.67457,-1.97222,1.61489,-29.83091,-351.98947,95.06219
1329,8.17799,-1.56401,7.96072,-16.22008,-315.79565,97.13738
1355,6.46734,-2.68929,8.12951,-13.77868,-222.83919,117.70621
1381,3.78463,-3.80499,4.96438,-35.69028,-228.21028,180.57237
1408,11.79683,-3.64816,4.67588,-59.49397,-256.2254,181.24376
1434,13.55896,-3.40276,8.45153,-39.47446,-214.66048,160.9801
1458,11.19229,-4.59747,10.14543,-24.58189,-160.21716,177.64268
1485,10.53748,-4.5005,9.2907,-24.03258,-113.1591,194.48837
1512,12.77127,-5.52761,7.17303,-24.58189,-112.36564,207.61093
1538,16.19139,-4.40832,7.81108,0.68664,-137.69521,180.2672
1565,17.53813,-3.25073,9.69293,34.80527,-97.47307,146.45375
1591,14.69741,-2.13623,9.20331,66.97078,0.85449,114.47134
1617,13.95879,-2.17932,6.06212,71.91462,33.26413,86.27313
1644,12.95682,-2.3553,2.9317,72.28083,-3.2959,64.84981
1670,11.30841,-3.10708,1.61489,65.01765,-18.92089,44.95236
1697,10.87506,-3.32854,1.83875,53.66512,-6.83593,30.426
1724,11.25813,-3.18249,0.46926,32.79111,21.11815,10.34545
1747,12.60607,-2.76949,-0.4118,11.97814,30.39548,-30.48704
2237,9.58339,-2.32297,4.59447,87.29546,48.21774,-39.82541
2274,2.88082,-3.40994,0.06943,10.39123,81.72601,52.45968
2300,9.50678,-2.96821,3.40455,-18.96666,-43.88425,43.60958
2322,9.30327,-3.31058,10.74518,52.38338,-67.44379,33.59983
2350,7.82724,-4.96138,9.10036,141.86086,-48.70602,38.66574
2390,3.37044,-7.1042,-0.4525,141.79982,-45.8984,114.16618
2424,14.1611,-4.39276,0.6608,82.22955,-95.82512,87.37176
2542,7.79732,-6.53797,-0.77812,-71.51789,72.93696,26.7639
2567,7.3077,-5.9047,1.71664,-61.69124,86.18158,30.426
2594,7.95294,-4.54001,0.60094,-65.29231,64.08687,32.74534
2615,8.60177,-3.33213,0.8272,-71.701,46.26461,32.8674
2637,14.01386,-0.71407,3.75411,-57.60189,40.58835,4.42505
2658,16.1028,0.71646,3.21422,-51.55941,60.42476,-31.64671
2679,15.02421,1.0732,1.1133,-67.18439,107.84904,-60.1501
2700,14.63755,1.68372,-0.23583,-89.40118,99.30413,-81.81757
2724,14.44242,0.96786,8.53174,-13.90075,84.53363,-100.79948
2745,14.01745,1.68612,6.4428,10.08605,38.69626,-113.49479
2768,8.88907,1.11151,-3.85945,-68.46614,-2.19726,-72.60126
2792,8.40425,0.57401,-1.10014,-53.6346,18.85985,-49.28585
2814,11.92013,0.63267,3.77566,-24.58189,7.50732,-71.4416
2835,10.60691,-0.58359,6.5649,-1.02234,23.25438,-67.16914
2856,1.38924,-2.3529,-1.18752,-23.11705,44.18942,-32.92844
2877,1.72682,-1.93152,-1.38744,-22.5067,-6.40869,-2.65503
2899,7.02279,-0.80146,0.06464,-0.71716,-154.84607,-3.87573
2920,8.52276,-1.59753,2.77488,15.45714,-167.84656,0.76294
2942,12.03505,-0.83977,2.07817,-5.35583,-61.09615,-18.40208
2964,10.1149,-1.33896,0.97683,-6.39343,-23.43748,-25.54319
2985,5.63535,-3.80858,-1.27252,-15.30455,-3.2959,15.96068
3008,5.59944,-6.19679,-0.76255,-11.33727,-17.63915,43.85373
3029,9.77253,-6.73429,2.17274,26.80967,-182.92223,42.51096
3052,7.83203,-5.65451,9.37569,69.47321,-167.29723,66.925
3074,9.21109,-3.10348,-3.553,41.33603,-133.36171,54.53487
3097,7.86316,-3.22798,-3.90135,-15.42662,-60.72994,76.69061
3119,10.47284,-3.7559,-4.05578,-65.17023,-57.55611,69.42744
3140,12.26609,-2.22002,1.55384,-76.88898,-49.86568,48.98067
3163,14.11202,-1.29945,6.3997,-5.41687,-45.16598,-5.58471
3185,17.33701,-0.35374,3.46441,22.47618,1.83105,-86.70037
3207,17.88888,0.42078,-1.12049,-5.4779,153.44226,-154.51038
3229,8.99801,-1.64901,-2.8922,-19.88219,164.30652,-111.90788
3250,-4.61183,-3.46261,-3.29442,-22.38463,59.50923,-37.32297
3275,5.4522,-1.15221,-4.32513,-14.5111,52.24605,-67.65742
3298,8.64726,-1.4455,-2.41814,14.78576,34.54588,-67.1081
3320,7.80809,-0.92715,-4.83748,8.31603,-28.5034,-39.94748
3344,4.28383,-0.6195,-5.10085,-24.03258,-46.02047,27.31321
3370,3.06757,-1.58077,-6.32668,-101.05888,-25.81785,115.69205
3398,16.51221,-2.78146,5.26246,-54.55013,-84.10638,113.18961
3424,16.90247,-3.02208,4.86262,31.99766,-123.29092,95.85564
3450,13.98513,-4.42748,2.57736,70.20564,-121.03262,94.45183
3476,6.09504,-7.94217,1.64123,58.18172,-91.06438,118.13346
3501,6.73908,-6.52719,2.37265,22.84239,-11.16943,118.92691
3525,9.48523,-6.50205,2.86107,12.89367,40.40524,90.72869
3550,12.48038,-7.99244,4.42089,49.08749,52.85641,25.7263
3576,10.65599,-7.27658,1.44131,75.57673,36.56003,-22.91868
3601,8.13011,-7.59261,0.59975,90.22515,39.61179,-42.81613
3624,2.86766,-6.88393,-0.27533,83.32819,55.84713,17.30345
3650,-0.68055,-4.4179,-2.10211,53.35994,47.79049,112.76237
3678,6.0711,-3.45663,-3.07775,7.88879,48.88913,181.67101
3704,6.78337,-5.21637,-1.88304,-11.09313,78.85736,202.66708
3728,7.04554,-6.12976,-0.72903,-20.49254,128.53993,202.36191
3753,6.46015,-6.92942,-0.14485,-24.39878,160.15613,193.38974
3778,6.90787,-7.27418,-0.77452,-38.37582,147.33875,167.99915
3805,8.52156,-7.16285,-3.79481,-64.13264,-32.77586,84.25897
3832,6.87315,-8.31566,1.96205,-18.78355,-13.61083,70.77021
3859,8.00561,-8.23905,2.11288,-17.07457,45.04391,65.64326
3887,9.38228,-8.5886,0.9924,-35.62925,60.85201,34.45432
3913,9.75697,-7.51121,0.47166,-35.87339,30.39548,32.13498
