timestamp,ax,ay,az,wx,wy,wz
23,1.37008,2.56,9.04769,-6.5155,1.34277,-2.28882
45,1.32459,2.63183,8.69933,-10.84899,-1.2207,-3.69262
70,1.3629,2.55401,8.67898,-16.15905,-3.41797,-4.91333
94,1.77111,2.24875,9.48104,-16.89147,0.42725,-7.4768
118,1.51493,2.13623,9.81024,-12.98522,9.39941,-7.41577
141,1.2408,2.08595,9.35654,-12.92418,11.84081,-4.66919
165,1.37367,2.29065,8.98544,-14.63317,7.08007,-5.15747
193,1.18453,2.33854,8.53174,-16.22008,2.07519,-1.5564
217,1.91117,2.38522,8.96748,-22.44566,11.35253,-6.56127
242,2.12306,2.53127,9.14824,-22.75084,7.26318,-14.67894
267,2.2691,2.04525,9.49899,-13.77868,-1.64795,-20.05003
292,2.00933,0.62549,8.99502,-9.07897,-8.66699,-15.41137
319,0.65182,-0.26396,9.66539,6.48498,-13.18358,8.81957
348,-1.60112,-0.88526,10.37767,20.21788,48.95016,71.86884
373,-0.62908,-1.26234,5.95438,-23.17808,112.91496,123.99282
398,0.99778,-1.13186,-0.41659,-80.55109,3.41797,138.45815
431,6.77739,-0.61232,4.4999,-158.55396,-39.85593,87.98211
456,4.2946,-0.43036,6.48829,-198.71506,12.32909,51.66622
480,2.65936,0.51775,8.64546,-180.89281,49.31637,22.91868
506,2.58275,-1.29826,9.22366,-175.6438,59.50923,-1.61743
530,-1.26593,-4.22038,7.79313,-193.09982,42.35837,-9.00268
558,-5.22235,-5.39593,10.40281,-222.03047,71.47211,39.03195
583,-6.39551,-5.64253,14.37479,-211.71553,124.99991,75.53095
608,-6.91026,-5.67007,15.98728,-238.38789,220.27571,100.79948
636,-10.95407,-7.71831,13.6685,-283.00455,286.01053,140.41127
662,-11.9333,-9.77134,14.56872,-274.8869,275.69559,192.29112
687,-8.57783,-7.12814,17.89905,-105.39238,163.45203,189.60558
712,-6.32488,-4.3784,16.89109,-16.83043,202.45346,179.59581
