# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-02-10 19:23:16.144
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001634,0.7982,-0.1984,0.4671,0.95
0.011222,0.1806,-0.3551,-0.6330,0.75
0.022093,0.0825,-0.4069,-1.4074,1.47
0.040499,0.1434,-0.3318,-1.8282,1.86
0.048009,-0.0450,-0.3824,-1.9517,1.99
0.053535,-0.1588,-0.3708,-1.8896,1.93
0.064620,0.1900,-0.0926,-1.3305,1.35
0.075843,0.5465,0.0471,-0.9395,1.09
0.081115,0.5681,0.1551,-0.9437,1.11
0.091195,0.8731,0.3233,-1.2117,1.53
0.106088,1.8819,-0.4698,-1.7329,2.60
0.121635,1.3201,-0.2490,-0.4316,1.41
0.134557,0.7455,-0.5263,-0.3685,0.98
0.144165,0.7436,-0.8302,-0.7506,1.34
0.153614,0.7792,-1.2027,-1.2180,1.88
0.164747,0.7961,-1.1377,-1.6592,2.16
0.165543,1.8570,-1.0206,-2.5498,3.32
0.177944,2.6517,-0.9994,-3.0156,4.14
0.187317,2.6383,-0.5420,-3.1701,4.16
0.198354,2.9372,-0.0723,-3.5602,4.62
0.209250,2.9072,-0.0719,-3.8518,4.83
0.220295,2.4835,-0.2788,-3.6806,4.45
0.225280,1.9792,-0.9643,-3.2253,3.91
0.235461,1.2649,-1.6036,-2.6960,3.38
0.245241,0.9715,-2.1025,-2.6530,3.52
0.255813,0.6784,-2.3343,-2.8782,3.77
0.265848,0.5148,-2.4154,-3.3121,4.13
0.276556,0.6090,-2.2997,-3.5376,4.26
0.287919,0.7620,-1.9084,-3.2414,3.84
0.298708,1.0906,-1.3775,-3.0710,3.54
0.309744,1.7389,-0.9639,-2.4362,3.14
0.315163,1.6880,-1.2054,-2.3564,3.14
0.324724,1.0852,-2.0967,-1.6454,2.88
0.334798,1.0038,-2.6127,-1.9433,3.41
0.345046,0.8725,-2.8893,-2.6617,4.02
0.354935,0.2771,-2.6259,-3.4152,4.32
0.365268,-0.4283,-1.5427,-3.8558,4.17
0.376376,-1.2728,0.2092,-3.0357,3.30
0.389542,-2.0048,1.4314,-2.1292,3.26
0.399078,-3.1562,0.0512,-2.5299,4.05
0.404029,-1.9136,-3.3095,-4.1207,5.62
0.414804,-0.8778,-5.0938,-2.9283,5.94
0.429740,-1.6815,-5.2259,-0.7202,5.54
0.446012,-1.9929,-4.9187,-0.4540,5.33
0.446235,-1.4836,-4.6069,-1.0858,4.96
0.458938,-0.4287,-4.2157,-1.7344,4.58
0.469920,-0.2994,-3.9718,-2.1921,4.55
0.481031,-0.5186,-4.0469,-2.4651,4.77
0.493401,-0.4866,-4.2412,-1.5536,4.54
0.493654,-0.3851,-4.3687,-0.0981,4.39
0.507875,-0.4121,-4.4771,1.1069,4.63
0.513695,-0.3820,-4.7191,0.9495,4.83
0.523697,0.7186,-4.2715,2.1225,4.82
0.534050,1.9077,-2.9966,3.0321,4.67
0.544293,2.4917,-2.1243,2.8193,4.32
0.555191,2.7011,-2.1065,2.8629,4.46
0.566076,2.7322,-2.1294,3.4981,4.92
0.577656,2.8228,-1.7824,4.0389,5.24
0.588862,3.1278,-1.5133,4.1955,5.45
0.594115,3.6350,-1.0767,4.4143,5.82
0.603301,4.2424,-0.1753,4.7971,6.41
0.613265,4.7960,0.9053,4.7996,6.85
0.623527,6.0677,1.1917,3.5969,7.15
0.638360,7.3455,1.7710,3.4087,8.29
0.648311,8.2334,2.6760,3.0030,9.16
0.657838,8.6307,3.3501,2.4117,9.57
0.666140,9.6453,4.2844,2.1054,10.76
0.677470,10.4051,5.1431,1.4090,11.69
0.690077,10.3625,5.7087,0.2380,11.83
0.699804,9.9417,6.2627,-0.7803,11.78
0.710485,9.8006,6.8895,-1.7169,12.10
