# Target Sample Rate: 500 Hz
# Max Device Sample Rate: 500 Hz
# Recording started at: 2026-02-10 21:11:33.487
time,ωₓ (rad/s),ωᵧ (rad/s),ωᶻ (rad/s),ω_total (rad/s)
0.286194,-0.530,-2.255,0.640,2.403
0.288830,-0.594,-2.509,0.827,2.708
0.290676,-0.604,-2.569,0.879,2.781
0.297292,-0.611,-2.621,0.935,2.849
0.300782,-0.605,-2.685,1.163,2.988
0.309479,-0.594,-2.666,1.220,2.991
0.312457,-0.512,-2.400,1.479,2.865
0.319684,-0.487,-2.342,1.523,2.836
0.322523,-0.358,-2.177,1.681,2.774
0.324677,-0.323,-2.149,1.713,2.767
0.330609,-0.284,-2.136,1.739,2.769
0.332657,-0.154,-2.258,1.767,2.871
0.342135,-0.038,-2.248,1.769,2.861
0.344447,0.240,-2.243,1.692,2.820
0.346409,0.314,-2.203,1.660,2.776
0.352969,0.378,-2.162,1.623,2.730
0.356225,0.487,-2.016,1.427,2.518
0.364419,0.477,-2.006,1.374,2.478
0.366694,0.430,-2.037,1.241,2.424
0.368404,0.406,-1.986,1.215,2.364
0.375429,0.363,-1.918,1.189,2.286
0.378275,0.097,-1.455,1.099,1.826
0.380277,0.017,-1.303,1.088,1.698
0.386708,-0.063,-1.154,1.082,1.584
0.388830,-0.275,-0.741,1.091,1.347
0.397743,-0.378,-0.509,1.120,1.287
0.400356,-0.480,-0.189,1.188,1.295
0.402024,-0.489,-0.138,1.199,1.303
0.409376,-0.491,-0.093,1.208,1.307
0.411912,-0.431,0.056,1.210,1.286
0.419984,-0.398,0.085,1.206,1.273
0.422025,-0.193,0.215,1.189,1.223
0.424024,-0.127,0.249,1.184,1.216
0.431330,-0.057,0.286,1.179,1.215
0.434029,0.212,0.508,1.176,1.298
0.435940,0.242,0.643,1.185,1.369
0.439971,0.247,0.803,1.203,1.467
0.452506,0.240,0.932,1.234,1.564
0.455994,0.311,0.628,1.365,1.534
0.458513,0.317,0.650,1.381,1.559
0.468192,0.314,0.688,1.405,1.596
0.474174,0.222,1.018,1.594,1.904
0.474372,0.196,1.117,1.638,1.993
0.475631,0.168,1.213,1.684,2.082
0.477732,0.102,1.364,1.765,2.233
0.479998,0.066,1.403,1.792,2.277
0.485652,0.031,1.424,1.803,2.298
0.489840,-0.119,1.352,1.758,2.221
0.491760,-0.155,1.309,1.735,2.179
0.497168,-0.189,1.251,1.711,2.128
0.499885,-0.273,1.025,1.651,1.963
0.501953,-0.295,0.923,1.641,1.905
0.508728,-0.315,0.804,1.629,1.843
0.512878,-0.361,0.125,1.614,1.658
0.513604,-0.364,-0.078,1.622,1.665
0.518695,-0.358,-0.278,1.632,1.694
0.518825,-0.345,-0.478,1.645,1.747
0.519492,-0.329,-0.693,1.666,1.834
0.521320,-0.306,-0.915,1.691,1.946
0.523423,-0.279,-1.128,1.719,2.075
0.530222,-0.252,-1.303,1.752,2.198
0.533209,-0.140,-1.851,1.906,2.660
0.535226,-0.113,-2.045,1.935,2.817
0.541307,-0.085,-2.240,1.963,2.980
0.543388,-0.016,-2.821,1.979,3.446
0.545393,0.002,-3.017,1.965,3.601
0.547411,0.018,-3.207,1.948,3.752
0.553080,0.034,-3.374,1.924,3.884
0.553191,0.049,-3.517,1.893,3.994
0.553582,0.062,-3.629,1.859,4.078
0.555364,0.076,-3.703,1.818,4.126
0.557404,0.085,-3.747,1.777,4.148
0.563924,0.095,-3.774,1.733,4.154
0.567332,0.138,-3.775,1.552,4.084
0.569670,0.146,-3.774,1.503,4.065
0.574832,0.156,-3.755,1.463,4.032
0.577480,0.140,-3.704,1.400,3.963
0.579456,0.126,-3.695,1.403,3.954
0.585636,0.108,-3.683,1.414,3.947
0.587728,0.028,-3.669,1.492,3.961
0.591150,-0.024,-3.684,1.565,4.003
0.597030,-0.044,-3.695,1.603,4.028
0.599399,-0.053,-3.779,1.733,4.158
0.601698,-0.034,-3.822,1.780,4.216
0.608607,-0.007,-3.876,1.828,4.285
0.611362,0.170,-4.215,2.006,4.671
0.613356,0.216,-4.340,2.042,4.802
0.619525,0.272,-4.450,2.077,4.919
0.623127,0.501,-4.824,2.220,5.334
0.625214,0.551,-4.918,2.262,5.441
0.630550,0.592,-5.029,2.300,5.561
0.633379,0.651,-5.467,2.395,6.004
0.635077,0.664,-5.578,2.420,6.117
0.641284,0.669,-5.675,2.446,6.216
0.644984,0.680,-5.926,2.534,6.480
0.647080,0.678,-5.960,2.553,6.519
0.652721,0.671,-5.994,2.569,6.556
0.655099,0.652,-6.064,2.611,6.634
0.656922,0.638,-6.101,2.625,6.673
0.664018,0.615,-6.159,2.655,6.735
0.666988,0.596,-6.276,2.809,6.902
0.668983,0.615,-6.286,2.866,6.935
0.675126,0.641,-6.289,2.926,6.966
0.677138,0.751,-6.270,3.117,7.042
0.680837,0.841,-6.242,3.230,7.078
0.686812,0.890,-6.227,3.278,7.093
0.689165,1.021,-6.181,3.380,7.119
0.697686,1.101,-6.116,3.421,7.094
0.700679,1.224,-5.846,3.416,6.880
0.702653,1.234,-5.760,3.412,6.808
0.709059,1.227,-5.673,3.412,6.733
0.712745,1.121,-5.319,3.433,6.430
0.721325,1.078,-5.236,3.444,6.359
0.724443,0.862,-4.811,3.496,6.010
0.732684,0.813,-4.748,3.505,5.957
0.736282,0.656,-4.517,3.593,5.809
0.738607,0.645,-4.557,3.618,5.854
0.740479,0.641,-4.580,3.647,5.890
0.742835,0.649,-4.590,3.679,5.918
0.744550,0.662,-4.593,3.712,5.943
0.746743,0.682,-4.602,3.747,5.974
0.749464,0.711,-4.615,3.780,6.008
0.765148,0.745,-4.622,3.806,6.033
0.768314,1.064,-4.369,3.810,5.894
0.770236,1.092,-4.312,3.788,5.842
0.774815,1.114,-4.236,3.765,5.776
0.774938,1.136,-4.154,3.734,5.700
0.776054,1.158,-4.063,3.699,5.615
0.778423,1.179,-3.962,3.666,5.525
0.780276,1.195,-3.858,3.634,5.433
0.786245,1.206,-3.750,3.607,5.341
0.789890,1.191,-3.298,3.560,4.997
0.792195,1.177,-3.188,3.561,4.922
0.798055,1.161,-3.084,3.564,4.855
0.800092,1.107,-2.762,3.582,4.657
0.802125,1.094,-2.655,3.586,4.594
0.809546,1.085,-2.553,3.591,4.538
0.812262,1.091,-2.176,3.578,4.328
0.814533,1.104,-2.101,3.567,4.284
0.819582,1.122,-2.037,3.549,4.244
0.822137,1.145,-2.032,3.513,4.217
0.824125,1.162,-2.030,3.496,4.207
0.826096,1.189,-2.030,3.472,4.194
0.830668,1.218,-2.031,3.442,4.178
0.830786,1.246,-2.038,3.401,4.157
0.832037,1.276,-2.043,3.353,4.129
0.834032,1.303,-2.014,3.307,4.085
0.835978,1.332,-1.983,3.263,4.044
0.842868,1.364,-1.952,3.215,4.001
0.845930,1.484,-1.752,3.017,3.791
0.848054,1.498,-1.678,2.961,3.719
0.853782,1.510,-1.593,2.903,3.639
0.856036,1.515,-1.302,2.707,3.364
0.857963,1.506,-1.200,2.637,3.265
0.864499,1.492,-1.104,2.566,3.167
0.868161,1.386,-0.744,2.291,2.779
0.869908,1.353,-0.678,2.221,2.688
0.876293,1.322,-0.611,2.156,2.602
0.878278,1.226,-0.421,1.966,2.355
0.881820,1.166,-0.314,1.846,2.206
0.887494,1.136,-0.267,1.789,2.135
0.889463,1.061,-0.142,1.613,1.936
0.897399,1.017,-0.072,1.493,1.809
0.899577,0.957,0.024,1.292,1.608
0.901617,0.933,0.057,1.219,1.536
0.903692,0.911,0.087,1.139,1.461
0.908221,0.887,0.115,1.060,1.387
0.908446,0.867,0.145,0.978,1.315
0.909871,0.847,0.184,0.895,1.246
0.911938,0.810,0.246,0.811,1.172
0.913715,0.730,0.379,0.729,1.099
0.920106,0.616,0.527,0.635,1.029
0.923540,0.158,0.644,0.284,0.721
0.925707,0.074,0.656,0.208,0.692
0.931463,0.010,0.633,0.128,0.646
0.933993,-0.233,0.727,-0.104,0.771
0.935675,-0.312,0.775,-0.186,0.856
0.942513,-0.378,0.790,-0.276,0.918
0.945753,-0.496,0.799,-0.606,1.119
0.947522,-0.541,0.835,-0.669,1.199
0.953148,-0.580,0.853,-0.730,1.264
0.955607,-0.692,0.885,-0.900,1.440
0.957580,-0.730,0.878,-0.951,1.486
0.959575,-0.768,0.860,-0.995,1.523
0.964141,-0.799,0.833,-1.032,1.548
0.964241,-0.823,0.793,-1.061,1.560
0.965358,-0.849,0.749,-1.084,1.568
0.967556,-0.867,0.703,-1.096,1.564
0.969677,-0.883,0.651,-1.100,1.554
0.975592,-0.894,0.596,-1.100,1.538
0.977632,-0.900,0.445,-1.091,1.482
0.981351,-0.909,0.365,-1.065,1.447
0.986742,-0.910,0.320,-1.057,1.431
0.989641,-0.921,0.191,-1.040,1.402
0.991218,-0.927,0.144,-1.043,1.403
0.998244,-0.930,0.097,-1.049,1.405
1.001452,-0.936,-0.115,-1.111,1.457
1.003484,-0.933,-0.170,-1.137,1.480
1.009082,-0.930,-0.226,-1.162,1.506
1.011393,-0.910,-0.380,-1.240,1.584
1.013389,-0.904,-0.421,-1.263,1.610
1.015268,-0.895,-0.454,-1.286,1.631
1.020716,-0.887,-0.483,-1.306,1.651
1.020847,-0.877,-0.510,-1.326,1.669
1.022262,-0.862,-0.535,-1.348,1.687
1.023600,-0.845,-0.556,-1.364,1.697
1.025256,-0.819,-0.574,-1.378,1.703
1.031724,-0.792,-0.594,-1.395,1.711
1.034995,-0.669,-0.602,-1.454,1.710
1.037138,-0.664,-0.590,-1.457,1.706
1.043052,-0.660,-0.572,-1.456,1.698
1.045048,-0.682,-0.478,-1.434,1.658
1.054313,-0.718,-0.403,-1.401,1.625
1.057050,-0.846,-0.249,-1.291,1.563
1.059034,-0.887,-0.205,-1.259,1.554
1.064674,-0.935,-0.159,-1.227,1.551
1.066961,-1.074,-0.009,-1.136,1.563
1.068904,-1.112,0.041,-1.111,1.572
1.070975,-1.149,0.090,-1.087,1.584
1.075550,-1.181,0.138,-1.064,1.596
1.075641,-1.209,0.181,-1.040,1.605
1.077585,-1.230,0.217,-1.015,1.610
1.078917,-1.245,0.254,-0.992,1.612
1.080828,-1.257,0.286,-0.967,1.612
1.086948,-1.262,0.308,-0.944,1.606
1.089192,-1.266,0.357,-0.872,1.579
1.092842,-1.259,0.365,-0.839,1.557
1.097750,-1.248,0.356,-0.827,1.539
1.100802,-1.210,0.306,-0.813,1.489
1.102934,-1.192,0.272,-0.815,1.469
1.109268,-1.176,0.240,-0.816,1.451
1.112891,-1.106,0.069,-0.834,1.387
1.114850,-1.084,0.017,-0.843,1.373
1.120561,-1.062,-0.038,-0.847,1.359
1.122683,-0.991,-0.206,-0.851,1.322
1.124604,-0.965,-0.264,-0.848,1.311
1.131479,-0.938,-0.322,-0.842,1.301
1.134580,-0.814,-0.533,-0.793,1.255
1.136605,-0.779,-0.579,-0.776,1.242
1.142663,-0.742,-0.619,-0.756,1.228
1.146383,-0.577,-0.747,-0.669,1.157
1.148455,-0.530,-0.775,-0.647,1.140
1.153518,-0.483,-0.803,-0.624,1.126
1.156468,-0.340,-0.883,-0.556,1.097
1.158413,-0.293,-0.909,-0.537,1.096
1.166438,-0.246,-0.938,-0.519,1.100
1.168508,-0.058,-1.037,-0.456,1.134
1.170522,-0.015,-1.056,-0.443,1.146
1.178024,0.029,-1.072,-0.428,1.155
1.180222,0.188,-1.107,-0.360,1.179
1.182305,0.222,-1.108,-0.343,1.181
1.187128,0.254,-1.107,-0.319,1.180
1.187265,0.280,-1.104,-0.294,1.176
1.188211,0.306,-1.101,-0.270,1.174
1.190206,0.329,-1.098,-0.242,1.171
1.192181,0.350,-1.096,-0.214,1.170
1.198232,0.372,-1.092,-0.191,1.170
1.200584,0.421,-1.084,-0.123,1.169
1.204292,0.454,-1.080,-0.089,1.175
1.208784,0.470,-1.079,-0.076,1.179
1.212275,0.522,-1.071,-0.040,1.192
1.214575,0.537,-1.073,-0.028,1.200
1.220710,0.554,-1.072,-0.014,1.207
1.224092,0.623,-1.078,0.039,1.245
1.226391,0.638,-1.079,0.054,1.254
1.231839,0.651,-1.074,0.069,1.258
1.234451,0.684,-1.048,0.120,1.257
1.236225,0.691,-1.034,0.138,1.251
1.242433,0.702,-1.016,0.160,1.245
1.246092,0.722,-0.931,0.233,1.201
1.248069,0.727,-0.908,0.248,1.189
1.253793,0.728,-0.886,0.262,1.176
1.256355,0.726,-0.819,0.290,1.132
1.257929,0.719,-0.794,0.294,1.111
1.259994,0.714,-0.771,0.296,1.091
1.264707,0.706,-0.748,0.299,1.072
1.264854,0.698,-0.726,0.297,1.050
1.265901,0.686,-0.704,0.293,1.026
1.267862,0.676,-0.683,0.291,1.004
1.270001,0.662,-0.662,0.288,0.979
1.275967,0.647,-0.641,0.279,0.952
1.278361,0.585,-0.585,0.230,0.859
1.281844,0.535,-0.550,0.192,0.791
1.287240,0.508,-0.534,0.170,0.757
1.289931,0.425,-0.494,0.101,0.659
1.291817,0.396,-0.480,0.078,0.627
1.298342,0.369,-0.467,0.056,0.598
1.301866,0.256,-0.398,-0.029,0.474
1.304029,0.231,-0.380,-0.047,0.447
1.309711,0.207,-0.364,-0.066,0.424
1.311977,0.135,-0.321,-0.128,0.371
1.313762,0.116,-0.309,-0.152,0.364
1.316028,0.094,-0.299,-0.176,0.359
1.321028,0.076,-0.291,-0.200,0.362
1.321102,0.058,-0.283,-0.226,0.366
1.323653,0.029,-0.268,-0.281,0.389
1.325801,0.015,-0.266,-0.307,0.406
1.332215,0.003,-0.263,-0.336,0.426
1.336161,-0.040,-0.265,-0.434,0.510
1.345532,-0.049,-0.265,-0.456,0.529
1.349508,-0.104,-0.292,-0.576,0.655
1.355471,-0.109,-0.298,-0.592,0.672
1.357548,-0.125,-0.304,-0.644,0.723
1.365480,-0.133,-0.312,-0.679,0.758
1.369395,-0.150,-0.337,-0.756,0.842
1.371323,-0.152,-0.346,-0.780,0.866
1.375964,-0.156,-0.353,-0.800,0.888
1.379368,-0.167,-0.373,-0.868,0.960
1.381225,-0.171,-0.380,-0.889,0.982
1.390241,-0.172,-0.380,-0.909,1.000
1.393376,-0.169,-0.352,-0.989,1.063
1.400531,-0.167,-0.338,-0.998,1.067
1.403285,-0.154,-0.260,-1.021,1.064
1.411664,-0.152,-0.242,-1.021,1.060
1.413759,-0.151,-0.249,-0.994,1.036
1.422952,-0.142,-0.206,-0.994,1.025
1.425211,-0.093,-0.093,-0.996,1.005
1.427086,-0.077,-0.061,-0.997,1.002
1.434078,-0.061,-0.035,-0.999,1.002
1.437010,0.013,0.026,-1.005,1.005
1.444974,0.034,0.024,-1.002,1.003
1.447988,0.093,-0.029,-0.973,0.977
1.449074,0.136,-0.085,-0.943,0.956
1.457587,0.158,-0.118,-0.925,0.945
1.460798,0.291,-0.291,-0.835,0.931
1.468219,0.322,-0.322,-0.816,0.934
1.470668,0.449,-0.397,-0.751,0.961
1.481778,0.482,-0.396,-0.736,0.965
1.491071,0.693,-0.322,-0.680,1.022
1.501992,0.824,-0.224,-0.663,1.081
1.504506,0.869,-0.061,-0.684,1.108
1.513749,0.868,-0.023,-0.695,1.112
1.517190,0.851,0.170,-0.751,1.148
1.519994,0.848,0.207,-0.757,1.156
1.520489,0.846,0.242,-0.762,1.164
1.522787,0.844,0.273,-0.766,1.172
1.524538,0.847,0.300,-0.764,1.179
1.526468,0.854,0.325,-0.757,1.187
1.532395,0.863,0.345,-0.750,1.194
1.534680,0.905,0.368,-0.715,1.210
1.536438,0.924,0.368,-0.701,1.217
1.538806,0.947,0.363,-0.684,1.223
1.540567,0.967,0.353,-0.667,1.227
1.544384,1.013,0.327,-0.629,1.236
1.546480,1.039,0.313,-0.610,1.245
1.548319,1.063,0.301,-0.593,1.254
1.561386,1.086,0.290,-0.576,1.263
1.564411,1.188,0.174,-0.545,1.319
1.566385,1.190,0.155,-0.549,1.320
1.568280,1.204,0.115,-0.545,1.327
1.570306,1.258,0.005,-0.510,1.358
1.578148,1.383,-0.206,-0.425,1.461
1.580303,1.991,-1.101,-0.062,2.276
1.582336,2.092,-1.270,-0.054,2.448
1.584435,2.263,-1.492,-0.053,2.711
1.586419,2.639,-1.846,-0.048,3.221
1.588469,3.293,-2.314,0.004,4.025
1.590598,3.733,-2.641,0.051,4.573
1.592144,3.840,-2.825,-0.000,4.767
1.594463,3.776,-2.963,-0.066,4.801
1.601623,3.675,-3.104,-0.117,4.812
1.604269,3.447,-3.555,-0.296,4.961
1.606406,3.423,-3.611,-0.346,4.987
1.608231,3.400,-3.637,-0.405,4.996
1.610227,3.363,-3.621,-0.462,4.964
1.612485,3.357,-3.629,-0.520,4.971
1.614344,3.381,-3.661,-0.580,5.017
1.616332,3.394,-3.647,-0.642,5.023
1.623679,3.383,-3.579,-0.697,4.974
1.626122,2.514,-2.116,-0.789,3.380
1.628257,2.296,-1.789,-0.778,3.013
1.630165,2.081,-1.482,-0.751,2.663
1.632144,1.879,-1.188,-0.708,2.334
1.634887,1.677,-0.896,-0.657,2.012
1.636700,1.485,-0.611,-0.598,1.713
1.638046,1.301,-0.321,-0.536,1.443
1.645401,1.106,-0.007,-0.475,1.204
1.648052,0.266,1.231,-0.135,1.267
1.650130,0.081,1.494,-0.058,1.497
1.652239,-0.090,1.733,0.009,1.735
1.654223,-0.249,1.952,0.059,1.969
1.656327,-0.396,2.157,0.099,2.195
1.658517,-0.527,2.335,0.127,2.397
1.660007,-0.646,2.487,0.146,2.574
1.667492,-0.751,2.615,0.158,2.725
1.669951,-1.015,3.051,0.143,3.219
1.672054,-1.047,3.137,0.130,3.309
1.674134,-1.065,3.209,0.115,3.383
1.676024,-1.072,3.271,0.089,3.443
1.678173,-1.069,3.314,0.056,3.482
1.680378,-1.060,3.340,0.018,3.504
1.682778,-1.041,3.348,-0.027,3.506
1.689865,-1.012,3.329,-0.071,3.481
1.693795,-0.829,3.010,-0.314,3.138
1.695859,-0.790,2.912,-0.359,3.039
1.697853,-0.750,2.809,-0.398,2.934
1.699903,-0.711,2.699,-0.437,2.825
1.702003,-0.678,2.584,-0.473,2.713
1.703846,-0.642,2.467,-0.506,2.599
1.705703,-0.618,2.348,-0.539,2.487
1.710715,-0.596,2.232,-0.566,2.379
1.713664,-0.553,1.874,-0.639,2.056
1.716261,-0.543,1.750,-0.670,1.951
1.718158,-0.529,1.619,-0.704,1.843
1.719987,-0.520,1.486,-0.741,1.740
1.721564,-0.514,1.343,-0.778,1.635
1.723968,-0.503,1.200,-0.810,1.532
1.725701,-0.490,1.057,-0.840,1.437
1.727577,-0.475,0.908,-0.874,1.347
1.735062,-0.457,0.764,-0.907,1.271
1.737506,-0.387,0.332,-1.035,1.154
1.739717,-0.347,0.328,-1.052,1.156
1.741694,-0.306,0.365,-1.064,1.166
1.744614,-0.277,0.404,-1.073,1.179
1.745831,-0.269,0.427,-1.076,1.188
1.748042,-0.285,0.434,-1.076,1.195
1.749646,-0.326,0.436,-1.077,1.207
1.755876,-0.384,0.445,-1.073,1.223
1.757940,-0.567,0.556,-1.035,1.305
1.761307,-0.654,0.685,-0.963,1.351
1.763493,-0.684,0.745,-0.914,1.363
1.765653,-0.710,0.803,-0.865,1.377
1.767576,-0.730,0.854,-0.817,1.389
1.769760,-0.750,0.892,-0.780,1.402
1.771353,-0.772,0.921,-0.749,1.416
1.780614,-0.801,0.939,-0.728,1.433
1.783397,-0.955,0.940,-0.727,1.525
1.785478,-0.976,0.931,-0.744,1.540
1.787395,-0.987,0.911,-0.764,1.546
1.789628,-0.992,0.888,-0.794,1.550
1.791476,-0.985,0.864,-0.830,1.551
1.793605,-0.969,0.828,-0.867,1.542
1.802432,-0.940,0.784,-0.905,1.523
1.805525,-0.722,0.474,-1.051,1.361
1.807513,-0.672,0.415,-1.070,1.330
1.809368,-0.625,0.353,-1.081,1.298
1.811265,-0.579,0.299,-1.090,1.270
1.814009,-0.534,0.249,-1.097,1.245
1.815828,-0.492,0.199,-1.096,1.218
1.824656,-0.445,0.154,-1.087,1.184
1.827463,-0.175,-0.102,-0.855,0.879
1.829436,-0.129,-0.170,-0.782,0.810
1.831293,-0.084,-0.224,-0.738,0.776
1.833265,-0.038,-0.254,-0.716,0.761
1.835898,0.018,-0.271,-0.706,0.757
1.837366,0.084,-0.280,-0.706,0.764
1.839256,0.161,-0.290,-0.701,0.776
1.846040,0.239,-0.304,-0.681,0.783
1.849006,0.529,-0.405,-0.552,0.865
1.851124,0.584,-0.446,-0.527,0.904
1.853184,0.635,-0.484,-0.504,0.944
1.856618,0.683,-0.508,-0.490,0.982
1.857269,0.728,-0.524,-0.490,1.022
1.859315,0.760,-0.542,-0.499,1.058
1.861031,0.779,-0.572,-0.507,1.091
1.867230,0.789,-0.577,-0.519,1.107
1.870913,0.778,-0.537,-0.622,1.132
1.872847,0.767,-0.508,-0.648,1.125
1.874911,0.745,-0.480,-0.671,1.111
1.877439,0.725,-0.465,-0.695,1.106
1.879070,0.704,-0.448,-0.711,1.096
1.880985,0.674,-0.423,-0.723,1.076
1.882923,0.641,-0.395,-0.730,1.049
1.890740,0.606,-0.366,-0.728,1.015
1.892831,0.474,-0.306,-0.680,0.883
1.895143,0.443,-0.300,-0.662,0.851
1.896712,0.413,-0.287,-0.640,0.814
1.898811,0.386,-0.263,-0.619,0.775
1.900737,0.373,-0.227,-0.599,0.741
1.902875,0.359,-0.207,-0.576,0.710
1.905301,0.344,-0.182,-0.546,0.671
1.912612,0.338,-0.161,-0.509,0.632
1.914797,0.433,-0.266,-0.251,0.567
1.916745,0.506,-0.356,-0.172,0.642
1.918878,0.582,-0.421,-0.086,0.723
1.920885,0.621,-0.400,0.012,0.739
1.922811,0.605,-0.324,0.117,0.697
1.925291,0.550,-0.263,0.226,0.650
1.926779,0.488,-0.224,0.343,0.637
1.935562,0.433,-0.191,0.446,0.650
1.938546,0.210,-0.341,0.848,0.938
1.940546,0.199,-0.314,0.919,0.992
1.942768,0.177,-0.322,1.005,1.070
1.944627,0.150,-0.342,1.107,1.168
1.946832,0.139,-0.334,1.226,1.278
1.948823,0.139,-0.304,1.373,1.413
1.958240,0.170,-0.228,1.546,1.572
1.960562,0.117,-0.127,2.405,2.412
1.962603,0.056,-0.123,2.523,2.526
1.964665,-0.019,-0.103,2.629,2.631
1.966540,-0.097,-0.057,2.738,2.740
1.968651,-0.182,0.006,2.859,2.865
1.970589,-0.270,0.058,2.996,3.008
1.972735,-0.362,0.092,3.141,3.164
1.981425,-0.452,0.112,3.291,3.323
1.984546,-0.688,0.162,3.997,4.059
1.986480,-0.674,0.173,4.130,4.188
1.988437,-0.640,0.194,4.259,4.311
1.990411,-0.592,0.225,4.377,4.423
1.992786,-0.525,0.255,4.489,4.527
1.995136,-0.459,0.262,4.586,4.616
2.001143,-0.407,0.223,4.659,4.683
2.004286,-0.296,-0.132,4.743,4.754
2.006183,-0.281,-0.257,4.737,4.753
2.008359,-0.269,-0.407,4.723,4.749
2.010219,-0.258,-0.573,4.718,4.760
2.012495,-0.244,-0.739,4.724,4.788
2.014858,-0.223,-0.915,4.739,4.832
2.016793,-0.198,-1.099,4.757,4.887
2.023865,-0.172,-1.278,4.778,4.949
2.026286,-0.090,-1.807,4.862,5.188
2.029343,-0.082,-1.855,4.869,5.211
2.030770,-0.079,-1.871,4.875,5.222
2.032075,-0.084,-1.873,4.875,5.223
2.034470,-0.090,-1.860,4.870,5.214
2.036488,-0.097,-1.827,4.859,5.192
2.038388,-0.104,-1.790,4.835,5.157
2.046209,-0.105,-1.735,4.800,5.105
2.048271,-0.023,-1.507,4.587,4.828
2.051890,0.117,-1.515,4.485,4.735
2.054032,0.196,-1.520,4.407,4.666
2.055881,0.282,-1.519,4.310,4.578
2.058688,0.373,-1.496,4.188,4.462
2.060577,0.480,-1.478,4.048,4.336
2.061889,0.600,-1.483,3.897,4.212
2.068580,0.732,-1.481,3.741,4.090
2.071806,1.182,-1.287,3.143,3.596
2.074006,1.252,-1.203,3.014,3.478
2.075856,1.308,-1.109,2.892,3.363
2.079875,1.351,-1.007,2.780,3.251
2.080737,1.369,-0.938,2.683,3.155
2.082043,1.360,-0.924,2.600,3.077
2.084202,1.338,-0.968,2.548,3.036
2.091593,1.322,-0.958,2.491,2.978
2.093835,1.232,-0.958,2.162,2.667
2.095860,1.172,-1.003,2.039,2.557
2.097694,1.106,-1.011,1.922,2.437
2.099837,1.030,-0.995,1.806,2.305
2.101784,0.938,-0.986,1.695,2.173
2.103947,0.840,-0.954,1.594,2.038
2.105908,0.732,-0.926,1.505,1.913
2.114683,0.627,-0.939,1.443,1.832
2.117850,0.059,-0.866,1.205,1.485
2.119764,-0.034,-0.911,1.178,1.490
2.121732,-0.118,-0.965,1.155,1.509
2.124030,-0.196,-1.019,1.138,1.540
2.125976,-0.268,-1.052,1.124,1.563
2.127748,-0.349,-1.104,1.112,1.606
2.136489,-0.419,-1.144,1.114,1.651
2.139599,-0.578,-1.409,1.343,2.031
2.141569,-0.569,-1.541,1.434,2.180
2.143690,-0.541,-1.692,1.531,2.345
2.146990,-0.492,-1.855,1.631,2.519
2.147665,-0.433,-2.018,1.734,2.696
2.149743,-0.373,-2.188,1.844,2.885
2.158270,-0.313,-2.361,1.957,3.083
2.161499,-0.128,-3.181,2.580,4.098
2.163524,-0.117,-3.306,2.704,4.272
2.165509,-0.116,-3.377,2.826,4.405
