# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-02-10 21:10:53.315
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.267569,1.0169,-1.9976,8.2289,8.53
2.277736,-1.3902,-2.7010,8.3389,8.88
2.288908,-2.0923,-2.8118,4.9868,6.10
2.297981,-4.0758,-4.3104,0.9541,6.01
2.311166,-4.4074,-6.2082,0.0811,7.61
2.316542,-4.9326,-5.8134,-2.5418,8.04
2.327005,-4.9113,-6.2596,-5.4757,9.66
2.336554,-5.0020,-4.4882,-2.0828,7.04
2.346574,0.4589,-3.8912,1.4131,4.17
2.367980,-2.5024,-4.1435,2.2465,5.34
2.368084,-4.1416,-4.2658,2.4164,6.42
2.388701,-4.9300,-5.3946,7.0869,10.18
2.388946,-6.3565,-5.7505,10.3282,13.42
2.409090,-3.6627,-3.1400,1.4651,5.04
2.409382,-1.8486,-3.8200,-0.2630,4.25
2.416351,6.4713,-1.0697,-0.9596,6.63
2.426142,5.7143,-2.7938,6.2069,8.89
2.436186,7.6634,-0.8511,6.5039,10.09
2.446140,5.6451,-0.4589,4.8963,7.49
2.455921,2.6685,-2.6745,5.4617,6.64
2.466968,3.6968,-2.5040,6.9164,8.23
2.475830,3.3819,-2.8696,5.7264,7.24
2.490537,2.8306,-3.5922,1.2148,4.73
2.495723,2.1765,-2.9129,-2.6584,4.50
2.506436,4.1656,-0.9023,-1.1857,4.42
2.515668,6.4297,0.7714,0.1412,6.48
2.525845,5.2327,0.6301,0.2239,5.28
2.536002,2.5753,0.4211,-0.2057,2.62
2.545916,-1.1555,-0.5678,-0.9613,1.61
2.557113,-1.3274,-0.2398,1.0324,1.70
2.565627,-0.3806,0.9155,2.3827,2.58
2.580841,-1.1573,0.5920,2.6999,3.00
2.585727,-1.9389,1.1204,0.3643,2.27
2.603990,-1.6367,1.9324,0.4080,2.57
2.605517,-1.8941,2.6839,1.1385,3.48
2.615596,-1.9165,2.8790,2.0410,4.02
2.625139,-1.8908,3.4210,2.6432,4.72
2.635380,-2.2535,3.4175,2.6320,4.87
2.646935,-2.5040,2.6977,3.0247,4.76
2.655037,-2.7680,2.0023,3.0903,4.61
2.668466,-2.2127,1.7902,2.9560,4.10
2.675014,-0.7391,1.8032,1.7413,2.61
2.692198,0.8585,1.6342,-3.4198,3.89
2.695283,2.1443,1.8467,-3.3096,4.35
2.704962,2.2171,1.2767,-3.4804,4.32
2.714763,0.9722,-0.1126,-3.6869,3.81
2.725174,-0.8697,-1.5689,-3.4507,3.89
2.735499,-1.1984,-1.7371,-3.8344,4.38
2.745053,-0.0895,-1.2827,-4.1239,4.32
2.756509,1.7675,-0.8102,-4.0199,4.47
2.764643,3.1876,-0.2886,-3.7139,4.90
2.778682,3.4178,-0.5564,-3.5801,4.98
2.784814,2.6668,-1.4129,-3.3899,4.54
2.794424,2.4354,-1.6875,-1.7277,3.43
2.804567,3.2355,-0.9601,-0.4439,3.40
2.814361,3.5266,-0.6473,-0.0384,3.59
2.824129,3.6359,-0.5426,0.2542,3.68
2.834589,3.2028,-0.8046,0.0706,3.30
2.845615,3.4697,-0.6124,-0.3930,3.55
2.854871,5.3566,0.5006,-4.7039,7.15
2.869057,5.9307,-0.5133,-7.6125,9.66
2.874241,5.8559,-1.6885,-5.2731,8.06
2.884073,5.7291,-1.3089,-1.7872,6.14
2.893784,6.4236,-0.7967,-2.3075,6.87
2.903961,6.9928,0.0446,-5.1812,8.70
2.913909,5.9366,-0.2192,-5.2482,7.93
2.924566,4.5917,-1.2479,-5.1596,7.02
2.934919,3.7614,-2.2676,-4.1736,6.06
2.944180,2.6109,-2.2979,-3.3936,4.86
2.957167,1.4519,-3.2764,-0.5042,3.62
2.964190,1.1423,-2.7824,0.7355,3.10
2.973576,-0.0309,-4.0944,0.4392,4.12
2.983553,-1.3101,-5.6293,1.6290,6.00
2.993559,-0.4953,-5.9264,1.3040,6.09
3.003798,0.1373,-5.9760,2.1241,6.34
3.014560,-0.1565,-6.2422,3.6236,7.22
3.024647,-0.3801,-5.8573,6.5851,8.82
3.033723,-1.1224,-5.7162,6.6615,8.85
3.046325,-3.6913,-7.5549,4.9709,9.77
3.053271,-4.6228,-7.7010,3.2307,9.55
3.073550,-4.4053,-5.9721,3.2290,8.09
3.074261,-5.0880,-5.0878,1.9895,7.47
3.083100,-5.3871,-4.2062,0.9500,6.90
3.092984,-4.2808,-2.0394,0.5828,4.78
3.103942,-4.1889,-0.7981,0.8080,4.34
3.113422,-3.4524,0.9235,1.4237,3.85
3.123674,-2.6244,2.3151,1.7272,3.90
3.135585,-2.1255,2.9717,2.2569,4.29
3.143440,-2.1924,2.4195,4.0465,5.20
3.157256,-1.3624,2.6934,5.8145,6.55
3.162853,0.1062,3.4851,7.5680,8.33
3.172756,-0.5847,6.8696,8.1680,10.69
3.182539,1.2718,7.7582,4.3993,9.01
3.193030,2.2065,5.4613,-5.4660,8.04
3.202989,1.9955,3.9598,-4.9020,6.61
3.212478,-2.0922,2.7785,-0.5914,3.53
3.225866,-4.4075,1.5453,-0.4209,4.69
3.233889,-4.0988,1.9832,-0.3310,4.57
3.247070,-2.3246,1.6505,-0.0137,2.85
3.252126,-0.4941,1.4680,0.3782,1.59
3.262493,0.1844,1.1637,2.1612,2.46
3.272171,-1.4300,1.2526,3.6783,4.14
3.282483,-3.5425,0.4158,3.4122,4.94
3.291962,-4.0103,-0.0483,2.5923,4.78
3.302853,-5.4497,-0.3587,2.3978,5.96
3.314050,-6.4876,-1.0964,1.6436,6.78
3.322694,-8.1427,-2.5805,1.9218,8.76
3.336085,-6.9994,-2.5876,1.1070,7.54
3.342952,-3.8046,-1.4884,-0.4727,4.11
3.352008,-0.7709,-0.5589,-2.6848,2.85
3.365637,1.8035,0.4939,-5.1811,5.51
3.371565,2.1728,0.0709,-5.5206,5.93
3.381639,2.3084,-0.0626,-5.7305,6.18
3.391287,2.9282,-0.2528,-5.8855,6.58
3.410523,3.2461,-0.5800,-4.8311,5.85
3.411218,2.7951,-0.4571,-4.6982,5.49
3.427303,1.4067,-0.3731,-4.5883,4.81
3.447464,-0.9410,1.0266,-5.2816,5.46
3.451139,-2.6464,1.3464,-5.8307,6.54
3.461383,-4.5844,-0.4407,0.9850,4.71
3.471391,-4.7190,-3.0929,4.1505,7.00
3.481395,-3.5750,-7.2599,8.9562,12.07
3.492148,-3.1520,-7.9314,10.8739,13.82
3.501013,-0.6609,-8.3751,11.4591,14.21
3.514414,4.2272,-9.1917,7.6638,12.69
3.522022,9.7854,-8.0966,1.1613,12.75
3.537362,12.4650,-3.6700,-3.8041,13.54
3.540351,10.6068,1.2255,-3.6835,11.29
3.550506,10.7285,3.6954,-4.3229,12.14
3.560610,10.1021,4.0844,-3.5108,11.45
3.571233,8.1412,3.5039,-1.7061,9.03
3.581000,6.8442,3.6611,-0.1852,7.76
3.590713,5.3940,4.5699,2.7197,7.57
3.604087,2.0174,4.1578,4.2845,6.30
3.610722,-3.6985,1.3214,5.5110,6.77
3.625356,-9.7635,-1.4710,4.3690,10.80
3.630037,-13.4639,-0.7509,2.0369,13.64
3.639931,-17.6052,-1.9713,-0.5243,17.72
3.650175,-20.1416,-3.8573,-3.8064,20.86
3.660589,-19.7707,-4.7415,-3.5643,20.64
3.670289,-16.4679,-5.1327,-1.0994,17.28
3.680222,-11.9231,-5.2711,2.8230,13.34
3.692885,-7.3124,-3.1185,8.1366,11.38
3.700379,-4.5969,-1.0747,7.5841,8.93
3.714467,-2.7202,-0.1933,4.1617,4.98
3.719757,-0.1999,0.2873,0.3893,0.52
3.729563,3.1991,0.7661,-2.2724,4.00
3.739503,6.0935,0.4442,-3.9047,7.25
3.750390,8.8930,-0.1411,-6.5827,11.07
3.759580,10.0927,0.7565,-4.9945,11.29
3.769788,7.1369,-1.1575,-3.7295,8.14
3.781029,10.1740,-1.0294,1.7624,10.38
3.789781,10.8435,0.4026,4.3298,11.68
3.804378,8.8658,1.4873,4.0044,9.84
3.809097,6.4232,2.1673,2.2560,7.14
3.818880,5.3061,3.4939,-0.4659,6.37
3.828858,5.8575,5.7265,-3.8657,9.06
3.839807,7.6198,8.3504,-8.4307,14.10
3.848969,9.0738,9.0649,-11.3382,17.12
3.860358,6.6533,6.5118,-9.1053,13.02
3.872877,0.2310,0.3249,-0.8889,0.97
3.879631,-12.8428,-13.5951,6.9921,19.97
3.892951,-14.9702,-17.6676,10.2545,25.33
3.899442,-4.6407,-14.4108,15.7428,21.84
3.908854,6.1876,-10.9369,18.5227,22.38
3.918499,1.5410,-13.4657,3.5363,14.01
3.928900,-0.1366,-12.6658,-9.4475,15.80
3.938420,3.0691,-6.3230,-21.7086,22.82
3.948306,5.1708,-0.0216,-24.8189,25.35
3.965185,5.0382,3.2391,-17.4514,18.45
3.968138,4.5934,3.1362,-3.9739,6.84
3.983817,6.1151,3.4453,4.2341,8.20
3.988102,5.6478,3.0188,5.8114,8.65
3.998091,3.3693,1.1167,3.8276,5.22
4.008140,1.5390,-0.5883,1.8354,2.47
4.018347,-0.8074,-2.8819,0.6431,3.06
4.029108,-3.6149,-5.7815,-0.2321,6.82
4.037995,-5.2589,-8.1775,-1.1747,9.79
4.049521,-5.3115,-9.8120,-2.3066,11.39
4.057623,-3.5826,-9.7391,-3.7446,11.03
4.072109,-2.2283,-7.8310,-5.9913,10.11
4.077744,-2.7040,-5.1888,-10.3382,11.88
4.094624,-2.2343,-2.7089,-15.3297,15.73
4.097301,0.0150,-0.7232,-17.9464,17.96
4.107440,3.0129,-0.2590,-15.7314,16.02
4.117539,5.0616,-0.6948,-9.7345,10.99
4.127538,6.4345,-0.1395,-0.9639,6.51
4.139945,5.1066,-1.1207,5.7323,7.76
4.147376,3.0155,-1.8152,9.9765,10.58
4.161403,0.9445,-2.6742,12.1365,12.46
4.167195,-0.1282,-3.9655,13.8250,14.38
4.177696,-0.5098,-5.4452,15.4591,16.40
4.192697,-0.6566,-6.6733,14.2135,15.72
4.197074,-0.3288,-7.6022,11.6925,13.95
4.216388,-1.1488,-7.6858,9.9784,12.65
4.217078,-0.7073,-5.1572,8.7971,10.22
4.236403,-0.7058,-3.0942,7.9268,8.54
4.238162,-2.0877,-2.7858,7.0195,7.84
4.254470,-3.1721,-2.3267,5.4392,6.71
4.257150,-3.4634,-0.9980,3.2464,4.85
4.280994,-3.5887,1.5752,-10.1341,10.87
4.281287,-3.2654,3.1796,-17.6793,18.26
4.286607,-2.4555,2.5500,-8.3481,9.07
4.304179,0.0204,2.7068,-0.8992,2.85
4.306771,1.5723,2.7763,4.0948,5.19
4.320856,1.8734,2.5793,5.7178,6.55
4.326287,0.4107,2.3551,5.5123,6.01
4.339922,-1.1162,2.1519,5.5402,6.05
4.346289,-1.9716,1.7137,6.7278,7.22
4.358655,-2.4561,1.7805,8.0526,8.61
4.372596,-1.6937,2.6117,7.4088,8.04
4.376572,-1.6975,3.2534,6.5068,7.47
4.423066,-2.4439,3.4787,5.7091,7.12
4.438430,-2.8611,3.0467,4.7392,6.32
4.450204,-2.7652,3.8507,4.3557,6.44
4.455579,-2.7352,4.4974,3.5208,6.33
4.465701,-2.8900,4.5945,2.2300,5.87
4.475538,-2.9764,4.1386,0.4005,5.11
4.485910,-3.0074,2.9429,-2.1889,4.74
4.495622,-2.5739,0.8284,-5.1624,5.83
4.505548,-0.3160,-1.8125,-10.1229,10.29
4.515992,4.0446,-4.6338,-14.7731,16.00
4.525667,8.2439,-7.9276,-18.5527,21.79
4.538507,10.4940,-11.2560,-18.0316,23.71
4.545588,7.5907,-13.0920,-9.8054,18.03
4.555328,1.4378,-10.5007,-6.0879,12.22
4.565021,-2.9060,-3.5394,-7.3781,8.68
4.575088,-5.0613,1.0513,-6.1427,8.03
4.584972,-7.9062,2.4089,-5.0047,9.66
4.594893,-10.8472,1.7507,-4.3411,11.81
4.605431,-12.2377,-0.9065,2.7097,12.57
4.615344,-10.9716,-4.1629,11.9234,16.73
4.628106,-9.1870,-6.4112,17.3061,20.62
4.634853,-7.0273,-6.0067,17.1374,19.47
4.650028,-6.0884,-3.8935,9.0905,11.61
4.654563,-6.8795,-2.6443,-5.0293,8.92
4.664727,1.3965,-0.4672,-8.5147,8.64
4.674577,11.2033,1.7171,8.9965,14.47
4.684671,10.2187,1.9658,17.4661,20.33
4.694771,5.8257,1.7348,13.4066,14.72
4.704867,2.7925,1.8656,8.2154,8.88
4.717330,2.1715,1.5774,4.3203,5.09
4.724679,1.5215,0.7500,2.6985,3.19
4.739333,1.4154,-0.4547,3.2198,3.55
4.744016,2.4281,-1.1619,5.0049,5.68
4.754093,2.2696,-2.0268,7.2373,7.85
4.764036,1.5970,-2.5572,7.5391,8.12
4.774011,1.5643,-2.7965,6.7918,7.51
4.784509,1.9746,-2.4732,5.9667,6.75
4.793972,1.9336,-2.1552,5.1922,5.94
4.806142,1.7610,-1.7731,4.1347,4.83
4.814282,1.3666,-1.5116,2.6468,3.34
4.828204,0.7890,-1.3803,1.1282,1.95
4.833838,0.5991,-1.2250,0.8874,1.63
4.843901,0.5571,-1.0318,0.7097,1.37
4.853855,0.4245,-0.9237,0.6090,1.19
4.863854,0.7012,-0.3468,0.3221,0.85
4.881736,0.8529,0.0893,-0.6093,1.05
4.884071,0.9011,0.7811,-1.3036,1.77
4.899862,1.2320,1.3160,-1.7129,2.49
4.903617,1.3848,1.7078,-2.1084,3.05
4.918483,1.7439,1.9472,-2.1401,3.38
4.923369,2.1738,2.0059,-2.0312,3.59
4.933323,2.4187,1.9169,-2.1505,3.76
4.943393,2.5315,1.8182,-2.4207,3.95
4.953165,2.0235,1.7619,-2.9792,4.01
4.963312,1.2996,1.7211,-3.2391,3.89
4.973511,0.5316,1.6652,-2.9792,3.45
4.984052,0.0525,1.5296,-2.2489,2.72
4.993433,0.3244,1.3383,-1.5024,2.04
5.007309,0.7818,1.1279,-0.7690,1.57
5.022949,1.4449,0.5333,0.2024,1.55
5.032699,1.7477,0.1762,0.3782,1.80
5.043030,1.7849,0.0456,0.2867,1.81
5.052606,1.7295,0.2193,-0.3295,1.77
5.063106,1.8293,0.4832,-0.6240,1.99
5.073246,2.3714,0.6124,-0.6045,2.52
5.082978,3.0344,0.3244,-0.6462,3.12
5.095176,3.5386,-0.1655,-0.7514,3.62
5.102578,3.2411,-0.5602,-1.3641,3.56
5.112450,2.5506,-0.5751,-2.3803,3.54
5.122314,2.0807,-0.3706,-3.1911,3.83
5.132472,2.1607,-0.0362,-3.3368,3.98
5.142216,2.6378,0.2545,-2.6980,3.78
5.152999,3.4097,0.5224,-1.3599,3.71
5.162244,4.5957,0.5010,0.2489,4.63
5.172497,5.9298,0.0541,1.7335,6.18
5.184541,7.1789,-0.5995,2.2909,7.56
5.192408,8.2378,-0.9965,1.6951,8.47
5.207263,8.8017,-1.0367,0.3121,8.87
5.212041,8.8464,-0.9575,-1.1962,8.98
5.221967,8.8137,-1.0140,-2.4279,9.20
5.231748,8.5605,-1.1277,-3.5024,9.32
5.241837,6.9930,-1.6417,-7.7046,10.53
5.252773,4.0383,-1.9923,-13.0580,13.81
5.262096,2.6908,-1.5033,-11.1111,11.53
5.275652,2.1382,-1.0817,-8.1788,8.52
5.281561,0.6233,-1.6284,-6.0037,6.25
5.295716,-0.3840,-2.7259,-4.0817,4.92
5.301404,-1.2912,-3.9016,-2.1092,4.62
5.311629,-2.2843,-4.7764,-0.2736,5.30
5.322019,-2.7980,-5.3660,0.9803,6.13
5.331265,-2.8673,-6.0057,1.3022,6.78
5.341187,-3.0857,-6.9678,1.3675,7.74
5.351635,-2.6775,-8.0892,2.1704,8.79
5.363137,-1.4284,-9.2826,3.6172,10.06
5.373746,-1.7901,-10.6328,4.6244,11.73
5.387204,-3.2821,-10.7435,4.8123,12.22
5.391180,-5.8117,-9.1740,1.4008,10.95
5.401187,-5.2272,-6.5777,1.5479,8.54
5.410904,-3.9739,-4.4035,1.8121,6.20
5.421847,-3.0446,-2.6054,1.6601,4.34
5.431500,-2.6081,-1.0269,1.0758,3.00
5.440979,-2.2922,0.2456,1.3249,2.66
5.452016,-2.2115,1.1601,2.0221,3.21
5.460789,-1.8614,1.7274,2.9518,3.89
5.474575,-2.4071,1.8443,3.9962,5.02
