timestamp,ax,ay,az,wx,wy,wz
25,4.32094,3.54641,8.90703,-4.15802,45.1965,-25.91703
52,3.02448,3.36086,8.69754,-19.90508,38.84885,-14.5645
78,0.04729,2.75154,9.58698,-22.8958,17.85277,4.78363
101,1.53528,2.65577,9.81563,-13.49639,15.2893,-8.52203
126,2.73717,2.82935,9.31165,-12.70293,41.65646,-23.96391
153,2.65457,2.90117,9.06864,-12.58086,78.94891,-25.61186
183,-0.23403,2.77548,8.35397,-25.88652,74.37128,-12.3062
207,-0.1646,2.39719,8.20673,-55.36648,48.24826,-17.49419
234,4.48614,2.08715,9.0842,-75.5691,41.41232,-70.59473
259,2.92512,1.72682,11.28447,-61.53102,41.41232,-108.92478
284,-2.07877,1.42156,11.88063,-41.57254,82.91619,-74.31787
309,-2.07517,1.15341,10.88584,-27.35136,114.16618,-63.63673
334,-1.67295,0.35374,13.77324,17.20427,188.01866,-83.47314
358,-3.37163,-1.10911,10.19511,58.09779,223.17488,-90.37011
382,-2.7671,-1.20368,4.86681,39.78726,140.89955,-107.88719
415,2.02968,1.82259,7.69676,71.46449,144.25648,-172.46233
442,-1.37846,0.77153,9.26496,113.76181,84.01483,-210.91446
465,-5.4917,-1.65379,6.38115,85.62463,-6.74438,-211.82999
489,-5.08469,-0.11672,6.31171,56.99916,-20.72142,-236.42714
515,-4.57113,-1.40959,10.08976,62.30922,30.18186,-252.96764
543,-3.23397,-1.02173,12.32595,140.73933,86.2121,-274.26889
572,-3.91392,-2.57317,11.94647,180.71735,105.07195,-286.90317
597,-8.38988,-0.38846,4.91829,138.54207,66.07051,-290.38217
622,-9.46967,-0.10594,2.98617,92.33849,67.65742,-255.77525
646,-10.39742,0.63027,4.35086,80.13147,87.31072,-199.07364
671,-10.37228,0.54887,1.90519,36.67447,99.82292,-159.95013
698,-9.70071,-0.80984,1.63584,-3.4256,107.39127,-145.91206
722,-7.56268,2.25474,2.9323,-34.12626,142.05922,-180.76311
746,-7.94456,2.2715,1.76991,-80.63502,121.79556,-196.5712
772,-15.95915,-2.03328,0.76076,-128.91379,119.35416,-155.12836
799,-17.11675,-4.72915,1.74597,-124.76339,34.39328,-68.51954
826,-15.06851,-5.72753,5.21397,-61.46999,-2.28882,-5.53131
853,-6.5248,-3.82534,2.96941,-51.64333,26.27562,-34.33988
879,-5.22594,-3.58831,2.44747,-51.46023,102.44743,-63.45362
906,-2.59591,-2.44508,3.28903,-37.66629,223.23592,-116.85934
933,-4.35086,-3.82893,1.80583,-22.95683,141.63197,-160.13324
960,-9.66958,-5.23073,-1.67055,-81.55054,56.79317,-119.30076
987,-11.48199,-6.78696,-3.70203,-109.1384,18.09691,-81.8252
1012,-8.93576,-5.42706,-0.83378,-86.43335,-9.12475,-90.85839
1039,-9.39425,-6.84323,-1.61668,-72.0901,-20.53831,-77.67481
1067,-7.05152,-6.91864,1.08876,-15.75469,45.68478,-90.24804
1094,-10.78049,-6.97371,1.32818,-7.45391,27.19114,-42.0303
1122,-9.58219,-7.22031,0.10714,-37.8494,16.57103,-41.72513
1151,-6.57508,-8.60536,3.05919,13.78631,39.88644,-38.06302
1177,-4.23115,-9.64085,1.70886,68.10755,70.83125,-53.38283
1204,-4.13179,-9.88506,0.69133,105.88828,37.75022,-58.50978
1231,-4.45621,-10.56621,-3.85526,45.09732,-8.39233,-68.15333
1259,-5.92266,-8.47128,-2.90836,-12.94707,-35.06467,-64.73537
1286,-5.22235,-7.89668,1.49578,27.09196,-29.63255,-50.57522
1313,-5.41987,-6.41945,0.83019,34.17204,-73.883,-28.35844
1340,-3.5117,-8.08462,-0.05806,25.62712,-81.32928,-35.98783
1367,1.48022,-10.02153,4.83689,69.32825,-6.07299,-68.70264
1394,-4.94103,-7.27777,-1.82977,-22.10234,-46.60031,-46.05862
1422,-6.7307,-6.87315,3.27706,-20.02715,-140.65541,-7.91168
1451,0.18256,-4.08271,0.18016,-39.00906,-129.73013,-58.14357
1478,0.5788,-3.90075,-0.43634,-107.24632,8.14819,-107.70409
1504,2.33016,-3.37403,1.70766,-105.04906,52.21553,-164.10052
1532,3.94983,-3.61943,5.1194,-55.97683,120.08659,-225.68495
1559,2.69647,-4.12222,5.03082,44.36489,245.69685,-227.45497
1587,-2.4343,-7.53874,3.53444,49.12563,328.52148,-121.92527
1613,1.04567,-4.31016,-1.55324,89.77502,249.35895,-100.50194
1639,2.23678,-12.48995,-2.63302,125.7247,107.81853,-105.1406
1665,8.57304,-30.5985,-1.73879,203.72757,-66.55878,-188.20938
1692,-0.33579,-30.81038,9.1237,176.68901,185.02794,-38.06302
1719,0.10475,-14.34905,1.91237,39.36002,128.57045,9.84954
1746,-1.14982,-5.30256,-0.83498,-59.82204,-41.7175,-28.54154
1774,-1.95427,-6.37755,0.00898,-26.67997,-149.3224,-2.17438
1802,-1.73999,-7.83084,0.0844,-4.15802,-189.78868,28.28214
1829,-0.76555,-10.84513,3.87083,16.65495,-108.1237,33.47013
1855,-0.76076,-13.57572,-2.55641,-41.63358,-132.53775,30.2963
1880,-1.18573,-15.84303,-0.24241,-102.72972,-98.96843,29.13664
1907,1.35452,-15.07449,-7.03117,-162.6662,-196.92979,27.67179
1934,3.03645,-11.60769,-4.99849,-172.43181,-154.26624,30.41837
1961,2.14461,-10.15082,1.55324,-143.68428,98.0529,60.38661
1988,3.62303,-11.62924,6.10342,-102.05833,73.82197,48.91201
2015,3.56556,-14.34665,4.48973,-72.82252,-77.23993,44.33438
2042,2.47261,-14.93802,1.98419,-64.46071,-107.81853,64.17079
2068,1.04806,-8.72268,1.11989,-46.0281,-47.69894,70.15223
2093,2.52528,-8.06068,0.62189,-50.30056,15.83861,54.03896
2118,2.04285,-7.93139,1.72203,-34.43143,46.05099,45.73819
2146,-0.07721,-7.70155,2.01173,-18.98955,59.967,56.3583
2173,0.20291,-7.46692,0.93314,-16.48711,45.44064,64.17079
2202,0.89483,-6.71394,0.27593,-14.96123,52.58175,55.3207
2227,2.86406,-5.49409,1.66936,14.09148,76.38544,34.99601
2254,2.90836,-5.48212,1.3234,36.91861,56.61007,26.8173
2280,3.08194,-4.96498,0.68414,54.74086,7.59887,10.09368
2307,2.70724,-6.50445,-1.29945,56.51088,-16.6931,-19.93559
2333,1.86209,-8.98484,-4.07314,17.26531,-14.2517,-40.26028
2359,-0.73921,-13.14596,-8.69394,-56.282,28.41184,-10.16998
2387,-10.22025,-19.89043,-6.43502,-53.29128,81.39032,59.8373
2414,-4.97575,-13.01428,-4.44065,-16.24297,11.81029,25.23039
2441,-1.47902,-7.51839,-0.06644,18.24187,38.48264,10.27679
2469,5.37798,-12.25532,2.45944,34.2941,-6.86645,-22.31596
2497,4.33171,-16.21413,-5.34925,-33.27176,-27.25218,1.79291
2523,4.99969,-6.39431,1.2396,4.14276,25.78733,-11.20757
2547,4.37959,-4.5017,5.54796,70.18275,-14.61791,-36.84232
2571,3.22439,-4.80935,5.54437,80.13147,-18.15795,-47.46243
2594,3.57394,-6.29855,3.61105,57.36537,-16.20482,-70.41163
2618,2.73957,-9.84675,0.62189,41.80142,-22.18626,-65.95606
2644,-2.05004,-13.39496,-0.14545,25.50505,7.90405,-53.26077
2670,-1.27791,-10.34594,0.89364,17.38738,78.64374,-57.22805
2698,-1.70766,-8.37671,1.31502,32.27995,76.93476,-26.0391
2726,0.91877,-8.52156,1.34255,48.75942,0.15259,-9.8648
2752,2.15538,-9.16081,2.2715,73.96693,-17.7307,-19.93559
2780,2.04644,-9.61212,2.53486,85.99084,-4.66919,-27.50395
2807,1.21805,-8.97766,-0.24481,71.58656,3.93676,-33.18021
2834,1.00377,-8.44375,-0.92715,58.76918,-1.98364,-35.56058
